county,precinct,office,district,candidate,candidate_first,candidate_middle,candidate_last,candidate_suffix,party,votes
Johnson,Lenexa 1-04,,,Registered Voters,,,,,,1216
Johnson,Lenexa 1-05,,,Registered Voters,,,,,,1085
Johnson,Lenexa 1-06,,,Registered Voters,,,,,,1322
Johnson,Lenexa 1-07,,,Registered Voters,,,,,,829
Johnson,Lenexa 1-08,,,Registered Voters,,,,,,411
Johnson,Lenexa 1-09,,,Registered Voters,,,,,,19
Johnson,Lenexa 2-01,,,Registered Voters,,,,,,1378
Johnson,Lenexa 2-02,,,Registered Voters,,,,,,374
Johnson,Lenexa 2-03,,,Registered Voters,,,,,,1349
Johnson,Lenexa 2-04,,,Registered Voters,,,,,,1465
Johnson,Lenexa 2-05,,,Registered Voters,,,,,,1517
Johnson,Lenexa 2-06,,,Registered Voters,,,,,,879
Johnson,Lenexa 2-07,,,Registered Voters,,,,,,1495
Johnson,Lenexa 2-08,,,Registered Voters,,,,,,0
Johnson,Lenexa 3-01,,,Registered Voters,,,,,,1216
Johnson,Lenexa 3-02,,,Registered Voters,,,,,,1271
Johnson,Lenexa 3-03,,,Registered Voters,,,,,,1389
Johnson,Lenexa 3-04,,,Registered Voters,,,,,,939
Johnson,Lenexa 3-05,,,Registered Voters,,,,,,1155
Johnson,Lenexa 3-06,,,Registered Voters,,,,,,885
Johnson,Lenexa 3-07,,,Registered Voters,,,,,,1095
Johnson,Lenexa 3-08,,,Registered Voters,,,,,,1157
Johnson,Lenexa 4-01,,,Registered Voters,,,,,,598
Johnson,Lenexa 4-02,,,Registered Voters,,,,,,1080
Johnson,Lenexa 4-03,,,Registered Voters,,,,,,1013
Johnson,Lenexa 4-04,,,Registered Voters,,,,,,712
Johnson,Lenexa 4-05,,,Registered Voters,,,,,,550
Johnson,Lenexa 4-06,,,Registered Voters,,,,,,1091
Johnson,Lenexa 4-07,,,Registered Voters,,,,,,926
Johnson,Lenexa 4-08,,,Registered Voters,,,,,,794
Johnson,Lenexa 4-09,,,Registered Voters,,,,,,912
Johnson,Lenexa 4-10,,,Registered Voters,,,,,,608
Johnson,Lenexa 4-11,,,Registered Voters,,,,,,161
Johnson,Lexington Twp 0-01,,,Registered Voters,,,,,,1050
Johnson,Lexington Twp 0-02,,,Registered Voters,,,,,,3
Johnson,Lexington Twp 0-03,,,Registered Voters,,,,,,5
Johnson,Lexington Twp 0-04,,,Registered Voters,,,,,,0
Johnson,Lexington Twp 0-05,,,Registered Voters,,,,,,0
Johnson,McCamish Twp 0-01,,,Registered Voters,,,,,,247
Johnson,McCamish Twp 0-02,,,Registered Voters,,,,,,499
Johnson,McCamish Twp 0-03,,,Registered Voters,,,,,,0
Johnson,Merriam 1-01,,,Registered Voters,,,,,,727
Johnson,Merriam 1-02,,,Registered Voters,,,,,,1001
Johnson,Merriam 2-01,,,Registered Voters,,,,,,1130
Johnson,Merriam 2-02,,,Registered Voters,,,,,,4
Johnson,Merriam 2-03,,,Registered Voters,,,,,,636
Johnson,Merriam 3-01,,,Registered Voters,,,,,,1095
Johnson,Merriam 3-02,,,Registered Voters,,,,,,795
Johnson,Merriam 4-01,,,Registered Voters,,,,,,1076
Johnson,Merriam 4-02,,,Registered Voters,,,,,,461
Johnson,Merriam 4-03,,,Registered Voters,,,,,,610
Johnson,Mission 1-01,,,Registered Voters,,,,,,1005
Johnson,Mission 1-02,,,Registered Voters,,,,,,838
Johnson,Mission 2-01,,,Registered Voters,,,,,,631
Johnson,Mission 2-02,,,Registered Voters,,,,,,822
Johnson,Mission 3-01,,,Registered Voters,,,,,,1288
Johnson,Mission 3-02,,,Registered Voters,,,,,,528
Johnson,Mission 4-01,,,Registered Voters,,,,,,586
Johnson,Mission 4-02,,,Registered Voters,,,,,,725
Johnson,Mission 4-03,,,Registered Voters,,,,,,501
Johnson,Mission Hills 0-01,,,Registered Voters,,,,,,703
Johnson,Mission Hills 0-02,,,Registered Voters,,,,,,857
Johnson,Mission Hills 0-03,,,Registered Voters,,,,,,598
Johnson,Mission Hills 0-04,,,Registered Voters,,,,,,905
Johnson,Mission Woods 0-01,,,Registered Voters,,,,,,150
Johnson,Olathe 1-01,,,Registered Voters,,,,,,1314
Johnson,Olathe 1-02,,,Registered Voters,,,,,,902
Johnson,Olathe 1-03,,,Registered Voters,,,,,,745
Johnson,Olathe 1-04,,,Registered Voters,,,,,,1234
Johnson,Olathe 1-05,,,Registered Voters,,,,,,1114
Johnson,Olathe 1-06,,,Registered Voters,,,,,,769
Johnson,Olathe 1-07,,,Registered Voters,,,,,,0
Johnson,Olathe 1-08,,,Registered Voters,,,,,,1545
Johnson,Olathe 1-09,,,Registered Voters,,,,,,1240
Johnson,Olathe 1-10,,,Registered Voters,,,,,,0
Johnson,Olathe 1-11,,,Registered Voters,,,,,,242
Johnson,Olathe 1-12,,,Registered Voters,,,,,,47
Johnson,Olathe 1-13,,,Registered Voters,,,,,,0
Johnson,Olathe 1-14,,,Registered Voters,,,,,,1021
Johnson,Olathe 1-15,,,Registered Voters,,,,,,1072
Johnson,Olathe 1-16,,,Registered Voters,,,,,,1414
Johnson,Olathe 1-17,,,Registered Voters,,,,,,282
Johnson,Olathe 1-18,,,Registered Voters,,,,,,298
Johnson,Olathe 1-19,,,Registered Voters,,,,,,610
Johnson,Olathe 1-20,,,Registered Voters,,,,,,932
Johnson,Olathe 1-21,,,Registered Voters,,,,,,1437
Johnson,Olathe 1-22,,,Registered Voters,,,,,,1515
Johnson,Olathe 1-23,,,Registered Voters,,,,,,0
Johnson,Olathe 1-24,,,Registered Voters,,,,,,0
Johnson,Olathe 1-25,,,Registered Voters,,,,,,0
Johnson,Olathe 1-26,,,Registered Voters,,,,,,8
Johnson,Olathe 1-27,,,Registered Voters,,,,,,914
Johnson,Olathe 1-28,,,Registered Voters,,,,,,316
Johnson,Olathe 1-29,,,Registered Voters,,,,,,196
Johnson,Olathe 2-01,,,Registered Voters,,,,,,643
Johnson,Olathe 2-02,,,Registered Voters,,,,,,585
Johnson,Olathe 2-03,,,Registered Voters,,,,,,960
Johnson,Olathe 2-04,,,Registered Voters,,,,,,1214
Johnson,Olathe 2-05,,,Registered Voters,,,,,,1854
Johnson,Olathe 2-06,,,Registered Voters,,,,,,1005
Johnson,Olathe 2-07,,,Registered Voters,,,,,,1444
Johnson,Olathe 2-08,,,Registered Voters,,,,,,1542
Johnson,Olathe 2-09,,,Registered Voters,,,,,,476
Johnson,Olathe 2-10,,,Registered Voters,,,,,,2069
Johnson,Olathe 2-11,,,Registered Voters,,,,,,1472
Johnson,Olathe 2-12,,,Registered Voters,,,,,,908
Johnson,Olathe 2-13,,,Registered Voters,,,,,,984
Johnson,Olathe 2-14,,,Registered Voters,,,,,,988
Johnson,Olathe 2-15,,,Registered Voters,,,,,,592
Johnson,Olathe 2-16,,,Registered Voters,,,,,,0
Johnson,Olathe 2-17,,,Registered Voters,,,,,,0
Johnson,Olathe 2-18,,,Registered Voters,,,,,,0
Johnson,Olathe 2-19,,,Registered Voters,,,,,,12
Johnson,Olathe 2-20,,,Registered Voters,,,,,,0
Johnson,Olathe 2-21,,,Registered Voters,,,,,,0
Johnson,Olathe 2-22,,,Registered Voters,,,,,,1453
Johnson,Olathe 2-23,,,Registered Voters,,,,,,1094
Johnson,Olathe 2-24,,,Registered Voters,,,,,,18
Johnson,Olathe 2-25,,,Registered Voters,,,,,,13
Johnson,Olathe 2-26,,,Registered Voters,,,,,,0
Johnson,Olathe 2-27,,,Registered Voters,,,,,,18
Johnson,Olathe 2-28,,,Registered Voters,,,,,,380
Johnson,Olathe 3-01,,,Registered Voters,,,,,,776
Johnson,Olathe 3-02,,,Registered Voters,,,,,,1561
Johnson,Olathe 3-03,,,Registered Voters,,,,,,736
Johnson,Olathe 3-04,,,Registered Voters,,,,,,1275
Johnson,Olathe 3-05,,,Registered Voters,,,,,,993
Johnson,Olathe 3-06,,,Registered Voters,,,,,,866
Johnson,Olathe 3-07,,,Registered Voters,,,,,,884
Johnson,Olathe 3-08,,,Registered Voters,,,,,,1274
Johnson,Olathe 3-09,,,Registered Voters,,,,,,827
Johnson,Olathe 3-10,,,Registered Voters,,,,,,1400
Johnson,Olathe 3-11,,,Registered Voters,,,,,,941
Johnson,Olathe 3-12,,,Registered Voters,,,,,,1306
Johnson,Olathe 3-13,,,Registered Voters,,,,,,1215
Johnson,Olathe 3-14,,,Registered Voters,,,,,,0
Johnson,Olathe 3-15,,,Registered Voters,,,,,,1011
Johnson,Olathe 3-16,,,Registered Voters,,,,,,1049
Johnson,Olathe 3-17,,,Registered Voters,,,,,,1310
Johnson,Olathe 3-18,,,Registered Voters,,,,,,1317
Johnson,Olathe 3-19,,,Registered Voters,,,,,,721
Johnson,Olathe 3-20,,,Registered Voters,,,,,,877
Johnson,Olathe 3-21,,,Registered Voters,,,,,,535
Johnson,Olathe 3-22,,,Registered Voters,,,,,,1188
Johnson,Olathe 3-23,,,Registered Voters,,,,,,1163
Johnson,Olathe 3-24,,,Registered Voters,,,,,,0
Johnson,Olathe 3-25,,,Registered Voters,,,,,,0
Johnson,Olathe 3-26,,,Registered Voters,,,,,,156
Johnson,Olathe 3-27,,,Registered Voters,,,,,,558
Johnson,Olathe 4-01,,,Registered Voters,,,,,,1302
Johnson,Olathe 4-02,,,Registered Voters,,,,,,1484
Johnson,Olathe 4-03,,,Registered Voters,,,,,,1012
Johnson,Olathe 4-04,,,Registered Voters,,,,,,754
Johnson,Olathe 4-05,,,Registered Voters,,,,,,1077
Johnson,Olathe 4-06,,,Registered Voters,,,,,,1739
Johnson,Olathe 4-07,,,Registered Voters,,,,,,1555
Johnson,Olathe 4-08,,,Registered Voters,,,,,,986
Johnson,Olathe 4-09,,,Registered Voters,,,,,,1524
Johnson,Olathe 4-10,,,Registered Voters,,,,,,812
Johnson,Olathe 4-11,,,Registered Voters,,,,,,724
Johnson,Olathe 4-12,,,Registered Voters,,,,,,1426
Johnson,Olathe 4-13,,,Registered Voters,,,,,,841
Johnson,Olathe 4-14,,,Registered Voters,,,,,,1663
Johnson,Olathe 4-15,,,Registered Voters,,,,,,169
Johnson,Olathe 4-16,,,Registered Voters,,,,,,4
Johnson,Olathe 4-17,,,Registered Voters,,,,,,12
Johnson,Olathe 4-18,,,Registered Voters,,,,,,588
Johnson,Olathe Twp 0-01,,,Registered Voters,,,,,,466
Johnson,Olathe Twp 0-02,,,Registered Voters,,,,,,93
Johnson,Olathe Twp 0-03,,,Registered Voters,,,,,,81
Johnson,Olathe Twp 0-04,,,Registered Voters,,,,,,2
Johnson,Olathe Twp 0-05,,,Registered Voters,,,,,,3
Johnson,Olathe Twp 0-06,,,Registered Voters,,,,,,2
Johnson,Olathe Twp 0-07,,,Registered Voters,,,,,,2
Johnson,Olathe Twp 0-08,,,Registered Voters,,,,,,19
Johnson,Olathe Twp 0-09,,,Registered Voters,,,,,,0
Johnson,Olathe Twp 0-10,,,Registered Voters,,,,,,19
Johnson,Olathe Twp 0-11,,,Registered Voters,,,,,,8
Johnson,Olathe Twp 0-12,,,Registered Voters,,,,,,0
Johnson,Olathe Twp 0-13,,,Registered Voters,,,,,,0
Johnson,Olathe Twp 0-14,,,Registered Voters,,,,,,1
Johnson,Olathe Twp 0-17,,,Registered Voters,,,,,,0
Johnson,Olathe Twp 0-24,,,Registered Voters,,,,,,4
Johnson,Olathe Twp 0-25,,,Registered Voters,,,,,,11
Johnson,Olathe Twp 0-26,,,Registered Voters,,,,,,5
Johnson,Olathe Twp 0-27,,,Registered Voters,,,,,,0
Johnson,Olathe Twp 0-32,,,Registered Voters,,,,,,41
Johnson,Overland Park 1-01,,,Registered Voters,,,,,,1085
Johnson,Overland Park 1-02,,,Registered Voters,,,,,,1186
Johnson,Overland Park 1-03,,,Registered Voters,,,,,,1066
Johnson,Overland Park 1-04,,,Registered Voters,,,,,,394
Johnson,Overland Park 1-05,,,Registered Voters,,,,,,727
Johnson,Overland Park 1-06,,,Registered Voters,,,,,,1164
Johnson,Overland Park 1-07,,,Registered Voters,,,,,,1350
Johnson,Overland Park 1-08,,,Registered Voters,,,,,,1253
Johnson,Overland Park 1-09,,,Registered Voters,,,,,,607
Johnson,Overland Park 1-10,,,Registered Voters,,,,,,1211
Johnson,Overland Park 1-11,,,Registered Voters,,,,,,696
Johnson,Overland Park 1-12,,,Registered Voters,,,,,,1429
Johnson,Overland Park 1-13,,,Registered Voters,,,,,,912
Johnson,Overland Park 1-14,,,Registered Voters,,,,,,1067
Johnson,Overland Park 1-15,,,Registered Voters,,,,,,518
Johnson,Overland Park 1-16,,,Registered Voters,,,,,,1259
Johnson,Overland Park 1-17,,,Registered Voters,,,,,,617
Johnson,Overland Park 1-18,,,Registered Voters,,,,,,801
Johnson,Overland Park 1-19,,,Registered Voters,,,,,,1142
Johnson,Overland Park 1-20,,,Registered Voters,,,,,,530
Johnson,Overland Park 1-21,,,Registered Voters,,,,,,348
Johnson,Overland Park 1-22,,,Registered Voters,,,,,,328
Johnson,Overland Park 2-01,,,Registered Voters,,,,,,783
Johnson,Overland Park 2-02,,,Registered Voters,,,,,,798
Johnson,Overland Park 2-03,,,Registered Voters,,,,,,754
Johnson,Overland Park 2-04,,,Registered Voters,,,,,,947
Johnson,Overland Park 2-05,,,Registered Voters,,,,,,1033
Johnson,Overland Park 2-06,,,Registered Voters,,,,,,874
Johnson,Overland Park 2-07,,,Registered Voters,,,,,,709
Johnson,Overland Park 2-08,,,Registered Voters,,,,,,830
Johnson,Overland Park 2-09,,,Registered Voters,,,,,,871
Johnson,Overland Park 2-10,,,Registered Voters,,,,,,673
Johnson,Overland Park 2-11,,,Registered Voters,,,,,,843
Johnson,Overland Park 2-12,,,Registered Voters,,,,,,708
Johnson,Overland Park 2-13,,,Registered Voters,,,,,,729
Johnson,Overland Park 2-14,,,Registered Voters,,,,,,623
Johnson,Overland Park 2-15,,,Registered Voters,,,,,,1076
Johnson,Overland Park 2-16,,,Registered Voters,,,,,,676
Johnson,Overland Park 2-17,,,Registered Voters,,,,,,1010
Johnson,Overland Park 2-18,,,Registered Voters,,,,,,1212
Johnson,Overland Park 2-19,,,Registered Voters,,,,,,682
Johnson,Overland Park 2-20,,,Registered Voters,,,,,,621
Johnson,Overland Park 2-21,,,Registered Voters,,,,,,709
Johnson,Overland Park 2-22,,,Registered Voters,,,,,,857
Johnson,Overland Park 2-23,,,Registered Voters,,,,,,776
Johnson,Overland Park 2-24,,,Registered Voters,,,,,,1494
Johnson,Overland Park 2-25,,,Registered Voters,,,,,,896
Johnson,Overland Park 2-26,,,Registered Voters,,,,,,469
Johnson,Overland Park 3-01,,,Registered Voters,,,,,,1448
Johnson,Overland Park 3-02,,,Registered Voters,,,,,,962
Johnson,Overland Park 3-03,,,Registered Voters,,,,,,833
Johnson,Overland Park 3-04,,,Registered Voters,,,,,,1137
Johnson,Overland Park 3-05,,,Registered Voters,,,,,,1157
Johnson,Overland Park 3-06,,,Registered Voters,,,,,,1203
Johnson,Overland Park 3-07,,,Registered Voters,,,,,,1049
Johnson,Overland Park 3-08,,,Registered Voters,,,,,,892
Johnson,Overland Park 3-09,,,Registered Voters,,,,,,1380
Johnson,Overland Park 3-10,,,Registered Voters,,,,,,704
Johnson,Overland Park 3-11,,,Registered Voters,,,,,,1071
Johnson,Overland Park 3-12,,,Registered Voters,,,,,,1064
Johnson,Overland Park 3-13,,,Registered Voters,,,,,,1769
Johnson,Overland Park 3-14,,,Registered Voters,,,,,,1327
Johnson,Overland Park 3-15,,,Registered Voters,,,,,,818
Johnson,Overland Park 3-16,,,Registered Voters,,,,,,885
Johnson,Overland Park 3-17,,,Registered Voters,,,,,,689
Johnson,Overland Park 3-18,,,Registered Voters,,,,,,1250
Johnson,Overland Park 3-19,,,Registered Voters,,,,,,1196
Johnson,Overland Park 3-20,,,Registered Voters,,,,,,1271
Johnson,Overland Park 4-01,,,Registered Voters,,,,,,981
Johnson,Overland Park 4-02,,,Registered Voters,,,,,,1520
Johnson,Overland Park 4-03,,,Registered Voters,,,,,,1576
Johnson,Overland Park 4-04,,,Registered Voters,,,,,,1560
Johnson,Overland Park 4-05,,,Registered Voters,,,,,,1187
Johnson,Overland Park 4-06,,,Registered Voters,,,,,,959
Johnson,Overland Park 4-07,,,Registered Voters,,,,,,883
Johnson,Overland Park 4-08,,,Registered Voters,,,,,,1030
Johnson,Overland Park 4-09,,,Registered Voters,,,,,,953
Johnson,Overland Park 4-10,,,Registered Voters,,,,,,765
Johnson,Overland Park 4-11,,,Registered Voters,,,,,,1341
Johnson,Overland Park 4-12,,,Registered Voters,,,,,,1735
Johnson,Overland Park 4-13,,,Registered Voters,,,,,,815
Johnson,Overland Park 4-14,,,Registered Voters,,,,,,638
Johnson,Overland Park 4-15,,,Registered Voters,,,,,,1459
Johnson,Overland Park 4-16,,,Registered Voters,,,,,,1122
Johnson,Overland Park 4-17,,,Registered Voters,,,,,,1333
Johnson,Overland Park 4-18,,,Registered Voters,,,,,,431
Johnson,Overland Park 5-01,,,Registered Voters,,,,,,1159
Johnson,Overland Park 5-02,,,Registered Voters,,,,,,687
Johnson,Overland Park 5-03,,,Registered Voters,,,,,,887
Johnson,Overland Park 5-04,,,Registered Voters,,,,,,1057
Johnson,Overland Park 5-05,,,Registered Voters,,,,,,1032
Johnson,Overland Park 5-06,,,Registered Voters,,,,,,1269
Johnson,Overland Park 5-07,,,Registered Voters,,,,,,1344
Johnson,Overland Park 5-08,,,Registered Voters,,,,,,1945
Johnson,Overland Park 5-09,,,Registered Voters,,,,,,1568
Johnson,Overland Park 5-10,,,Registered Voters,,,,,,1171
Johnson,Overland Park 5-11,,,Registered Voters,,,,,,1602
Johnson,Overland Park 5-12,,,Registered Voters,,,,,,362
Johnson,Overland Park 5-13,,,Registered Voters,,,,,,1500
Johnson,Overland Park 5-14,,,Registered Voters,,,,,,1201
Johnson,Overland Park 5-15,,,Registered Voters,,,,,,1216
Johnson,Overland Park 5-16,,,Registered Voters,,,,,,806
Johnson,Overland Park 5-17,,,Registered Voters,,,,,,524
Johnson,Overland Park 5-18,,,Registered Voters,,,,,,1240
Johnson,Overland Park 5-19,,,Registered Voters,,,,,,116
Johnson,Overland Park 6-01,,,Registered Voters,,,,,,1340
Johnson,Overland Park 6-02,,,Registered Voters,,,,,,1079
Johnson,Overland Park 6-03,,,Registered Voters,,,,,,1245
Johnson,Overland Park 6-04,,,Registered Voters,,,,,,1278
Johnson,Overland Park 6-05,,,Registered Voters,,,,,,1437
Johnson,Overland Park 6-06,,,Registered Voters,,,,,,0
Johnson,Overland Park 6-07,,,Registered Voters,,,,,,339
Johnson,Overland Park 6-08,,,Registered Voters,,,,,,1425
Johnson,Overland Park 6-09,,,Registered Voters,,,,,,1502
Johnson,Overland Park 6-10,,,Registered Voters,,,,,,1307
Johnson,Overland Park 6-11,,,Registered Voters,,,,,,1168
Johnson,Overland Park 6-12,,,Registered Voters,,,,,,530
Johnson,Overland Park 6-13,,,Registered Voters,,,,,,1432
Johnson,Overland Park 6-14,,,Registered Voters,,,,,,3
Johnson,Overland Park 6-15,,,Registered Voters,,,,,,1443
Johnson,Overland Park 6-16,,,Registered Voters,,,,,,789
Johnson,Overland Park 6-17,,,Registered Voters,,,,,,1157
Johnson,Overland Park 6-18,,,Registered Voters,,,,,,0
Johnson,Overland Park 6-19,,,Registered Voters,,,,,,1374
Johnson,Overland Park 6-20,,,Registered Voters,,,,,,543
Johnson,Overland Park 6-21,,,Registered Voters,,,,,,1495
Johnson,Overland Park 6-22,,,Registered Voters,,,,,,431
Johnson,Overland Park 6-23,,,Registered Voters,,,,,,237
Johnson,Oxford Twp 0-01,,,Registered Voters,,,,,,2
Johnson,Oxford Twp 0-02,,,Registered Voters,,,,,,734
Johnson,Oxford Twp 0-03,,,Registered Voters,,,,,,0
Johnson,Oxford Twp 0-04,,,Registered Voters,,,,,,674
Johnson,Oxford Twp 0-05,,,Registered Voters,,,,,,20
Johnson,Oxford Twp 0-08,,,Registered Voters,,,,,,0
Johnson,Oxford Twp 0-09,,,Registered Voters,,,,,,51
Johnson,Oxford Twp 0-10,,,Registered Voters,,,,,,2
Johnson,Oxford Twp 0-11,,,Registered Voters,,,,,,152
Johnson,Prairie Village 1-01,,,Registered Voters,,,,,,1100
Johnson,Prairie Village 1-02,,,Registered Voters,,,,,,870
Johnson,Prairie Village 1-03,,,Registered Voters,,,,,,1203
Johnson,Prairie Village 2-01,,,Registered Voters,,,,,,1039
Johnson,Prairie Village 2-02,,,Registered Voters,,,,,,650
Johnson,Prairie Village 2-03,,,Registered Voters,,,,,,994
Johnson,Prairie Village 3-01,,,Registered Voters,,,,,,713
Johnson,Prairie Village 3-02,,,Registered Voters,,,,,,1109
Johnson,Prairie Village 3-03,,,Registered Voters,,,,,,978
Johnson,Prairie Village 4-01,,,Registered Voters,,,,,,993
Johnson,Prairie Village 4-02,,,Registered Voters,,,,,,767
Johnson,Prairie Village 4-03,,,Registered Voters,,,,,,1121
Johnson,Prairie Village 5-01,,,Registered Voters,,,,,,1101
Johnson,Prairie Village 5-02,,,Registered Voters,,,,,,1049
Johnson,Prairie Village 5-03,,,Registered Voters,,,,,,814
Johnson,Prairie Village 6-01,,,Registered Voters,,,,,,1114
Johnson,Prairie Village 6-02,,,Registered Voters,,,,,,966
Johnson,Prairie Village 6-03,,,Registered Voters,,,,,,812
Johnson,Roeland Park 1-01,,,Registered Voters,,,,,,757
Johnson,Roeland Park 1-02,,,Registered Voters,,,,,,414
Johnson,Roeland Park 1-03,,,Registered Voters,,,,,,0
Johnson,Roeland Park 2-01,,,Registered Voters,,,,,,582
Johnson,Roeland Park 2-02,,,Registered Voters,,,,,,733
Johnson,Roeland Park 3-01,,,Registered Voters,,,,,,481
Johnson,Roeland Park 3-02,,,Registered Voters,,,,,,841
Johnson,Roeland Park 4-01,,,Registered Voters,,,,,,393
Johnson,Roeland Park 4-02,,,Registered Voters,,,,,,1063
Johnson,Shawnee 1-01,,,Registered Voters,,,,,,1242
Johnson,Shawnee 1-02,,,Registered Voters,,,,,,830
Johnson,Shawnee 1-03,,,Registered Voters,,,,,,847
Johnson,Shawnee 1-04,,,Registered Voters,,,,,,1360
Johnson,Shawnee 1-05,,,Registered Voters,,,,,,1384
Johnson,Shawnee 1-06,,,Registered Voters,,,,,,1058
Johnson,Shawnee 1-07,,,Registered Voters,,,,,,1256
Johnson,Shawnee 1-08,,,Registered Voters,,,,,,1360
