county,precinct,office,district,party,candidate,votes,
Stevens,Hugoton W2P2,U.S. Senate,,LBT,Randall Batson,14,
Stevens,Hugoton W3P2,U.S. Senate,,LBT,Randall Batson,1,
Stevens,Hugoton W4P2,U.S. Senate,,LBT,Randall Batson,6,
Stevens,Banner,U.S. Senate,,LBT,Randall Batson,2,
Stevens,Center 1,U.S. Senate,,LBT,Randall Batson,1,
Stevens,Center 2,U.S. Senate,,LBT,Randall Batson,7,
Stevens,Harmony,U.S. Senate,,LBT,Randall Batson,1,
Stevens,Moscow,U.S. Senate,,LBT,Randall Batson,9,
Stevens,Vorhees,U.S. Senate,,LBT,Randall Batson,2,
Stevens,West Center,U.S. Senate,,LBT,Randall Batson,4,
Stevens,Hugoton W5P2,U.S. Senate,,LBT,Randall Batson,1,
Stevens,Hugoton W1P1,U.S. House,1,R,Tim Huelskamp,107,
Stevens,Hugoton W1P2,U.S. House,1,R,Tim Huelskamp,154,
Stevens,Hugoton W2P1,U.S. House,1,R,Tim Huelskamp,27,
Stevens,Hugoton W2P2,U.S. House,1,R,Tim Huelskamp,258,
Stevens,Hugoton W3P2,U.S. House,1,R,Tim Huelskamp,37,
Stevens,Hugoton W4P2,U.S. House,1,R,Tim Huelskamp,151,
Stevens,Banner,U.S. House,1,R,Tim Huelskamp,51,
Stevens,Center 1,U.S. House,1,R,Tim Huelskamp,16,
Stevens,Center 2,U.S. House,1,R,Tim Huelskamp,98,
Stevens,Harmony,U.S. House,1,R,Tim Huelskamp,27,
Stevens,Moscow,U.S. House,1,R,Tim Huelskamp,144,
Stevens,Vorhees,U.S. House,1,R,Tim Huelskamp,48,
Stevens,West Center,U.S. House,1,R,Tim Huelskamp,39,
Stevens,Hugoton W5P2,U.S. House,1,R,Tim Huelskamp,8,
Stevens,Hugoton W1P1,U.S. House,1,D,James Sherow,33,
Stevens,Hugoton W1P2,U.S. House,1,D,James Sherow,26,
Stevens,Hugoton W2P1,U.S. House,1,D,James Sherow,4,
Stevens,Hugoton W2P2,U.S. House,1,D,James Sherow,71,
Stevens,Hugoton W3P2,U.S. House,1,D,James Sherow,4,
Stevens,Hugoton W4P2,U.S. House,1,D,James Sherow,30,
Stevens,Banner,U.S. House,1,D,James Sherow,6,
Stevens,Center 1,U.S. House,1,D,James Sherow,2,
Stevens,Center 2,U.S. House,1,D,James Sherow,16,
Stevens,Harmony,U.S. House,1,D,James Sherow,1,
Stevens,Moscow,U.S. House,1,D,James Sherow,22,
Stevens,Vorhees,U.S. House,1,D,James Sherow,7,
Stevens,West Center,U.S. House,1,D,James Sherow,7,
Stevens,Hugoton W5P2,U.S. House,1,D,James Sherow,2,
Stevens,Hugoton W1P1,Governor,,LBT,Keen Umbehr,8,
Stevens,Hugoton W1P2,Governor,,LBT,Keen Umbehr,6,
Stevens,Hugoton W2P1,Governor,,LBT,Keen Umbehr,4,
Stevens,Hugoton W2P2,Governor,,LBT,Keen Umbehr,6,
Stevens,Hugoton W3P2,Governor,,LBT,Keen Umbehr,1,
Stevens,Hugoton W4P2,Governor,,LBT,Keen Umbehr,6,
Stevens,Banner,Governor,,LBT,Keen Umbehr,0,
Stevens,Center 1,Governor,,LBT,Keen Umbehr,2,
Stevens,Center 2,Governor,,LBT,Keen Umbehr,6,
Stevens,Harmony,Governor,,LBT,Keen Umbehr,1,
Stevens,Moscow,Governor,,LBT,Keen Umbehr,9,
Stevens,Vorhees,Governor,,LBT,Keen Umbehr,1,
Stevens,West Center,Governor,,LBT,Keen Umbehr,4,
Stevens,Hugoton W5P2,Governor,,LBT,Keen Umbehr,0,
Stevens,Hugoton W1P1,Governor,,R,Sam Brownback,83,
Stevens,Hugoton W1P2,Governor,,R,Sam Brownback,128,
Stevens,Hugoton W2P1,Governor,,R,Sam Brownback,21,
Stevens,Hugoton W2P2,Governor,,R,Sam Brownback,206,
Stevens,Hugoton W3P2,Governor,,R,Sam Brownback,25,
Stevens,Hugoton W4P2,Governor,,R,Sam Brownback,123,
Stevens,Banner,Governor,,R,Sam Brownback,45,
Stevens,Center 1,Governor,,R,Sam Brownback,13,
Stevens,Center 2,Governor,,R,Sam Brownback,72,
Stevens,Harmony,Governor,,R,Sam Brownback,26,
Stevens,Moscow,Governor,,R,Sam Brownback,119,
Stevens,Vorhees,Governor,,R,Sam Brownback,48,
Stevens,West Center,Governor,,R,Sam Brownback,30,
Stevens,Hugoton W5P2,Governor,,R,Sam Brownback,7,
Stevens,Hugoton W1P1,Governor,,D,Paul Davis,51,
Stevens,Hugoton W1P2,Governor,,D,Paul Davis,47,
Stevens,Hugoton W2P1,Governor,,D,Paul Davis,6,
Stevens,Hugoton W2P2,Governor,,D,Paul Davis,119,
Stevens,Hugoton W3P2,Governor,,D,Paul Davis,15,
Stevens,Hugoton W4P2,Governor,,D,Paul Davis,61,
Stevens,Banner,Governor,,D,Paul Davis,11,
Stevens,Center 1,Governor,,D,Paul Davis,5,
Stevens,Center 2,Governor,,D,Paul Davis,36,
Stevens,Harmony,Governor,,D,Paul Davis,1,
Stevens,Moscow,Governor,,D,Paul Davis,43,
Stevens,Vorhees,Governor,,D,Paul Davis,9,
Stevens,West Center,Governor,,D,Paul Davis,13,
Stevens,Hugoton W5P2,Governor,,D,Paul Davis,2,
Stevens,Hugoton W1P1,Secretary of State,,D,Jean Schodorf,29,
Stevens,Hugoton W1P2,Secretary of State,,D,Jean Schodorf,31,
Stevens,Hugoton W2P1,Secretary of State,,D,Jean Schodorf,3,
Stevens,Hugoton W2P2,Secretary of State,,D,Jean Schodorf,65,
Stevens,Hugoton W3P2,Secretary of State,,D,Jean Schodorf,5,
Stevens,Hugoton W4P2,Secretary of State,,D,Jean Schodorf,30,
Stevens,Banner,Secretary of State,,D,Jean Schodorf,6,
Stevens,Center 1,Secretary of State,,D,Jean Schodorf,3,
Stevens,Center 2,Secretary of State,,D,Jean Schodorf,12,
Stevens,Harmony,Secretary of State,,D,Jean Schodorf,1,
Stevens,Moscow,Secretary of State,,D,Jean Schodorf,27,
Stevens,Vorhees,Secretary of State,,D,Jean Schodorf,5,
Stevens,West Center,Secretary of State,,D,Jean Schodorf,5,
Stevens,Hugoton W5P2,Secretary of State,,D,Jean Schodorf,3,
Stevens,Hugoton W1P1,Secretary of State,,R,Kris Kobach,110,
Stevens,Hugoton W1P2,Secretary of State,,R,Kris Kobach,148,
Stevens,Hugoton W2P1,Secretary of State,,R,Kris Kobach,28,
Stevens,Hugoton W2P2,Secretary of State,,R,Kris Kobach,259,
Stevens,Hugoton W3P2,Secretary of State,,R,Kris Kobach,36,
Stevens,Hugoton W4P2,Secretary of State,,R,Kris Kobach,154,
Stevens,Banner,Secretary of State,,R,Kris Kobach,51,
Stevens,Center 1,Secretary of State,,R,Kris Kobach,17,
Stevens,Center 2,Secretary of State,,R,Kris Kobach,96,
Stevens,Harmony,Secretary of State,,R,Kris Kobach,26,
Stevens,Moscow,Secretary of State,,R,Kris Kobach,139,
Stevens,Vorhees,Secretary of State,,R,Kris Kobach,49,
Stevens,West Center,Secretary of State,,R,Kris Kobach,41,
Stevens,Hugoton W5P2,Secretary of State,,R,Kris Kobach,8,
Stevens,Hugoton W1P1,Attorney General,,R,Derek Schmidt,115,
Stevens,Hugoton W1P2,Attorney General,,R,Derek Schmidt,162,
Stevens,Hugoton W2P1,Attorney General,,R,Derek Schmidt,28,
Stevens,Hugoton W2P2,Attorney General,,R,Derek Schmidt,288,
Stevens,Hugoton W3P2,Attorney General,,R,Derek Schmidt,36,
Stevens,Hugoton W4P2,Attorney General,,R,Derek Schmidt,168,
Stevens,Banner,Attorney General,,R,Derek Schmidt,51,
Stevens,Center 1,Attorney General,,R,Derek Schmidt,20,
Stevens,Center 2,Attorney General,,R,Derek Schmidt,108,
Stevens,Harmony,Attorney General,,R,Derek Schmidt,26,
Stevens,Moscow,Attorney General,,R,Derek Schmidt,145,
Stevens,Vorhees,Attorney General,,R,Derek Schmidt,48,
Stevens,West Center,Attorney General,,R,Derek Schmidt,37,
Stevens,Hugoton W5P2,Attorney General,,R,Derek Schmidt,7,
Stevens,Hugoton W1P1,Attorney General,,D,A.J. Kotich,21,
Stevens,Hugoton W1P2,Attorney General,,D,A.J. Kotich,14,
Stevens,Hugoton W2P1,Attorney General,,D,A.J. Kotich,2,
Stevens,Hugoton W2P2,Attorney General,,D,A.J. Kotich,36,
Stevens,Hugoton W3P2,Attorney General,,D,A.J. Kotich,3,
Stevens,Hugoton W4P2,Attorney General,,D,A.J. Kotich,13,
Stevens,Banner,Attorney General,,D,A.J. Kotich,6,
Stevens,Center 1,Attorney General,,D,A.J. Kotich,0,
Stevens,Center 2,Attorney General,,D,A.J. Kotich,1,
Stevens,Harmony,Attorney General,,D,A.J. Kotich,1,
Stevens,Moscow,Attorney General,,D,A.J. Kotich,16,
Stevens,Vorhees,Attorney General,,D,A.J. Kotich,3,
Stevens,West Center,Attorney General,,D,A.J. Kotich,6,
Stevens,Hugoton W5P2,Attorney General,,D,A.J. Kotich,4,
Stevens,Hugoton W1P1,State Treasurer,,R,Ron Estes,115,
Stevens,Hugoton W1P2,State Treasurer,,R,Ron Estes,167,
Stevens,Hugoton W2P1,State Treasurer,,R,Ron Estes,29,
Stevens,Hugoton W2P2,State Treasurer,,R,Ron Estes,289,
Stevens,Hugoton W3P2,State Treasurer,,R,Ron Estes,36,
Stevens,Hugoton W4P2,State Treasurer,,R,Ron Estes,167,
Stevens,Banner,State Treasurer,,R,Ron Estes,53,
Stevens,Center 1,State Treasurer,,R,Ron Estes,20,
Stevens,Center 2,State Treasurer,,R,Ron Estes,102,
Stevens,Harmony,State Treasurer,,R,Ron Estes,26,
Stevens,Moscow,State Treasurer,,R,Ron Estes,146,
Stevens,Vorhees,State Treasurer,,R,Ron Estes,52,
Stevens,West Center,State Treasurer,,R,Ron Estes,39,
Stevens,Hugoton W5P2,State Treasurer,,R,Ron Estes,7,
Stevens,Hugoton W1P1,State Treasurer,,D,Carmen Alldritt,21,
Stevens,Hugoton W1P2,State Treasurer,,D,Carmen Alldritt,12,
Stevens,Hugoton W2P1,State Treasurer,,D,Carmen Alldritt,1,
Stevens,Hugoton W2P2,State Treasurer,,D,Carmen Alldritt,33,
Stevens,Hugoton W3P2,State Treasurer,,D,Carmen Alldritt,3,
Stevens,Hugoton W4P2,State Treasurer,,D,Carmen Alldritt,15,
Stevens,Banner,State Treasurer,,D,Carmen Alldritt,2,
Stevens,Center 1,State Treasurer,,D,Carmen Alldritt,0,
Stevens,Center 2,State Treasurer,,D,Carmen Alldritt,5,
Stevens,Harmony,State Treasurer,,D,Carmen Alldritt,1,
Stevens,Moscow,State Treasurer,,D,Carmen Alldritt,17,
Stevens,Vorhees,State Treasurer,,D,Carmen Alldritt,3,
Stevens,West Center,State Treasurer,,D,Carmen Alldritt,6,
Stevens,Hugoton W5P2,State Treasurer,,D,Carmen Alldritt,4,
Stevens,Hugoton W1P1,Insurance Commissioner,,R,Ken Selzer,111,
Stevens,Hugoton W1P2,Insurance Commissioner,,R,Ken Selzer,150,
Stevens,Hugoton W2P1,Insurance Commissioner,,R,Ken Selzer,27,
Stevens,Hugoton W2P2,Insurance Commissioner,,R,Ken Selzer,268,
Stevens,Hugoton W3P2,Insurance Commissioner,,R,Ken Selzer,35,
Stevens,Hugoton W4P2,Insurance Commissioner,,R,Ken Selzer,157,
Stevens,Banner,Insurance Commissioner,,R,Ken Selzer,51,
Stevens,Center 1,Insurance Commissioner,,R,Ken Selzer,17,
Stevens,Center 2,Insurance Commissioner,,R,Ken Selzer,95,
Stevens,Harmony,Insurance Commissioner,,R,Ken Selzer,23,
Stevens,Moscow,Insurance Commissioner,,R,Ken Selzer,145,
Stevens,Vorhees,Insurance Commissioner,,R,Ken Selzer,46,
Stevens,West Center,Insurance Commissioner,,R,Ken Selzer,36,
Stevens,Hugoton W5P2,Insurance Commissioner,,R,Ken Selzer,6,
Stevens,Hugoton W1P1,Insurance Commissioner,,D,Dennis Anderson,23,
Stevens,Hugoton W1P2,Insurance Commissioner,,D,Dennis Anderson,21,
Stevens,Hugoton W2P1,Insurance Commissioner,,D,Dennis Anderson,3,
Stevens,Hugoton W2P2,Insurance Commissioner,,D,Dennis Anderson,46,
Stevens,Hugoton W3P2,Insurance Commissioner,,D,Dennis Anderson,3,
Stevens,Hugoton W4P2,Insurance Commissioner,,D,Dennis Anderson,19,
Stevens,Banner,Insurance Commissioner,,D,Dennis Anderson,3,
Stevens,Center 1,Insurance Commissioner,,D,Dennis Anderson,1,
Stevens,Center 2,Insurance Commissioner,,D,Dennis Anderson,7,
Stevens,Harmony,Insurance Commissioner,,D,Dennis Anderson,1,
Stevens,Moscow,Insurance Commissioner,,D,Dennis Anderson,19,
Stevens,Vorhees,Insurance Commissioner,,D,Dennis Anderson,4,
Stevens,West Center,Insurance Commissioner,,D,Dennis Anderson,8,
Stevens,Hugoton W5P2,Insurance Commissioner,,D,Dennis Anderson,4,
Stevens,Hugoton W1P1,State House,124,R,Stephen Alford,127,
Stevens,Hugoton W1P2,State House,124,R,Stephen Alford,156,
Stevens,Hugoton W2P1,State House,124,R,Stephen Alford,27,
Stevens,Hugoton W2P2,State House,124,R,Stephen Alford,283,
Stevens,Hugoton W3P2,State House,124,R,Stephen Alford,37,
Stevens,Hugoton W4P2,State House,124,R,Stephen Alford,169,
Stevens,Banner,State House,124,R,Stephen Alford,52,
Stevens,Center 1,State House,124,R,Stephen Alford,18,
Stevens,Center 2,State House,124,R,Stephen Alford,104,
Stevens,Harmony,State House,124,R,Stephen Alford,25,
Stevens,Moscow,State House,124,R,Stephen Alford,158,
Stevens,Vorhees,State House,124,R,Stephen Alford,48,
Stevens,West Center,State House,124,R,Stephen Alford,41,
Stevens,Hugoton W5P2,State House,124,R,Stephen Alford,8,
