county,precinct,office,district,party,candidate,poll
Nemaha,Seneca City Ward 2,U.S. Senate,,L,Randall Batson,13
Nemaha,Seneca City Ward 3,U.S. Senate,,L,Randall Batson,11
Nemaha,Adams,U.S. Senate,,L,Randall Batson,5
Nemaha,Berwick,U.S. Senate,,L,Randall Batson,10
Nemaha,Capioma,U.S. Senate,,L,Randall Batson,1
Nemaha,Center,U.S. Senate,,L,Randall Batson,5
Nemaha,Clear Creek,U.S. Senate,,L,Randall Batson,3
Nemaha,Gilman,U.S. Senate,,L,Randall Batson,5
Nemaha,Granada,U.S. Senate,,L,Randall Batson,2
Nemaha,Harrison-Goff,U.S. Senate,,L,Randall Batson,6
Nemaha,Harrison-Kelly,U.S. Senate,,L,Randall Batson,0
Nemaha,Home,U.S. Senate,,L,Randall Batson,8
Nemaha,Illinois,U.S. Senate,,L,Randall Batson,11
Nemaha,Marion Township,U.S. Senate,,L,Randall Batson,5
Nemaha,Mitchell  Township,U.S. Senate,,L,Randall Batson,3
Nemaha,Nemaha Township,U.S. Senate,,L,Randall Batson,2
Nemaha,Neuchatel,U.S. Senate,,L,Randall Batson,1
Nemaha,Red  Vermillion,U.S. Senate,,L,Randall Batson,1
Nemaha,Reilly,U.S. Senate,,L,Randall Batson,3
Nemaha,Richmond Township,U.S. Senate,,L,Randall Batson,4
Nemaha,Rock Creek,U.S. Senate,,L,Randall Batson,7
Nemaha,Washington,U.S. Senate,,L,Randall Batson,10
Nemaha,Wetmore,U.S. Senate,,L,Randall Batson,11
Nemaha,Centralia-Home,U.S. Senate,,L,Randall Batson,10
Nemaha,Centralia-Illinois,U.S. Senate,,L,Randall Batson,1
Nemaha,Sabetha City Ward 1,U.S. House,2,R,Lynn Jenkins,193
Nemaha,Sabetha City Ward 2,U.S. House,2,R,Lynn Jenkins,210
Nemaha,Sabetha City Ward 3,U.S. House,2,R,Lynn Jenkins,198
Nemaha,Sabetha City Ward 4,U.S. House,2,R,Lynn Jenkins,124
Nemaha,Seneca City Ward 1,U.S. House,2,R,Lynn Jenkins,155
Nemaha,Seneca City Ward 2,U.S. House,2,R,Lynn Jenkins,209
Nemaha,Seneca City Ward 3,U.S. House,2,R,Lynn Jenkins,242
Nemaha,Adams,U.S. House,2,R,Lynn Jenkins,76
Nemaha,Berwick,U.S. House,2,R,Lynn Jenkins,156
Nemaha,Capioma,U.S. House,2,R,Lynn Jenkins,65
Nemaha,Center,U.S. House,2,R,Lynn Jenkins,44
Nemaha,Clear Creek,U.S. House,2,R,Lynn Jenkins,32
Nemaha,Gilman,U.S. House,2,R,Lynn Jenkins,61
Nemaha,Granada,U.S. House,2,R,Lynn Jenkins,38
Nemaha,Harrison-Goff,U.S. House,2,R,Lynn Jenkins,42
Nemaha,Harrison-Kelly,U.S. House,2,R,Lynn Jenkins,31
Nemaha,Home,U.S. House,2,R,Lynn Jenkins,44
Nemaha,Illinois,U.S. House,2,R,Lynn Jenkins,130
Nemaha,Marion Township,U.S. House,2,R,Lynn Jenkins,131
Nemaha,Mitchell  Township,U.S. House,2,R,Lynn Jenkins,102
Nemaha,Nemaha Township,U.S. House,2,R,Lynn Jenkins,62
Nemaha,Neuchatel,U.S. House,2,R,Lynn Jenkins,38
Nemaha,Red  Vermillion,U.S. House,2,R,Lynn Jenkins,31
Nemaha,Reilly,U.S. House,2,R,Lynn Jenkins,52
Nemaha,Richmond Township,U.S. House,2,R,Lynn Jenkins,197
Nemaha,Rock Creek,U.S. House,2,R,Lynn Jenkins,162
Nemaha,Washington,U.S. House,2,R,Lynn Jenkins,158
Nemaha,Wetmore,U.S. House,2,R,Lynn Jenkins,91
Nemaha,Centralia-Home,U.S. House,2,R,Lynn Jenkins,86
Nemaha,Centralia-Illinois,U.S. House,2,R,Lynn Jenkins,14
Nemaha,Sabetha City Ward 1,U.S. House,2,D,Margie Wakefield,55
Nemaha,Sabetha City Ward 2,U.S. House,2,D,Margie Wakefield,46
Nemaha,Sabetha City Ward 3,U.S. House,2,D,Margie Wakefield,49
Nemaha,Sabetha City Ward 4,U.S. House,2,D,Margie Wakefield,38
Nemaha,Seneca City Ward 1,U.S. House,2,D,Margie Wakefield,55
Nemaha,Seneca City Ward 2,U.S. House,2,D,Margie Wakefield,95
Nemaha,Seneca City Ward 3,U.S. House,2,D,Margie Wakefield,83
Nemaha,Adams,U.S. House,2,D,Margie Wakefield,15
Nemaha,Berwick,U.S. House,2,D,Margie Wakefield,15
Nemaha,Capioma,U.S. House,2,D,Margie Wakefield,9
Nemaha,Center,U.S. House,2,D,Margie Wakefield,18
Nemaha,Clear Creek,U.S. House,2,D,Margie Wakefield,16
Nemaha,Gilman,U.S. House,2,D,Margie Wakefield,25
Nemaha,Granada,U.S. House,2,D,Margie Wakefield,12
Nemaha,Harrison-Goff,U.S. House,2,D,Margie Wakefield,18
Nemaha,Harrison-Kelly,U.S. House,2,D,Margie Wakefield,8
Nemaha,Home,U.S. House,2,D,Margie Wakefield,11
Nemaha,Illinois,U.S. House,2,D,Margie Wakefield,38
Nemaha,Marion Township,U.S. House,2,D,Margie Wakefield,50
Nemaha,Mitchell  Township,U.S. House,2,D,Margie Wakefield,25
Nemaha,Nemaha Township,U.S. House,2,D,Margie Wakefield,3
Nemaha,Neuchatel,U.S. House,2,D,Margie Wakefield,13
Nemaha,Red  Vermillion,U.S. House,2,D,Margie Wakefield,6
Nemaha,Reilly,U.S. House,2,D,Margie Wakefield,9
Nemaha,Richmond Township,U.S. House,2,D,Margie Wakefield,40
Nemaha,Rock Creek,U.S. House,2,D,Margie Wakefield,24
Nemaha,Washington,U.S. House,2,D,Margie Wakefield,24
Nemaha,Wetmore,U.S. House,2,D,Margie Wakefield,50
Nemaha,Centralia-Home,U.S. House,2,D,Margie Wakefield,39
Nemaha,Centralia-Illinois,U.S. House,2,D,Margie Wakefield,10
Nemaha,Sabetha City Ward 1,U.S. House,2,L,Christopher Clemmons,11
Nemaha,Sabetha City Ward 2,U.S. House,2,L,Christopher Clemmons,12
Nemaha,Sabetha City Ward 3,U.S. House,2,L,Christopher Clemmons,11
Nemaha,Sabetha City Ward 4,U.S. House,2,L,Christopher Clemmons,4
Nemaha,Seneca City Ward 1,U.S. House,2,L,Christopher Clemmons,10
Nemaha,Seneca City Ward 2,U.S. House,2,L,Christopher Clemmons,11
Nemaha,Seneca City Ward 3,U.S. House,2,L,Christopher Clemmons,10
Nemaha,Adams,U.S. House,2,L,Christopher Clemmons,1
Nemaha,Berwick,U.S. House,2,L,Christopher Clemmons,6
Nemaha,Capioma,U.S. House,2,L,Christopher Clemmons,1
Nemaha,Center,U.S. House,2,L,Christopher Clemmons,4
Nemaha,Clear Creek,U.S. House,2,L,Christopher Clemmons,2
Nemaha,Gilman,U.S. House,2,L,Christopher Clemmons,2
Nemaha,Granada,U.S. House,2,L,Christopher Clemmons,2
Nemaha,Harrison-Goff,U.S. House,2,L,Christopher Clemmons,4
Nemaha,Harrison-Kelly,U.S. House,2,L,Christopher Clemmons,3
Nemaha,Home,U.S. House,2,L,Christopher Clemmons,7
Nemaha,Illinois,U.S. House,2,L,Christopher Clemmons,6
Nemaha,Marion Township,U.S. House,2,L,Christopher Clemmons,5
Nemaha,Mitchell  Township,U.S. House,2,L,Christopher Clemmons,1
Nemaha,Nemaha Township,U.S. House,2,L,Christopher Clemmons,1
Nemaha,Neuchatel,U.S. House,2,L,Christopher Clemmons,2
Nemaha,Red  Vermillion,U.S. House,2,L,Christopher Clemmons,3
Nemaha,Reilly,U.S. House,2,L,Christopher Clemmons,1
Nemaha,Richmond Township,U.S. House,2,L,Christopher Clemmons,4
Nemaha,Rock Creek,U.S. House,2,L,Christopher Clemmons,10
Nemaha,Washington,U.S. House,2,L,Christopher Clemmons,5
Nemaha,Wetmore,U.S. House,2,L,Christopher Clemmons,7
Nemaha,Centralia-Home,U.S. House,2,L,Christopher Clemmons,5
Nemaha,Centralia-Illinois,U.S. House,2,L,Christopher Clemmons,0
Nemaha,Sabetha City Ward 1,Governor,,R,Sam Brownback,150
Nemaha,Sabetha City Ward 2,Governor,,R,Sam Brownback,161
Nemaha,Sabetha City Ward 3,Governor,,R,Sam Brownback,172
Nemaha,Sabetha City Ward 4,Governor,,R,Sam Brownback,103
Nemaha,Seneca City Ward 1,Governor,,R,Sam Brownback,121
Nemaha,Seneca City Ward 2,Governor,,R,Sam Brownback,177
Nemaha,Seneca City Ward 3,Governor,,R,Sam Brownback,193
Nemaha,Adams,Governor,,R,Sam Brownback,71
Nemaha,Berwick,Governor,,R,Sam Brownback,151
Nemaha,Capioma,Governor,,R,Sam Brownback,55
Nemaha,Center,Governor,,R,Sam Brownback,33
Nemaha,Clear Creek,Governor,,R,Sam Brownback,28
Nemaha,Gilman,Governor,,R,Sam Brownback,55
Nemaha,Granada,Governor,,R,Sam Brownback,33
Nemaha,Harrison-Goff,Governor,,R,Sam Brownback,37
Nemaha,Harrison-Kelly,Governor,,R,Sam Brownback,25
Nemaha,Home,Governor,,R,Sam Brownback,28
Nemaha,Illinois,Governor,,R,Sam Brownback,103
Nemaha,Marion Township,Governor,,R,Sam Brownback,108
Nemaha,Mitchell  Township,Governor,,R,Sam Brownback,82
Nemaha,Nemaha Township,Governor,,R,Sam Brownback,59
Nemaha,Neuchatel,Governor,,R,Sam Brownback,32
Nemaha,Red  Vermillion,Governor,,R,Sam Brownback,21
Nemaha,Reilly,Governor,,R,Sam Brownback,41
Nemaha,Richmond Township,Governor,,R,Sam Brownback,164
Nemaha,Rock Creek,Governor,,R,Sam Brownback,135
Nemaha,Washington,Governor,,R,Sam Brownback,140
Nemaha,Wetmore,Governor,,R,Sam Brownback,74
Nemaha,Centralia-Home,Governor,,R,Sam Brownback,57
Nemaha,Centralia-Illinois,Governor,,R,Sam Brownback,7
Nemaha,Sabetha City Ward 1,Governor,,D,Paul Davis,93
Nemaha,Sabetha City Ward 2,Governor,,D,Paul Davis,94
Nemaha,Sabetha City Ward 3,Governor,,D,Paul Davis,78
Nemaha,Sabetha City Ward 4,Governor,,D,Paul Davis,50
Nemaha,Seneca City Ward 1,Governor,,D,Paul Davis,90
Nemaha,Seneca City Ward 2,Governor,,D,Paul Davis,132
Nemaha,Seneca City Ward 3,Governor,,D,Paul Davis,130
Nemaha,Adams,Governor,,D,Paul Davis,19
Nemaha,Berwick,Governor,,D,Paul Davis,24
Nemaha,Capioma,Governor,,D,Paul Davis,18
Nemaha,Center,Governor,,D,Paul Davis,29
Nemaha,Clear Creek,Governor,,D,Paul Davis,21
Nemaha,Gilman,Governor,,D,Paul Davis,30
Nemaha,Granada,Governor,,D,Paul Davis,16
Nemaha,Harrison-Goff,Governor,,D,Paul Davis,22
Nemaha,Harrison-Kelly,Governor,,D,Paul Davis,15
Nemaha,Home,Governor,,D,Paul Davis,26
Nemaha,Illinois,Governor,,D,Paul Davis,65
Nemaha,Marion Township,Governor,,D,Paul Davis,73
Nemaha,Mitchell  Township,Governor,,D,Paul Davis,43
Nemaha,Nemaha Township,Governor,,D,Paul Davis,7
Nemaha,Neuchatel,Governor,,D,Paul Davis,18
Nemaha,Red  Vermillion,Governor,,D,Paul Davis,18
Nemaha,Reilly,Governor,,D,Paul Davis,20
Nemaha,Richmond Township,Governor,,D,Paul Davis,70
Nemaha,Rock Creek,Governor,,D,Paul Davis,54
Nemaha,Washington,Governor,,D,Paul Davis,43
Nemaha,Wetmore,Governor,,D,Paul Davis,63
Nemaha,Centralia-Home,Governor,,D,Paul Davis,66
Nemaha,Centralia-Illinois,Governor,,D,Paul Davis,17
Nemaha,Sabetha City Ward 1,Governor,,L,Keen Umbehr,11
Nemaha,Sabetha City Ward 2,Governor,,L,Keen Umbehr,10
Nemaha,Sabetha City Ward 3,Governor,,L,Keen Umbehr,9
Nemaha,Sabetha City Ward 4,Governor,,L,Keen Umbehr,9
Nemaha,Seneca City Ward 1,Governor,,L,Keen Umbehr,9
Nemaha,Seneca City Ward 2,Governor,,L,Keen Umbehr,6
Nemaha,Seneca City Ward 3,Governor,,L,Keen Umbehr,12
Nemaha,Adams,Governor,,L,Keen Umbehr,2
Nemaha,Berwick,Governor,,L,Keen Umbehr,4
Nemaha,Capioma,Governor,,L,Keen Umbehr,0
Nemaha,Center,Governor,,L,Keen Umbehr,3
Nemaha,Clear Creek,Governor,,L,Keen Umbehr,1
Nemaha,Gilman,Governor,,L,Keen Umbehr,3
Nemaha,Granada,Governor,,L,Keen Umbehr,3
Nemaha,Harrison-Goff,Governor,,L,Keen Umbehr,4
Nemaha,Harrison-Kelly,Governor,,L,Keen Umbehr,1
Nemaha,Home,Governor,,L,Keen Umbehr,8
Nemaha,Illinois,Governor,,L,Keen Umbehr,4
Nemaha,Marion Township,Governor,,L,Keen Umbehr,1
Nemaha,Mitchell  Township,Governor,,L,Keen Umbehr,3
Nemaha,Nemaha Township,Governor,,L,Keen Umbehr,1
Nemaha,Neuchatel,Governor,,L,Keen Umbehr,2
Nemaha,Red  Vermillion,Governor,,L,Keen Umbehr,2
Nemaha,Reilly,Governor,,L,Keen Umbehr,1
Nemaha,Richmond Township,Governor,,L,Keen Umbehr,6
Nemaha,Rock Creek,Governor,,L,Keen Umbehr,4
Nemaha,Washington,Governor,,L,Keen Umbehr,6
Nemaha,Wetmore,Governor,,L,Keen Umbehr,10
Nemaha,Centralia-Home,Governor,,L,Keen Umbehr,8
Nemaha,Centralia-Illinois,Governor,,L,Keen Umbehr,0
Nemaha,Sabetha City Ward 1,Secretary of State,,R,Kris Kobach,193
Nemaha,Sabetha City Ward 2,Secretary of State,,R,Kris Kobach,201
Nemaha,Sabetha City Ward 3,Secretary of State,,R,Kris Kobach,196
Nemaha,Sabetha City Ward 4,Secretary of State,,R,Kris Kobach,123
Nemaha,Seneca City Ward 1,Secretary of State,,R,Kris Kobach,150
Nemaha,Seneca City Ward 2,Secretary of State,,R,Kris Kobach,207
Nemaha,Seneca City Ward 3,Secretary of State,,R,Kris Kobach,235
Nemaha,Adams,Secretary of State,,R,Kris Kobach,76
Nemaha,Berwick,Secretary of State,,R,Kris Kobach,160
Nemaha,Capioma,Secretary of State,,R,Kris Kobach,66
Nemaha,Center,Secretary of State,,R,Kris Kobach,45
Nemaha,Clear Creek,Secretary of State,,R,Kris Kobach,33
Nemaha,Gilman,Secretary of State,,R,Kris Kobach,67
Nemaha,Granada,Secretary of State,,R,Kris Kobach,37
Nemaha,Harrison-Goff,Secretary of State,,R,Kris Kobach,45
Nemaha,Harrison-Kelly,Secretary of State,,R,Kris Kobach,29
Nemaha,Home,Secretary of State,,R,Kris Kobach,44
Nemaha,Illinois,Secretary of State,,R,Kris Kobach,128
Nemaha,Marion Township,Secretary of State,,R,Kris Kobach,136
Nemaha,Mitchell  Township,Secretary of State,,R,Kris Kobach,100
Nemaha,Nemaha Township,Secretary of State,,R,Kris Kobach,61
Nemaha,Neuchatel,Secretary of State,,R,Kris Kobach,41
Nemaha,Red  Vermillion,Secretary of State,,R,Kris Kobach,31
Nemaha,Reilly,Secretary of State,,R,Kris Kobach,47
Nemaha,Richmond Township,Secretary of State,,R,Kris Kobach,191
Nemaha,Rock Creek,Secretary of State,,R,Kris Kobach,161
Nemaha,Washington,Secretary of State,,R,Kris Kobach,163
Nemaha,Wetmore,Secretary of State,,R,Kris Kobach,105
Nemaha,Centralia-Home,Secretary of State,,R,Kris Kobach,83
Nemaha,Centralia-Illinois,Secretary of State,,R,Kris Kobach,16
Nemaha,Sabetha City Ward 1,Secretary of State,,D,Jean Schodorf,61
Nemaha,Sabetha City Ward 2,Secretary of State,,D,Jean Schodorf,54
Nemaha,Sabetha City Ward 3,Secretary of State,,D,Jean Schodorf,58
Nemaha,Sabetha City Ward 4,Secretary of State,,D,Jean Schodorf,36
Nemaha,Seneca City Ward 1,Secretary of State,,D,Jean Schodorf,63
Nemaha,Seneca City Ward 2,Secretary of State,,D,Jean Schodorf,94
Nemaha,Seneca City Ward 3,Secretary of State,,D,Jean Schodorf,91
Nemaha,Adams,Secretary of State,,D,Jean Schodorf,15
Nemaha,Berwick,Secretary of State,,D,Jean Schodorf,13
Nemaha,Capioma,Secretary of State,,D,Jean Schodorf,8
Nemaha,Center,Secretary of State,,D,Jean Schodorf,18
Nemaha,Clear Creek,Secretary of State,,D,Jean Schodorf,16
Nemaha,Gilman,Secretary of State,,D,Jean Schodorf,20
Nemaha,Granada,Secretary of State,,D,Jean Schodorf,14
Nemaha,Harrison-Goff,Secretary of State,,D,Jean Schodorf,16
Nemaha,Harrison-Kelly,Secretary of State,,D,Jean Schodorf,12
Nemaha,Home,Secretary of State,,D,Jean Schodorf,17
Nemaha,Illinois,Secretary of State,,D,Jean Schodorf,41
Nemaha,Marion Township,Secretary of State,,D,Jean Schodorf,38
Nemaha,Mitchell  Township,Secretary of State,,D,Jean Schodorf,22
Nemaha,Nemaha Township,Secretary of State,,D,Jean Schodorf,3
Nemaha,Neuchatel,Secretary of State,,D,Jean Schodorf,10
Nemaha,Red  Vermillion,Secretary of State,,D,Jean Schodorf,8
Nemaha,Reilly,Secretary of State,,D,Jean Schodorf,14
Nemaha,Richmond Township,Secretary of State,,D,Jean Schodorf,45
Nemaha,Rock Creek,Secretary of State,,D,Jean Schodorf,31
Nemaha,Washington,Secretary of State,,D,Jean Schodorf,25
Nemaha,Wetmore,Secretary of State,,D,Jean Schodorf,42
Nemaha,Centralia-Home,Secretary of State,,D,Jean Schodorf,46
Nemaha,Centralia-Illinois,Secretary of State,,D,Jean Schodorf,8
Nemaha,Sabetha City Ward 1,Attorney General,,R,Derek Schmidt,194
Nemaha,Sabetha City Ward 2,Attorney General,,R,Derek Schmidt,203
Nemaha,Sabetha City Ward 3,Attorney General,,R,Derek Schmidt,212
Nemaha,Sabetha City Ward 4,Attorney General,,R,Derek Schmidt,121
Nemaha,Seneca City Ward 1,Attorney General,,R,Derek Schmidt,160
Nemaha,Seneca City Ward 2,Attorney General,,R,Derek Schmidt,220
Nemaha,Seneca City Ward 3,Attorney General,,R,Derek Schmidt,256
Nemaha,Adams,Attorney General,,R,Derek Schmidt,72
Nemaha,Berwick,Attorney General,,R,Derek Schmidt,158
Nemaha,Capioma,Attorney General,,R,Derek Schmidt,65
Nemaha,Center,Attorney General,,R,Derek Schmidt,49
Nemaha,Clear Creek,Attorney General,,R,Derek Schmidt,36
Nemaha,Gilman,Attorney General,,R,Derek Schmidt,65
Nemaha,Granada,Attorney General,,R,Derek Schmidt,42
Nemaha,Harrison-Goff,Attorney General,,R,Derek Schmidt,43
Nemaha,Harrison-Kelly,Attorney General,,R,Derek Schmidt,30
Nemaha,Home,Attorney General,,R,Derek Schmidt,49
Nemaha,Illinois,Attorney General,,R,Derek Schmidt,135
Nemaha,Marion Township,Attorney General,,R,Derek Schmidt,143
Nemaha,Mitchell  Township,Attorney General,,R,Derek Schmidt,100
Nemaha,Nemaha Township,Attorney General,,R,Derek Schmidt,64
Nemaha,Neuchatel,Attorney General,,R,Derek Schmidt,40
Nemaha,Red  Vermillion,Attorney General,,R,Derek Schmidt,31
Nemaha,Reilly,Attorney General,,R,Derek Schmidt,50
Nemaha,Richmond Township,Attorney General,,R,Derek Schmidt,199
Nemaha,Rock Creek,Attorney General,,R,Derek Schmidt,165
Nemaha,Washington,Attorney General,,R,Derek Schmidt,163
Nemaha,Wetmore,Attorney General,,R,Derek Schmidt,102
Nemaha,Centralia-Home,Attorney General,,R,Derek Schmidt,95
Nemaha,Centralia-Illinois,Attorney General,,R,Derek Schmidt,17
Nemaha,Sabetha City Ward 1,Attorney General,,D,AJ Kotich,58
Nemaha,Sabetha City Ward 2,Attorney General,,D,AJ Kotich,47
Nemaha,Sabetha City Ward 3,Attorney General,,D,AJ Kotich,42
Nemaha,Sabetha City Ward 4,Attorney General,,D,AJ Kotich,31
Nemaha,Seneca City Ward 1,Attorney General,,D,AJ Kotich,50
Nemaha,Seneca City Ward 2,Attorney General,,D,AJ Kotich,71
Nemaha,Seneca City Ward 3,Attorney General,,D,AJ Kotich,70
Nemaha,Adams,Attorney General,,D,AJ Kotich,14
Nemaha,Berwick,Attorney General,,D,AJ Kotich,12
Nemaha,Capioma,Attorney General,,D,AJ Kotich,7
Nemaha,Center,Attorney General,,D,AJ Kotich,12
Nemaha,Clear Creek,Attorney General,,D,AJ Kotich,11
Nemaha,Gilman,Attorney General,,D,AJ Kotich,19
Nemaha,Granada,Attorney General,,D,AJ Kotich,7
Nemaha,Harrison-Goff,Attorney General,,D,AJ Kotich,17
Nemaha,Harrison-Kelly,Attorney General,,D,AJ Kotich,10
Nemaha,Home,Attorney General,,D,AJ Kotich,11
Nemaha,Illinois,Attorney General,,D,AJ Kotich,30
Nemaha,Marion Township,Attorney General,,D,AJ Kotich,30
Nemaha,Mitchell  Township,Attorney General,,D,AJ Kotich,19
Nemaha,Nemaha Township,Attorney General,,D,AJ Kotich,1
Nemaha,Neuchatel,Attorney General,,D,AJ Kotich,10
Nemaha,Red  Vermillion,Attorney General,,D,AJ Kotich,7
Nemaha,Reilly,Attorney General,,D,AJ Kotich,11
Nemaha,Richmond Township,Attorney General,,D,AJ Kotich,31
Nemaha,Rock Creek,Attorney General,,D,AJ Kotich,22
Nemaha,Washington,Attorney General,,D,AJ Kotich,20
Nemaha,Wetmore,Attorney General,,D,AJ Kotich,43
Nemaha,Centralia-Home,Attorney General,,D,AJ Kotich,33
Nemaha,Centralia-Illinois,Attorney General,,D,AJ Kotich,7
Nemaha,Sabetha City Ward 1,State Treasurer,,R,Ron Estes,198
Nemaha,Sabetha City Ward 2,State Treasurer,,R,Ron Estes,205
Nemaha,Sabetha City Ward 3,State Treasurer,,R,Ron Estes,214
Nemaha,Sabetha City Ward 4,State Treasurer,,R,Ron Estes,119
Nemaha,Seneca City Ward 1,State Treasurer,,R,Ron Estes,153
Nemaha,Seneca City Ward 2,State Treasurer,,R,Ron Estes,201
Nemaha,Seneca City Ward 3,State Treasurer,,R,Ron Estes,234
Nemaha,Adams,State Treasurer,,R,Ron Estes,68
Nemaha,Berwick,State Treasurer,,R,Ron Estes,160
Nemaha,Capioma,State Treasurer,,R,Ron Estes,66
Nemaha,Center,State Treasurer,,R,Ron Estes,45
Nemaha,Clear Creek,State Treasurer,,R,Ron Estes,34
Nemaha,Gilman,State Treasurer,,R,Ron Estes,60
Nemaha,Granada,State Treasurer,,R,Ron Estes,39
Nemaha,Harrison-Goff,State Treasurer,,R,Ron Estes,40
Nemaha,Harrison-Kelly,State Treasurer,,R,Ron Estes,31
Nemaha,Home,State Treasurer,,R,Ron Estes,42
Nemaha,Illinois,State Treasurer,,R,Ron Estes,131
Nemaha,Marion Township,State Treasurer,,R,Ron Estes,133
Nemaha,Mitchell  Township,State Treasurer,,R,Ron Estes,108
Nemaha,Nemaha Township,State Treasurer,,R,Ron Estes,62
Nemaha,Neuchatel,State Treasurer,,R,Ron Estes,40
Nemaha,Red  Vermillion,State Treasurer,,R,Ron Estes,31
Nemaha,Reilly,State Treasurer,,R,Ron Estes,47
Nemaha,Richmond Township,State Treasurer,,R,Ron Estes,180
Nemaha,Rock Creek,State Treasurer,,R,Ron Estes,163
Nemaha,Washington,State Treasurer,,R,Ron Estes,157
Nemaha,Wetmore,State Treasurer,,R,Ron Estes,102
Nemaha,Centralia-Home,State Treasurer,,R,Ron Estes,83
Nemaha,Centralia-Illinois,State Treasurer,,R,Ron Estes,16
Nemaha,Sabetha City Ward 1,State Treasurer,,D,Carmen Alldritt,52
