Cow-Ark City,AC4C,Secretary of State,,D,Jean Kurtis Schodorf,86
Cow-Ark City,AC4D,Secretary of State,,D,Jean Kurtis Schodorf,175
Cow-Ark City,AC1A,Secretary of State,,R,Kris Kobach,75
Cow-Ark City,AC1B,Secretary of State,,R,Kris Kobach,77
Cow-Ark City,AC1C,Secretary of State,,R,Kris Kobach,113
Cow-Ark City,AC1D,Secretary of State,,R,Kris Kobach,100
Cow-Ark City,AC2A,Secretary of State,,R,Kris Kobach,153
Cow-Ark City,AC2B,Secretary of State,,R,Kris Kobach,52
Cow-Ark City,AC2B-A,Secretary of State,,R,Kris Kobach,44
Cow-Ark City,AC2C,Secretary of State,,R,Kris Kobach,12
Cow-Ark City,AC2D,Secretary of State,,R,Kris Kobach,16
Cow-Ark City,AC3A,Secretary of State,,R,Kris Kobach,29
Cow-Ark City,AC3B,Secretary of State,,R,Kris Kobach,33
Cow-Ark City,AC3C,Secretary of State,,R,Kris Kobach,40
Cow-Ark City,AC4A,Secretary of State,,R,Kris Kobach,100
Cow-Ark City,AC4B,Secretary of State,,R,Kris Kobach,240
Cow-Ark City,AC4C,Secretary of State,,R,Kris Kobach,95
Cow-Ark City,AC4D,Secretary of State,,R,Kris Kobach,194
Cow-Ark City,AC1A,State House,R,Kasha Kelley,95
Cow-Ark City,AC1B,State House,R,Kasha Kelley,92
Cow-Ark City,AC1C,State House,R,Kasha Kelley,151
Cow-Ark City,AC1D,State House,R,Kasha Kelley,128
Cow-Ark City,AC2A,State House,R,Kasha Kelley,203
Cow-Ark City,AC2B,State House,R,Kasha Kelley,65
Cow-Ark City,AC2B-A,State House,R,Kasha Kelley,49
Cow-Ark City,AC2C,State House,R,Kasha Kelley,24
Cow-Ark City,AC2D,State House,R,Kasha Kelley,27
Cow-Ark City,AC3A,State House,R,Kasha Kelley,38
Cow-Ark City,AC3B,State House,R,Kasha Kelley,49
Cow-Ark City,AC3C,State House,R,Kasha Kelley,46
Cow-Ark City,AC4A,State House,R,Kasha Kelley,154
Cow-Ark City,AC4B,State House,R,Kasha Kelley,341
Cow-Ark City,AC4C,State House,R,Kasha Kelley,125
Cow-Ark City,AC4D,State House,R,Kasha Kelley,278
Cow-Ark City,AC1A,State Treasurer,,D,Carmen Alldritt,55
Cow-Ark City,AC1B,State Treasurer,,D,Carmen Alldritt,37
Cow-Ark City,AC1C,State Treasurer,,D,Carmen Alldritt,59
Cow-Ark City,AC1D,State Treasurer,,D,Carmen Alldritt,64
Cow-Ark City,AC2A,State Treasurer,,D,Carmen Alldritt,74
Cow-Ark City,AC2B,State Treasurer,,D,Carmen Alldritt,26
Cow-Ark City,AC2B-A,State Treasurer,,D,Carmen Alldritt,26
Cow-Ark City,AC2C,State Treasurer,,D,Carmen Alldritt,9
Cow-Ark City,AC2D,State Treasurer,,D,Carmen Alldritt,16
Cow-Ark City,AC3A,State Treasurer,,D,Carmen Alldritt,14
Cow-Ark City,AC3B,State Treasurer,,D,Carmen Alldritt,18
Cow-Ark City,AC3C,State Treasurer,,D,Carmen Alldritt,22
Cow-Ark City,AC4A,State Treasurer,,D,Carmen Alldritt,89
Cow-Ark City,AC4B,State Treasurer,,D,Carmen Alldritt,158
Cow-Ark City,AC4C,State Treasurer,,D,Carmen Alldritt,67
Cow-Ark City,AC4D,State Treasurer,,D,Carmen Alldritt,128
Cow-Ark City,AC1A,State Treasurer,,R,Ron Estes,83
Cow-Ark City,AC1B,State Treasurer,,R,Ron Estes,83
Cow-Ark City,AC1C,State Treasurer,,R,Ron Estes,139
Cow-Ark City,AC1D,State Treasurer,,R,Ron Estes,124
Cow-Ark City,AC2A,State Treasurer,,R,Ron Estes,197
Cow-Ark City,AC2B,State Treasurer,,R,Ron Estes,58
Cow-Ark City,AC2B-A,State Treasurer,,R,Ron Estes,44
Cow-Ark City,AC2C,State Treasurer,,R,Ron Estes,20
Cow-Ark City,AC2D,State Treasurer,,R,Ron Estes,20
Cow-Ark City,AC3A,State Treasurer,,R,Ron Estes,32
Cow-Ark City,AC3B,State Treasurer,,R,Ron Estes,44
Cow-Ark City,AC3C,State Treasurer,,R,Ron Estes,41
Cow-Ark City,AC4A,State Treasurer,,R,Ron Estes,113
Cow-Ark City,AC4B,State Treasurer,,R,Ron Estes,295
Cow-Ark City,AC4C,State Treasurer,,R,Ron Estes,113
Cow-Ark City,AC4D,State Treasurer,,R,Ron Estes,238
Cow-Ark City,AC1A,U.S. Senate,,I,Greg Orman,71
Cow-Ark City,AC1B,U.S. Senate,,I,Greg Orman,47
Cow-Ark City,AC1C,U.S. Senate,,I,Greg Orman,91
Cow-Ark City,AC1D,U.S. Senate,,I,Greg Orman,92
Cow-Ark City,AC2A,U.S. Senate,,I,Greg Orman,121
Cow-Ark City,AC2B,U.S. Senate,,I,Greg Orman,29
Cow-Ark City,AC2B-A,U.S. Senate,,I,Greg Orman,30
Cow-Ark City,AC2C,U.S. Senate,,I,Greg Orman,10
Cow-Ark City,AC2D,U.S. Senate,,I,Greg Orman,17
Cow-Ark City,AC3A,U.S. Senate,,I,Greg Orman,17
Cow-Ark City,AC3B,U.S. Senate,,I,Greg Orman,29
Cow-Ark City,AC3C,U.S. Senate,,I,Greg Orman,26
Cow-Ark City,AC4A,U.S. Senate,,I,Greg Orman,102
Cow-Ark City,AC4B,U.S. Senate,,I,Greg Orman,210
Cow-Ark City,AC4C,U.S. Senate,,I,Greg Orman,97
Cow-Ark City,AC4D,U.S. Senate,,I,Greg Orman,176
Cow-Ark City,AC1A,U.S. Senate,,R,Pat Roberts,60
Cow-Ark City,AC1B,U.S. Senate,,R,Pat Roberts,62
Cow-Ark City,AC1C,U.S. Senate,,R,Pat Roberts,100
Cow-Ark City,AC1D,U.S. Senate,,R,Pat Roberts,84
Cow-Ark City,AC2A,U.S. Senate,,R,Pat Roberts,144
Cow-Ark City,AC2B,U.S. Senate,,R,Pat Roberts,46
Cow-Ark City,AC2B-A,U.S. Senate,,R,Pat Roberts,38
Cow-Ark City,AC2C,U.S. Senate,,R,Pat Roberts,11
Cow-Ark City,AC2D,U.S. Senate,,R,Pat Roberts,16
Cow-Ark City,AC3A,U.S. Senate,,R,Pat Roberts,24
Cow-Ark City,AC3B,U.S. Senate,,R,Pat Roberts,33
Cow-Ark City,AC3C,U.S. Senate,,R,Pat Roberts,31
Cow-Ark City,AC4A,U.S. Senate,,R,Pat Roberts,92
Cow-Ark City,AC4B,U.S. Senate,,R,Pat Roberts,218
Cow-Ark City,AC4C,U.S. Senate,,R,Pat Roberts,78
Cow-Ark City,AC4D,U.S. Senate,,R,Pat Roberts,171
Cow-Ark City,AC1A,U.S. Senate,,L,Randall Batson,13
Cow-Ark City,AC1B,U.S. Senate,,L,Randall Batson,14
Cow-Ark City,AC1C,U.S. Senate,,L,Randall Batson,10
Cow-Ark City,AC1D,U.S. Senate,,L,Randall Batson,13
Cow-Ark City,AC2A,U.S. Senate,,L,Randall Batson,12
Cow-Ark City,AC2B,U.S. Senate,,L,Randall Batson,10
Cow-Ark City,AC2B-A,U.S. Senate,,L,Randall Batson,3
Cow-Ark City,AC2C,U.S. Senate,,L,Randall Batson,8
Cow-Ark City,AC2D,U.S. Senate,,L,Randall Batson,4
Cow-Ark City,AC3A,U.S. Senate,,L,Randall Batson,5
Cow-Ark City,AC3B,U.S. Senate,,L,Randall Batson,4
Cow-Ark City,AC3C,U.S. Senate,,L,Randall Batson,7
Cow-Ark City,AC4A,U.S. Senate,,L,Randall Batson,13
Cow-Ark City,AC4B,U.S. Senate,,L,Randall Batson,35
Cow-Ark City,AC4C,U.S. Senate,,L,Randall Batson,10
Cow-Ark City,AC4D,U.S. Senate,,L,Randall Batson,28
Cow-Ark City,AC1A,U.S. House,4,R,Mike Pompeo,74
Cow-Ark City,AC1B,U.S. House,4,R,Mike Pompeo,81
Cow-Ark City,AC1C,U.S. House,4,R,Mike Pompeo,126
Cow-Ark City,AC1D,U.S. House,4,R,Mike Pompeo,117
Cow-Ark City,AC2A,U.S. House,4,R,Mike Pompeo,190
Cow-Ark City,AC2B,U.S. House,4,R,Mike Pompeo,49
Cow-Ark City,AC2B-A,U.S. House,4,R,Mike Pompeo,44
Cow-Ark City,AC2C,U.S. House,4,R,Mike Pompeo,15
Cow-Ark City,AC2D,U.S. House,4,R,Mike Pompeo,17
Cow-Ark City,AC3A,U.S. House,4,R,Mike Pompeo,30
Cow-Ark City,AC3B,U.S. House,4,R,Mike Pompeo,34
Cow-Ark City,AC3C,U.S. House,4,R,Mike Pompeo,38
Cow-Ark City,AC4A,U.S. House,4,R,Mike Pompeo,95
Cow-Ark City,AC4B,U.S. House,4,R,Mike Pompeo,260
Cow-Ark City,AC4C,U.S. House,4,R,Mike Pompeo,100
Cow-Ark City,AC4D,U.S. House,4,R,Mike Pompeo,228
Cow-Ark City,AC1A,U.S. House,4,D,Perry L. Schuckman,66
Cow-Ark City,AC1B,U.S. House,4,D,Perry L. Schuckman,42
Cow-Ark City,AC1C,U.S. House,4,D,Perry L. Schuckman,71
Cow-Ark City,AC1D,U.S. House,4,D,Perry L. Schuckman,73
Cow-Ark City,AC2A,U.S. House,4,D,Perry L. Schuckman,83
Cow-Ark City,AC2B,U.S. House,4,D,Perry L. Schuckman,33
Cow-Ark City,AC2B-A,U.S. House,4,D,Perry L. Schuckman,28
Cow-Ark City,AC2C,U.S. House,4,D,Perry L. Schuckman,14
Cow-Ark City,AC2D,U.S. House,4,D,Perry L. Schuckman,19
Cow-Ark City,AC3A,U.S. House,4,D,Perry L. Schuckman,16
Cow-Ark City,AC3B,U.S. House,4,D,Perry L. Schuckman,31
Cow-Ark City,AC3C,U.S. House,4,D,Perry L. Schuckman,25
Cow-Ark City,AC4A,U.S. House,4,D,Perry L. Schuckman,106
Cow-Ark City,AC4B,U.S. House,4,D,Perry L. Schuckman,195
Cow-Ark City,AC4C,U.S. House,4,D,Perry L. Schuckman,81
Cow-Ark City,AC4D,U.S. House,4,D,Perry L. Schuckman,144
county,precinct,office,district,party,candidate,votes
Cow-Winfield,WD1E,Attorney General,,D,A.J. Kotich,96
Cow-Winfield,WD1W,Attorney General,,D,A.J. Kotich,46
Cow-Winfield,WD2C,Attorney General,,D,A.J. Kotich,66
Cow-Winfield,WD2E,Attorney General,,D,A.J. Kotich,75
Cow-Winfield,WD2S,Attorney General,,D,A.J. Kotich,82
Cow-Winfield,WD2W,Attorney General,,D,A.J. Kotich,57
Cow-Winfield,WD3,Attorney General,,D,A.J. Kotich,82
Cow-Winfield,WD3S,Attorney General,,D,A.J. Kotich,15
Cow-Winfield,WD4,Attorney General,,D,A.J. Kotich,18
Cow-Winfield,WD5E,Attorney General,,D,A.J. Kotich,144
Cow-Winfield,WD5W,Attorney General,,D,A.J. Kotich,55
Cow-Winfield,WD6,Attorney General,,D,A.J. Kotich,102
Cow-Winfield,WD6A,Attorney General,,D,A.J. Kotich,36
Cow-Winfield,WD7,Attorney General,,D,A.J. Kotich,80
Cow-Winfield,WD8,Attorney General,,D,A.J. Kotich,7
Cow-Winfield,WD1E,Attorney General,,R,Derek Schmidt,177
Cow-Winfield,WD1W,Attorney General,,R,Derek Schmidt,100
Cow-Winfield,WD2C,Attorney General,,R,Derek Schmidt,113
Cow-Winfield,WD2E,Attorney General,,R,Derek Schmidt,141
Cow-Winfield,WD2S,Attorney General,,R,Derek Schmidt,241
Cow-Winfield,WD2W,Attorney General,,R,Derek Schmidt,130
Cow-Winfield,WD3,Attorney General,,R,Derek Schmidt,160
Cow-Winfield,WD3S,Attorney General,,R,Derek Schmidt,81
Cow-Winfield,WD4,Attorney General,,R,Derek Schmidt,62
Cow-Winfield,WD5E,Attorney General,,R,Derek Schmidt,209
Cow-Winfield,WD5W,Attorney General,,R,Derek Schmidt,75
Cow-Winfield,WD6,Attorney General,,R,Derek Schmidt,260
Cow-Winfield,WD6A,Attorney General,,R,Derek Schmidt,126
Cow-Winfield,WD7,Attorney General,,R,Derek Schmidt,167
Cow-Winfield,WD8,Attorney General,,R,Derek Schmidt,25
Cow-Winfield,WD1E,Governor,,L,Keen A. Umbehr,15
Cow-Winfield,WD1W,Governor,,L,Keen A. Umbehr,9
Cow-Winfield,WD2C,Governor,,L,Keen A. Umbehr,11
Cow-Winfield,WD2E,Governor,,L,Keen A. Umbehr,8
Cow-Winfield,WD2S,Governor,,L,Keen A. Umbehr,11
Cow-Winfield,WD2W,Governor,,L,Keen A. Umbehr,10
Cow-Winfield,WD3,Governor,,L,Keen A. Umbehr,15
Cow-Winfield,WD3S,Governor,,L,Keen A. Umbehr,2
Cow-Winfield,WD4,Governor,,L,Keen A. Umbehr,4
Cow-Winfield,WD5E,Governor,,L,Keen A. Umbehr,12
Cow-Winfield,WD5W,Governor,,L,Keen A. Umbehr,11
Cow-Winfield,WD6,Governor,,L,Keen A. Umbehr,11
Cow-Winfield,WD6A,Governor,,L,Keen A. Umbehr,1
Cow-Winfield,WD7,Governor,,L,Keen A. Umbehr,5
Cow-Winfield,WD8,Governor,,L,Keen A. Umbehr,0
Cow-Winfield,WD1E,Governor,,D,Paul Davis,165
Cow-Winfield,WD1W,Governor,,D,Paul Davis,81
Cow-Winfield,WD2C,Governor,,D,Paul Davis,115
Cow-Winfield,WD2E,Governor,,D,Paul Davis,129
Cow-Winfield,WD2S,Governor,,D,Paul Davis,179
Cow-Winfield,WD2W,Governor,,D,Paul Davis,103
Cow-Winfield,WD3,Governor,,D,Paul Davis,135
Cow-Winfield,WD3S,Governor,,D,Paul Davis,33
Cow-Winfield,WD4,Governor,,D,Paul Davis,43
Cow-Winfield,WD5E,Governor,,D,Paul Davis,219
Cow-Winfield,WD5W,Governor,,D,Paul Davis,75
Cow-Winfield,WD6,Governor,,D,Paul Davis,185
Cow-Winfield,WD6A,Governor,,D,Paul Davis,74
Cow-Winfield,WD7,Governor,,D,Paul Davis,142
Cow-Winfield,WD8,Governor,,D,Paul Davis,17
Cow-Winfield,WD1E,Governor,,R,Sam Brownback,102
Cow-Winfield,WD1W,Governor,,R,Sam Brownback,60
Cow-Winfield,WD2C,Governor,,R,Sam Brownback,65
Cow-Winfield,WD2E,Governor,,R,Sam Brownback,85
Cow-Winfield,WD2S,Governor,,R,Sam Brownback,136
Cow-Winfield,WD2W,Governor,,R,Sam Brownback,74
Cow-Winfield,WD3,Governor,,R,Sam Brownback,97
Cow-Winfield,WD3S,Governor,,R,Sam Brownback,63
Cow-Winfield,WD4,Governor,,R,Sam Brownback,32
Cow-Winfield,WD5E,Governor,,R,Sam Brownback,136
Cow-Winfield,WD5W,Governor,,R,Sam Brownback,48
Cow-Winfield,WD6,Governor,,R,Sam Brownback,173
Cow-Winfield,WD6A,Governor,,R,Sam Brownback,87
Cow-Winfield,WD7,Governor,,R,Sam Brownback,103
Cow-Winfield,WD8,Governor,,R,Sam Brownback,14
Cow-Winfield,WD1E,Insurance Commissioner,,D,Dennis Anderson,122
Cow-Winfield,WD1W,Insurance Commissioner,,D,Dennis Anderson,57
Cow-Winfield,WD2C,Insurance Commissioner,,D,Dennis Anderson,77
Cow-Winfield,WD2E,Insurance Commissioner,,D,Dennis Anderson,91
Cow-Winfield,WD2S,Insurance Commissioner,,D,Dennis Anderson,126
Cow-Winfield,WD2W,Insurance Commissioner,,D,Dennis Anderson,76
Cow-Winfield,WD3,Insurance Commissioner,,D,Dennis Anderson,111
Cow-Winfield,WD3S,Insurance Commissioner,,D,Dennis Anderson,20
Cow-Winfield,WD4,Insurance Commissioner,,D,Dennis Anderson,27
Cow-Winfield,WD5E,Insurance Commissioner,,D,Dennis Anderson,186
Cow-Winfield,WD5W,Insurance Commissioner,,D,Dennis Anderson,74
Cow-Winfield,WD6,Insurance Commissioner,,D,Dennis Anderson,137
Cow-Winfield,WD6A,Insurance Commissioner,,D,Dennis Anderson,47
Cow-Winfield,WD7,Insurance Commissioner,,D,Dennis Anderson,99
Cow-Winfield,WD8,Insurance Commissioner,,D,Dennis Anderson,7
Cow-Winfield,WD1E,Insurance Commissioner,,R,Ken Selzer,145
Cow-Winfield,WD1W,Insurance Commissioner,,R,Ken Selzer,87
Cow-Winfield,WD2C,Insurance Commissioner,,R,Ken Selzer,99
Cow-Winfield,WD2E,Insurance Commissioner,,R,Ken Selzer,117
Cow-Winfield,WD2S,Insurance Commissioner,,R,Ken Selzer,196
Cow-Winfield,WD2W,Insurance Commissioner,,R,Ken Selzer,110
Cow-Winfield,WD3,Insurance Commissioner,,R,Ken Selzer,133
Cow-Winfield,WD3S,Insurance Commissioner,,R,Ken Selzer,73
Cow-Winfield,WD4,Insurance Commissioner,,R,Ken Selzer,51
Cow-Winfield,WD5E,Insurance Commissioner,,R,Ken Selzer,168
Cow-Winfield,WD5W,Insurance Commissioner,,R,Ken Selzer,56
Cow-Winfield,WD6,Insurance Commissioner,,R,Ken Selzer,218
Cow-Winfield,WD6A,Insurance Commissioner,,R,Ken Selzer,114
Cow-Winfield,WD7,Insurance Commissioner,,R,Ken Selzer,140
Cow-Winfield,WD8,Insurance Commissioner,,R,Ken Selzer,24
Cow-Winfield,WD1E,Secretary of State,,D,Jean Kurtis Schodorf,159
Cow-Winfield,WD1W,Secretary of State,,D,Jean Kurtis Schodorf,71
Cow-Winfield,WD2C,Secretary of State,,D,Jean Kurtis Schodorf,95
Cow-Winfield,WD2E,Secretary of State,,D,Jean Kurtis Schodorf,106
Cow-Winfield,WD2S,Secretary of State,,D,Jean Kurtis Schodorf,152
Cow-Winfield,WD2W,Secretary of State,,D,Jean Kurtis Schodorf,94
Cow-Winfield,WD3,Secretary of State,,D,Jean Kurtis Schodorf,117
Cow-Winfield,WD3S,Secretary of State,,D,Jean Kurtis Schodorf,34
Cow-Winfield,WD4,Secretary of State,,D,Jean Kurtis Schodorf,36
Cow-Winfield,WD5E,Secretary of State,,D,Jean Kurtis Schodorf,197
Cow-Winfield,WD5W,Secretary of State,,D,Jean Kurtis Schodorf,71
Cow-Winfield,WD6,Secretary of State,,D,Jean Kurtis Schodorf,166
Cow-Winfield,WD6A,Secretary of State,,D,Jean Kurtis Schodorf,61
Cow-Winfield,WD7,Secretary of State,,D,Jean Kurtis Schodorf,123
Cow-Winfield,WD8,Secretary of State,,D,Jean Kurtis Schodorf,15
Cow-Winfield,WD1E,Secretary of State,,R,Kris Kobach,120
Cow-Winfield,WD1W,Secretary of State,,R,Kris Kobach,77
Cow-Winfield,WD2C,Secretary of State,,R,Kris Kobach,91
Cow-Winfield,WD2E,Secretary of State,,R,Kris Kobach,113
Cow-Winfield,WD2S,Secretary of State,,R,Kris Kobach,174
Cow-Winfield,WD2W,Secretary of State,,R,Kris Kobach,92
Cow-Winfield,WD3,Secretary of State,,R,Kris Kobach,131
Cow-Winfield,WD3S,Secretary of State,,R,Kris Kobach,64
Cow-Winfield,WD4,Secretary of State,,R,Kris Kobach,44
Cow-Winfield,WD5E,Secretary of State,,R,Kris Kobach,164
Cow-Winfield,WD5W,Secretary of State,,R,Kris Kobach,61
Cow-Winfield,WD6,Secretary of State,,R,Kris Kobach,199
