county,precinct,office,district,party,candidate,votes,
Morton,Rolla,Attorney General,,R,Derek Schmidt,136,
Morton,Taloga,Attorney General,,R,Derek Schmidt,34,
Morton,W Richfield,Attorney General,,R,Derek Schmidt,40,
Morton,Westola,Attorney General,,R,Derek Schmidt,25,
Morton,Cimarron,Attorney General,,D,AJ Kotich,4,
Morton,E Richfield,Attorney General,,D,AJ Kotich,8,
Morton,Elkhart W1,Attorney General,,D,AJ Kotich,21,
Morton,Elkhart W2,Attorney General,,D,AJ Kotich,20,
Morton,Elkhart W3,Attorney General,,D,AJ Kotich,40,
Morton,Jones,Attorney General,,D,AJ Kotich,0,
Morton,Rolla,Attorney General,,D,AJ Kotich,16,
Morton,Taloga,Attorney General,,D,AJ Kotich,2,
Morton,W Richfield,Attorney General,,D,AJ Kotich,1,
Morton,Westola,Attorney General,,D,AJ Kotich,4,
Morton,Cimarron,State Treasurer,,R,Ron Estes,24,
Morton,E Richfield,State Treasurer,,R,Ron Estes,26,
Morton,Elkhart W1,State Treasurer,,R,Ron Estes,150,
Morton,Elkhart W2,State Treasurer,,R,Ron Estes,136,
Morton,Elkhart W3,State Treasurer,,R,Ron Estes,174,
Morton,Jones,State Treasurer,,R,Ron Estes,9,
Morton,Rolla,State Treasurer,,R,Ron Estes,120,
Morton,Taloga,State Treasurer,,R,Ron Estes,34,
Morton,W Richfield,State Treasurer,,R,Ron Estes,39,
Morton,Westola,State Treasurer,,R,Ron Estes,24,
Morton,Cimarron,State Treasurer,,D,Carmen Alldritt,3,
Morton,E Richfield,State Treasurer,,D,Carmen Alldritt,7,
Morton,Elkhart W1,State Treasurer,,D,Carmen Alldritt,34,
Morton,Elkhart W2,State Treasurer,,D,Carmen Alldritt,34,
Morton,Elkhart W3,State Treasurer,,D,Carmen Alldritt,38,
Morton,Jones,State Treasurer,,D,Carmen Alldritt,0,
Morton,Rolla,State Treasurer,,D,Carmen Alldritt,26,
Morton,Taloga,State Treasurer,,D,Carmen Alldritt,2,
Morton,W Richfield,State Treasurer,,D,Carmen Alldritt,0,
Morton,Westola,State Treasurer,,D,Carmen Alldritt,3,
Morton,Cimarron,Insurance Commissioner,,R,Ken Selzer,24,
Morton,E Richfield,Insurance Commissioner,,R,Ken Selzer,26,
Morton,Elkhart W1,Insurance Commissioner,,R,Ken Selzer,160,
Morton,Elkhart W2,Insurance Commissioner,,R,Ken Selzer,152,
Morton,Elkhart W3,Insurance Commissioner,,R,Ken Selzer,184,
Morton,Jones,Insurance Commissioner,,R,Ken Selzer,9,
Morton,Rolla,Insurance Commissioner,,R,Ken Selzer,141,
Morton,Taloga,Insurance Commissioner,,R,Ken Selzer,33,
Morton,W Richfield,Insurance Commissioner,,R,Ken Selzer,41,
Morton,Westola,Insurance Commissioner,,R,Ken Selzer,27,
Morton,Cimarron,Insurance Commissioner,,D,Dennis Anderson,2,
Morton,E Richfield,Insurance Commissioner,,D,Dennis Anderson,8,
Morton,Elkhart W1,Insurance Commissioner,,D,Dennis Anderson,27,
Morton,Elkhart W2,Insurance Commissioner,,D,Dennis Anderson,20,
Morton,Elkhart W3,Insurance Commissioner,,D,Dennis Anderson,30,
Morton,Jones,Insurance Commissioner,,D,Dennis Anderson,0,
Morton,Rolla,Insurance Commissioner,,D,Dennis Anderson,10,
Morton,Taloga,Insurance Commissioner,,D,Dennis Anderson,4,
Morton,W Richfield,Insurance Commissioner,,D,Dennis Anderson,0,
Morton,Westola,Insurance Commissioner,,D,Dennis Anderson,1,
Morton,Cimarron,State House,124,R,Stephen Alford,26,
Morton,E Richfield,State House,124,R,Stephen Alford,30,
Morton,Elkhart W1,State House,124,R,Stephen Alford,174,
Morton,Elkhart W2,State House,124,R,Stephen Alford,149,
Morton,Elkhart W3,State House,124,R,Stephen Alford,195,
Morton,Jones,State House,124,R,Stephen Alford,9,
Morton,Rolla,State House,124,R,Stephen Alford,139,
Morton,Taloga,State House,124,R,Stephen Alford,35,
Morton,W Richfield,State House,124,R,Stephen Alford,41,
Morton,Westola,State House,124,R,Stephen Alford,25,
,,,,,,,
