county,precinct,office,district,party,candidate,total
Finney,16TH WARD,U.S. House,CD1,,write-ins,2
Finney,0017 HUFFMAN,U.S. House,CD1,,write-ins,0
Finney,0018 JENNIE BARKER,U.S. House,CD1,,write-ins,0
Finney,0019 MACK,U.S. House,CD1,,write-ins,3
Finney,0020 RIVERSIDE,U.S. House,CD1,,write-ins,1
Finney,0021 KALVESTA,U.S. House,CD1,,write-ins,0
Finney,0022 THEONI,U.S. House,CD1,,write-ins,0
Finney,0023 PLYMELL,U.S. House,CD1,,write-ins,0
Finney,0024 PIERCEVILLE,U.S. House,CD1,,write-ins,0
Finney,0025 PL VALLEY,U.S. House,CD1,,write-ins,0
Finney,0026 HOLCOMB,U.S. House,CD1,,write-ins,1
Finney,0027 FRIEND,U.S. House,CD1,,write-ins,2
Finney,1ST WARD,Governor,,R,Sam Brownback,50
Finney,2ND WARD,Governor,,R,Sam Brownback,97
Finney,3RD WARD,Governor,,R,Sam Brownback,181
Finney,4TH WARD,Governor,,R,Sam Brownback,163
Finney,5TH WARD,Governor,,R,Sam Brownback,133
Finney,6TH WARD,Governor,,R,Sam Brownback,123
Finney,7TH WARD,Governor,,R,Sam Brownback,105
Finney,8TH WARD,Governor,,R,Sam Brownback,156
Finney,9TH WARD,Governor,,R,Sam Brownback,89
Finney,10TH WARD,Governor,,R,Sam Brownback,123
Finney,11TH WARD,Governor,,R,Sam Brownback,236
Finney,12TH WARD,Governor,,R,Sam Brownback,285
Finney,13TH WARD,Governor,,R,Sam Brownback,238
Finney,14TH WARD,Governor,,R,Sam Brownback,174
Finney,15TH WARD,Governor,,R,Sam Brownback,256
Finney,16TH WARD,Governor,,R,Sam Brownback,262
Finney,0017 HUFFMAN,Governor,,R,Sam Brownback,107
Finney,0018 JENNIE BARKER,Governor,,R,Sam Brownback,226
Finney,0019 MACK,Governor,,R,Sam Brownback,60
Finney,0020 RIVERSIDE,Governor,,R,Sam Brownback,287
Finney,0021 KALVESTA,Governor,,R,Sam Brownback,40
Finney,0022 THEONI,Governor,,R,Sam Brownback,46
Finney,0023 PLYMELL,Governor,,R,Sam Brownback,102
Finney,0024 PIERCEVILLE,Governor,,R,Sam Brownback,92
Finney,0025 PL VALLEY,Governor,,R,Sam Brownback,56
Finney,0026 HOLCOMB,Governor,,R,Sam Brownback,422
Finney,0027 FRIEND,Governor,,R,Sam Brownback,35
Finney,1ST WARD,Governor,,D,Paul Davis,71
Finney,2ND WARD,Governor,,D,Paul Davis,107
Finney,3RD WARD,Governor,,D,Paul Davis,139
Finney,4TH WARD,Governor,,D,Paul Davis,83
Finney,5TH WARD,Governor,,D,Paul Davis,97
Finney,6TH WARD,Governor,,D,Paul Davis,90
Finney,7TH WARD,Governor,,D,Paul Davis,86
Finney,8TH WARD,Governor,,D,Paul Davis,132
Finney,9TH WARD,Governor,,D,Paul Davis,97
Finney,10TH WARD,Governor,,D,Paul Davis,99
Finney,11TH WARD,Governor,,D,Paul Davis,122
Finney,12TH WARD,Governor,,D,Paul Davis,151
Finney,13TH WARD,Governor,,D,Paul Davis,125
Finney,14TH WARD,Governor,,D,Paul Davis,140
Finney,15TH WARD,Governor,,D,Paul Davis,140
Finney,16TH WARD,Governor,,D,Paul Davis,181
Finney,0017 HUFFMAN,Governor,,D,Paul Davis,40
Finney,0018 JENNIE BARKER,Governor,,D,Paul Davis,108
Finney,0019 MACK,Governor,,D,Paul Davis,37
Finney,0020 RIVERSIDE,Governor,,D,Paul Davis,126
Finney,0021 KALVESTA,Governor,,D,Paul Davis,11
Finney,0022 THEONI,Governor,,D,Paul Davis,6
Finney,0023 PLYMELL,Governor,,D,Paul Davis,23
Finney,0024 PIERCEVILLE,Governor,,D,Paul Davis,33
Finney,0025 PL VALLEY,Governor,,D,Paul Davis,6
Finney,0026 HOLCOMB,Governor,,D,Paul Davis,150
Finney,0027 FRIEND,Governor,,L,Keen Umbehr,6
Finney,1ST WARD,Governor,,L,Keen Umbehr,11
Finney,2ND WARD,Governor,,L,Keen Umbehr,10
Finney,3RD WARD,Governor,,L,Keen Umbehr,11
Finney,4TH WARD,Governor,,L,Keen Umbehr,6
Finney,5TH WARD,Governor,,L,Keen Umbehr,11
Finney,6TH WARD,Governor,,L,Keen Umbehr,10
Finney,7TH WARD,Governor,,L,Keen Umbehr,7
Finney,8TH WARD,Governor,,L,Keen Umbehr,17
Finney,9TH WARD,Governor,,L,Keen Umbehr,18
Finney,10TH WARD,Governor,,L,Keen Umbehr,14
Finney,11TH WARD,Governor,,L,Keen Umbehr,9
Finney,12TH WARD,Governor,,L,Keen Umbehr,10
Finney,13TH WARD,Governor,,L,Keen Umbehr,7
Finney,14TH WARD,Governor,,L,Keen Umbehr,9
Finney,15TH WARD,Governor,,L,Keen Umbehr,11
Finney,16TH WARD,Governor,,L,Keen Umbehr,16
Finney,0017 HUFFMAN,Governor,,L,Keen Umbehr,6
Finney,0018 JENNIE BARKER,Governor,,L,Keen Umbehr,13
Finney,0019 MACK,Governor,,L,Keen Umbehr,7
Finney,0020 RIVERSIDE,Governor,,L,Keen Umbehr,8
Finney,0021 KALVESTA,Governor,,L,Keen Umbehr,1
Finney,0022 THEONI,Governor,,L,Keen Umbehr,1
Finney,0023 PLYMELL,Governor,,L,Keen Umbehr,4
Finney,0024 PIERCEVILLE,Governor,,L,Keen Umbehr,4
Finney,0025 PL VALLEY,Governor,,L,Keen Umbehr,0
Finney,0026 HOLCOMB,Governor,,L,Keen Umbehr,13
Finney,0027 FRIEND,Governor,,L,Keen Umbehr,4
Finney,1ST WARD,Governor,,,write-in,1
Finney,2ND WARD,Governor,,,write-in,1
Finney,3RD WARD,Governor,,,write-in,1
Finney,4TH WARD,Governor,,,write-in,0
Finney,5TH WARD,Governor,,,write-in,0
Finney,6TH WARD,Governor,,,write-in,0
Finney,7TH WARD,Governor,,,write-in,0
Finney,8TH WARD,Governor,,,write-in,0
Finney,9TH WARD,Governor,,,write-in,1
Finney,10TH WARD,Governor,,,write-in,0
Finney,11TH WARD,Governor,,,write-in,3
Finney,12TH WARD,Governor,,,write-in,0
Finney,13TH WARD,Governor,,,write-in,0
Finney,14TH WARD,Governor,,,write-in,1
Finney,15TH WARD,Governor,,,write-in,0
Finney,16TH WARD,Governor,,,write-in,1
Finney,0017 HUFFMAN,Governor,,,write-in,0
Finney,0018 JENNIE BARKER,Governor,,,write-in,0
Finney,0019 MACK,Governor,,,write-in,0
Finney,0020 RIVERSIDE,Governor,,,write-in,1
Finney,0021 KALVESTA,Governor,,,write-in,0
Finney,0022 THEONI,Governor,,,write-in,0
Finney,0023 PLYMELL,Governor,,,write-in,0
Finney,0024 PIERCEVILLE,Governor,,,write-in,1
Finney,0025 PL VALLEY,Governor,,,write-in,0
Finney,0026 HOLCOMB,Governor,,,write-in,0
Finney,0027 FRIEND,Governor,,,write-in,0
Finney,1ST WARD,Secretary of State,,R,Kris Kobach,57
Finney,2ND WARD,Secretary of State,,R,Kris Kobach,118
Finney,3RD WARD,Secretary of State,,R,Kris Kobach,211
Finney,4TH WARD,Secretary of State,,R,Kris Kobach,172
Finney,5TH WARD,Secretary of State,,R,Kris Kobach,157
Finney,6TH WARD,Secretary of State,,R,Kris Kobach,148
Finney,7TH WARD,Secretary of State,,R,Kris Kobach,124
Finney,8TH WARD,Secretary of State,,R,Kris Kobach,183
Finney,9TH WARD,Secretary of State,,R,Kris Kobach,122
Finney,10TH WARD,Secretary of State,,R,Kris Kobach,156
Finney,11TH WARD,Secretary of State,,R,Kris Kobach,262
Finney,12TH WARD,Secretary of State,,R,Kris Kobach,316
Finney,13TH WARD,Secretary of State,,R,Kris Kobach,273
Finney,14TH WARD,Secretary of State,,R,Kris Kobach,206
Finney,15TH WARD,Secretary of State,,R,Kris Kobach,295
Finney,16TH WARD,Secretary of State,,R,Kris Kobach,326
Finney,0017 HUFFMAN,Secretary of State,,R,Kris Kobach,106
Finney,0018 JENNIE BARKER,Secretary of State,,R,Kris Kobach,258
Finney,0019 MACK,Secretary of State,,R,Kris Kobach,72
Finney,0020 RIVERSIDE,Secretary of State,,R,Kris Kobach,323
Finney,0021 KALVESTA,Secretary of State,,R,Kris Kobach,44
Finney,0022 THEONI,Secretary of State,,R,Kris Kobach,49
Finney,0023 PLYMELL,Secretary of State,,R,Kris Kobach,107
Finney,0024 PIERCEVILLE,Secretary of State,,R,Kris Kobach,98
Finney,0025 PL VALLEY,Secretary of State,,R,Kris Kobach,57
Finney,0026 HOLCOMB,Secretary of State,,R,Kris Kobach,462
Finney,0027 FRIEND,Secretary of State,,R,Kris Kobach,38
Finney,1ST WARD,Secretary of State,,D,Jean Schodorf,76
Finney,2ND WARD,Secretary of State,,D,Jean Schodorf,95
Finney,3RD WARD,Secretary of State,,D,Jean Schodorf,120
Finney,4TH WARD,Secretary of State,,D,Jean Schodorf,77
Finney,5TH WARD,Secretary of State,,D,Jean Schodorf,80
Finney,6TH WARD,Secretary of State,,D,Jean Schodorf,79
Finney,7TH WARD,Secretary of State,,D,Jean Schodorf,72
Finney,8TH WARD,Secretary of State,,D,Jean Schodorf,114
Finney,9TH WARD,Secretary of State,,D,Jean Schodorf,82
Finney,10TH WARD,Secretary of State,,D,Jean Schodorf,78
Finney,11TH WARD,Secretary of State,,D,Jean Schodorf,103
Finney,12TH WARD,Secretary of State,,D,Jean Schodorf,127
Finney,13TH WARD,Secretary of State,,D,Jean Schodorf,96
Finney,14TH WARD,Secretary of State,,D,Jean Schodorf,114
Finney,15TH WARD,Secretary of State,,D,Jean Schodorf,106
Finney,16TH WARD,Secretary of State,,D,Jean Schodorf,126
Finney,0017 HUFFMAN,Secretary of State,,D,Jean Schodorf,47
Finney,0018 JENNIE BARKER,Secretary of State,,D,Jean Schodorf,88
Finney,0019 MACK,Secretary of State,,D,Jean Schodorf,31
Finney,0020 RIVERSIDE,Secretary of State,,D,Jean Schodorf,96
Finney,0021 KALVESTA,Secretary of State,,D,Jean Schodorf,7
Finney,0022 THEONI,Secretary of State,,D,Jean Schodorf,5
Finney,0023 PLYMELL,Secretary of State,,D,Jean Schodorf,22
Finney,0024 PIERCEVILLE,Secretary of State,,D,Jean Schodorf,31
Finney,0025 PL VALLEY,Secretary of State,,D,Jean Schodorf,4
Finney,0026 HOLCOMB,Secretary of State,,D,Jean Schodorf,115
Finney,0027 FRIEND,Secretary of State,,D,Jean Schodorf,7
Finney,1ST WARD,Secretary of State,,,write-in,0
Finney,2ND WARD,Secretary of State,,,write-in,4
Finney,3RD WARD,Secretary of State,,,write-in,0
Finney,4TH WARD,Secretary of State,,,write-in,0
Finney,5TH WARD,Secretary of State,,,write-in,2
Finney,6TH WARD,Secretary of State,,,write-in,0
Finney,7TH WARD,Secretary of State,,,write-in,0
Finney,8TH WARD,Secretary of State,,,write-in,1
Finney,9TH WARD,Secretary of State,,,write-in,0
Finney,10TH WARD,Secretary of State,,,write-in,0
Finney,11TH WARD,Secretary of State,,,write-in,1
Finney,12TH WARD,Secretary of State,,,write-in,0
Finney,13TH WARD,Secretary of State,,,write-in,0
Finney,14TH WARD,Secretary of State,,,write-in,0
Finney,15TH WARD,Secretary of State,,,write-in,0
Finney,16TH WARD,Secretary of State,,,write-in,0
Finney,0017 HUFFMAN,Secretary of State,,,write-in,0
Finney,0018 JENNIE BARKER,Secretary of State,,,write-in,2
Finney,0019 MACK,Secretary of State,,,write-in,1
Finney,0020 RIVERSIDE,Secretary of State,,,write-in,0
Finney,0021 KALVESTA,Secretary of State,,,write-in,0
Finney,0022 THEONI,Secretary of State,,,write-in,0
Finney,0023 PLYMELL,Secretary of State,,,write-in,0
Finney,0024 PIERCEVILLE,Secretary of State,,,write-in,0
Finney,0025 PL VALLEY,Secretary of State,,,write-in,0
Finney,0026 HOLCOMB,Secretary of State,,,write-in,0
Finney,0027 FRIEND,Secretary of State,,,write-in,0
Finney,1ST WARD,Attorney General,,R,Derek Schmidt,66
Finney,2ND WARD,Attorney General,,R,Derek Schmidt,136
Finney,3RD WARD,Attorney General,,R,Derek Schmidt,234
Finney,4TH WARD,Attorney General,,R,Derek Schmidt,197
Finney,5TH WARD,Attorney General,,R,Derek Schmidt,173
Finney,6TH WARD,Attorney General,,R,Derek Schmidt,157
Finney,7TH WARD,Attorney General,,R,Derek Schmidt,135
Finney,8TH WARD,Attorney General,,R,Derek Schmidt,192
Finney,9TH WARD,Attorney General,,R,Derek Schmidt,128
Finney,10TH WARD,Attorney General,,R,Derek Schmidt,168
Finney,11TH WARD,Attorney General,,R,Derek Schmidt,269
Finney,12TH WARD,Attorney General,,R,Derek Schmidt,362
Finney,13TH WARD,Attorney General,,R,Derek Schmidt,295
Finney,14TH WARD,Attorney General,,R,Derek Schmidt,221
Finney,15TH WARD,Attorney General,,R,Derek Schmidt,313
Finney,16TH WARD,Attorney General,,R,Derek Schmidt,346
Finney,0017 HUFFMAN,Attorney General,,R,Derek Schmidt,125
Finney,0018 JENNIE BARKER,Attorney General,,R,Derek Schmidt,276
Finney,0019 MACK,Attorney General,,R,Derek Schmidt,77
Finney,0020 RIVERSIDE,Attorney General,,R,Derek Schmidt,371
Finney,0021 KALVESTA,Attorney General,,R,Derek Schmidt,44
Finney,0022 THEONI,Attorney General,,R,Derek Schmidt,46
Finney,0023 PLYMELL,Attorney General,,R,Derek Schmidt,115
Finney,0024 PIERCEVILLE,Attorney General,,R,Derek Schmidt,102
Finney,0025 PL VALLEY,Attorney General,,R,Derek Schmidt,57
Finney,0026 HOLCOMB,Attorney General,,R,Derek Schmidt,489
Finney,0027 FRIEND,Attorney General,,R,Derek Schmidt,41
Finney,1ST WARD,Attorney General,,D,A J Kotich,63
Finney,2ND WARD,Attorney General,,D,A J Kotich,79
Finney,3RD WARD,Attorney General,,D,A J Kotich,94
Finney,4TH WARD,Attorney General,,D,A J Kotich,52
Finney,5TH WARD,Attorney General,,D,A J Kotich,58
Finney,6TH WARD,Attorney General,,D,A J Kotich,62
Finney,7TH WARD,Attorney General,,D,A J Kotich,58
Finney,8TH WARD,Attorney General,,D,A J Kotich,102
Finney,9TH WARD,Attorney General,,D,A J Kotich,67
Finney,10TH WARD,Attorney General,,D,A J Kotich,64
Finney,11TH WARD,Attorney General,,D,A J Kotich,92
Finney,12TH WARD,Attorney General,,D,A J Kotich,81
Finney,13TH WARD,Attorney General,,D,A J Kotich,65
Finney,14TH WARD,Attorney General,,D,A J Kotich,94
Finney,15TH WARD,Attorney General,,D,A J Kotich,80
Finney,16TH WARD,Attorney General,,D,A J Kotich,99
Finney,0017 HUFFMAN,Attorney General,,D,A J Kotich,27
Finney,0018 JENNIE BARKER,Attorney General,,D,A J Kotich,69
Finney,0019 MACK,Attorney General,,D,A J Kotich,27
Finney,0020 RIVERSIDE,Attorney General,,D,A J Kotich,40
Finney,0021 KALVESTA,Attorney General,,D,A J Kotich,5
Finney,0022 THEONI,Attorney General,,D,A J Kotich,5
Finney,0023 PLYMELL,Attorney General,,D,A J Kotich,13
Finney,0024 PIERCEVILLE,Attorney General,,D,A J Kotich,24
Finney,0025 PL VALLEY,Attorney General,,D,A J Kotich,4
Finney,0026 HOLCOMB,Attorney General,,D,A J Kotich,78
Finney,0027 FRIEND,Attorney General,,D,A J Kotich,3
Finney,1ST WARD,Attorney General,,,write-ins,0
Finney,2ND WARD,Attorney General,,,write-ins,1
Finney,3RD WARD,Attorney General,,,write-ins,0
Finney,4TH WARD,Attorney General,,,write-ins,0
Finney,5TH WARD,Attorney General,,,write-ins,0
Finney,6TH WARD,Attorney General,,,write-ins,1
Finney,7TH WARD,Attorney General,,,write-ins,0
Finney,8TH WARD,Attorney General,,,write-ins,0
Finney,9TH WARD,Attorney General,,,write-ins,3
Finney,10TH WARD,Attorney General,,,write-ins,0
Finney,11TH WARD,Attorney General,,,write-ins,1
Finney,12TH WARD,Attorney General,,,write-ins,0
Finney,13TH WARD,Attorney General,,,write-ins,0
Finney,14TH WARD,Attorney General,,,write-ins,0
Finney,15TH WARD,Attorney General,,,write-ins,2
Finney,16TH WARD,Attorney General,,,write-ins,1
Finney,0017 HUFFMAN,Attorney General,,,write-ins,0
Finney,0018 JENNIE BARKER,Attorney General,,,write-ins,1
Finney,0019 MACK,Attorney General,,,write-ins,0
Finney,0020 RIVERSIDE,Attorney General,,,write-ins,0
Finney,0021 KALVESTA,Attorney General,,,write-ins,0
