county,precinct,office,district,party,candidate,poll
Rice,UNION,Attorney General,,R,Derek Schmidt,162
Rice,VALLEY,Attorney General,,R,Derek Schmidt,44
Rice,VICTORIA,Attorney General,,R,Derek Schmidt,73
Rice,WASH E,Attorney General,,R,Derek Schmidt,26
Rice,WASH W,Attorney General,,R,Derek Schmidt,18
Rice,WILSON,Attorney General,,R,Derek Schmidt,32
Rice,ATLANTA,U.S. House,1,D,James E. Sherow,16
Rice,BELL,U.S. House,1,D,James E. Sherow,0
Rice,CENTER,U.S. House,1,D,James E. Sherow,4
Rice,EUREKA,U.S. House,1,D,James E. Sherow,0
Rice,FARMER,U.S. House,1,D,James E. Sherow,33
Rice,GALT,U.S. House,1,D,James E. Sherow,5
Rice,HARRISON,U.S. House,1,D,James E. Sherow,4
Rice,LINCOLN,U.S. House,1,D,James E. Sherow,28
Rice,LYONS  3RD,U.S. House,1,D,James E. Sherow,42
Rice,LYONS 1ST,U.S. House,1,D,James E. Sherow,48
Rice,LYONS 2ND,U.S. House,1,D,James E. Sherow,40
Rice,LYONS 4TH,U.S. House,1,D,James E. Sherow,47
Rice,MITCHELL,U.S. House,1,D,James E. Sherow,11
Rice,ODESSA,U.S. House,1,D,James E. Sherow,4
Rice,Pioneer,U.S. House,1,D,James E. Sherow,3
Rice,Raymond,U.S. House,1,D,James E. Sherow,5
Rice,Rockville,U.S. House,1,D,James E. Sherow,14
Rice,STERING,U.S. House,1,D,James E. Sherow,18
Rice,STERLING EAST,U.S. House,1,D,James E. Sherow,89
Rice,STERLING WEST,U.S. House,1,D,James E. Sherow,58
Rice,UNION,U.S. House,1,D,James E. Sherow,55
Rice,VALLEY,U.S. House,1,D,James E. Sherow,12
Rice,VICTORIA,U.S. House,1,D,James E. Sherow,29
Rice,WASH E,U.S. House,1,D,James E. Sherow,7
Rice,WASH W,U.S. House,1,D,James E. Sherow,8
Rice,WILSON,U.S. House,1,D,James E. Sherow,11
Rice,ATLANTA,U.S. House,1,R,Tim Huelskamp,29
Rice,BELL,U.S. House,1,R,Tim Huelskamp,4
Rice,CENTER,U.S. House,1,R,Tim Huelskamp,30
Rice,EUREKA,U.S. House,1,R,Tim Huelskamp,13
Rice,FARMER,U.S. House,1,R,Tim Huelskamp,85
Rice,GALT,U.S. House,1,R,Tim Huelskamp,27
Rice,HARRISON,U.S. House,1,R,Tim Huelskamp,46
Rice,LINCOLN,U.S. House,1,R,Tim Huelskamp,96
Rice,LYONS  3RD,U.S. House,1,R,Tim Huelskamp,84
Rice,LYONS 1ST,U.S. House,1,R,Tim Huelskamp,142
Rice,LYONS 2ND,U.S. House,1,R,Tim Huelskamp,105
Rice,LYONS 4TH,U.S. House,1,R,Tim Huelskamp,97
Rice,MITCHELL,U.S. House,1,R,Tim Huelskamp,25
Rice,ODESSA,U.S. House,1,R,Tim Huelskamp,17
Rice,Pioneer,U.S. House,1,R,Tim Huelskamp,15
Rice,Raymond,U.S. House,1,R,Tim Huelskamp,31
Rice,Rockville,U.S. House,1,R,Tim Huelskamp,35
Rice,STERING,U.S. House,1,R,Tim Huelskamp,34
Rice,STERLING EAST,U.S. House,1,R,Tim Huelskamp,274
Rice,STERLING WEST,U.S. House,1,R,Tim Huelskamp,137
Rice,UNION,U.S. House,1,R,Tim Huelskamp,148
Rice,VALLEY,U.S. House,1,R,Tim Huelskamp,47
Rice,VICTORIA,U.S. House,1,R,Tim Huelskamp,67
Rice,WASH E,U.S. House,1,R,Tim Huelskamp,27
Rice,WASH W,U.S. House,1,R,Tim Huelskamp,17
Rice,WILSON,U.S. House,1,R,Tim Huelskamp,24
Rice,ATLANTA,Governor,,L,Keen A. Umbehr,3
Rice,BELL,Governor,,L,Keen A. Umbehr,0
Rice,CENTER,Governor,,L,Keen A. Umbehr,1
Rice,EUREKA,Governor,,L,Keen A. Umbehr,0
Rice,FARMER,Governor,,L,Keen A. Umbehr,7
Rice,GALT,Governor,,L,Keen A. Umbehr,0
Rice,HARRISON,Governor,,L,Keen A. Umbehr,5
Rice,LINCOLN,Governor,,L,Keen A. Umbehr,14
Rice,LYONS  3RD,Governor,,L,Keen A. Umbehr,11
Rice,LYONS 1ST,Governor,,L,Keen A. Umbehr,12
Rice,LYONS 2ND,Governor,,L,Keen A. Umbehr,7
Rice,LYONS 4TH,Governor,,L,Keen A. Umbehr,8
Rice,MITCHELL,Governor,,L,Keen A. Umbehr,1
Rice,ODESSA,Governor,,L,Keen A. Umbehr,0
Rice,Pioneer,Governor,,L,Keen A. Umbehr,2
Rice,Raymond,Governor,,L,Keen A. Umbehr,1
Rice,Rockville,Governor,,L,Keen A. Umbehr,1
Rice,STERING,Governor,,L,Keen A. Umbehr,1
Rice,STERLING EAST,Governor,,L,Keen A. Umbehr,20
Rice,STERLING WEST,Governor,,L,Keen A. Umbehr,9
Rice,UNION,Governor,,L,Keen A. Umbehr,13
Rice,VALLEY,Governor,,L,Keen A. Umbehr,3
Rice,VICTORIA,Governor,,L,Keen A. Umbehr,6
Rice,WASH E,Governor,,L,Keen A. Umbehr,1
Rice,WASH W,Governor,,L,Keen A. Umbehr,0
Rice,WILSON,Governor,,L,Keen A. Umbehr,1
Rice,ATLANTA,Governor,,D,Paul Davis,17
Rice,BELL,Governor,,D,Paul Davis,0
Rice,CENTER,Governor,,D,Paul Davis,4
Rice,EUREKA,Governor,,D,Paul Davis,0
Rice,FARMER,Governor,,D,Paul Davis,40
Rice,GALT,Governor,,D,Paul Davis,12
Rice,HARRISON,Governor,,D,Paul Davis,6
Rice,LINCOLN,Governor,,D,Paul Davis,42
Rice,LYONS  3RD,Governor,,D,Paul Davis,57
Rice,LYONS 1ST,Governor,,D,Paul Davis,62
Rice,LYONS 2ND,Governor,,D,Paul Davis,61
Rice,LYONS 4TH,Governor,,D,Paul Davis,66
Rice,MITCHELL,Governor,,D,Paul Davis,15
Rice,ODESSA,Governor,,D,Paul Davis,4
Rice,Pioneer,Governor,,D,Paul Davis,5
Rice,Raymond,Governor,,D,Paul Davis,7
Rice,Rockville,Governor,,D,Paul Davis,19
Rice,STERING,Governor,,D,Paul Davis,21
Rice,STERLING EAST,Governor,,D,Paul Davis,118
Rice,STERLING WEST,Governor,,D,Paul Davis,77
Rice,UNION,Governor,,D,Paul Davis,69
Rice,VALLEY,Governor,,D,Paul Davis,21
Rice,VICTORIA,Governor,,D,Paul Davis,37
Rice,WASH E,Governor,,D,Paul Davis,8
Rice,WASH W,Governor,,D,Paul Davis,11
Rice,WILSON,Governor,,D,Paul Davis,11
Rice,ATLANTA,Governor,,R,Sam Brownback,23
Rice,BELL,Governor,,R,Sam Brownback,4
Rice,CENTER,Governor,,R,Sam Brownback,29
Rice,EUREKA,Governor,,R,Sam Brownback,13
Rice,FARMER,Governor,,R,Sam Brownback,73
Rice,GALT,Governor,,R,Sam Brownback,20
Rice,HARRISON,Governor,,R,Sam Brownback,39
Rice,LINCOLN,Governor,,R,Sam Brownback,71
Rice,LYONS  3RD,Governor,,R,Sam Brownback,58
Rice,LYONS 1ST,Governor,,R,Sam Brownback,118
Rice,LYONS 2ND,Governor,,R,Sam Brownback,79
Rice,LYONS 4TH,Governor,,R,Sam Brownback,71
Rice,MITCHELL,Governor,,R,Sam Brownback,22
Rice,ODESSA,Governor,,R,Sam Brownback,16
Rice,Pioneer,Governor,,R,Sam Brownback,11
Rice,Raymond,Governor,,R,Sam Brownback,28
Rice,Rockville,Governor,,R,Sam Brownback,31
Rice,STERING,Governor,,R,Sam Brownback,29
Rice,STERLING EAST,Governor,,R,Sam Brownback,226
Rice,STERLING WEST,Governor,,R,Sam Brownback,109
Rice,UNION,Governor,,R,Sam Brownback,124
Rice,VALLEY,Governor,,R,Sam Brownback,36
Rice,VICTORIA,Governor,,R,Sam Brownback,53
Rice,WASH E,Governor,,R,Sam Brownback,25
Rice,WASH W,Governor,,R,Sam Brownback,14
Rice,WILSON,Governor,,R,Sam Brownback,24
Rice,ATLANTA,Insurance Commissioner,,D,Dennis Anderson,6
Rice,BELL,Insurance Commissioner,,D,Dennis Anderson,0
Rice,CENTER,Insurance Commissioner,,D,Dennis Anderson,4
Rice,EUREKA,Insurance Commissioner,,D,Dennis Anderson,0
Rice,FARMER,Insurance Commissioner,,D,Dennis Anderson,35
Rice,GALT,Insurance Commissioner,,D,Dennis Anderson,6
Rice,HARRISON,Insurance Commissioner,,D,Dennis Anderson,4
Rice,LINCOLN,Insurance Commissioner,,D,Dennis Anderson,30
Rice,LYONS  3RD,Insurance Commissioner,,D,Dennis Anderson,47
Rice,LYONS 1ST,Insurance Commissioner,,D,Dennis Anderson,33
Rice,LYONS 2ND,Insurance Commissioner,,D,Dennis Anderson,33
Rice,LYONS 4TH,Insurance Commissioner,,D,Dennis Anderson,46
Rice,MITCHELL,Insurance Commissioner,,D,Dennis Anderson,10
Rice,ODESSA,Insurance Commissioner,,D,Dennis Anderson,3
Rice,Pioneer,Insurance Commissioner,,D,Dennis Anderson,3
Rice,Raymond,Insurance Commissioner,,D,Dennis Anderson,4
Rice,Rockville,Insurance Commissioner,,D,Dennis Anderson,14
Rice,STERING,Insurance Commissioner,,D,Dennis Anderson,11
Rice,STERLING EAST,Insurance Commissioner,,D,Dennis Anderson,68
Rice,STERLING WEST,Insurance Commissioner,,D,Dennis Anderson,46
Rice,UNION,Insurance Commissioner,,D,Dennis Anderson,44
Rice,VALLEY,Insurance Commissioner,,D,Dennis Anderson,19
Rice,VICTORIA,Insurance Commissioner,,D,Dennis Anderson,24
Rice,WASH E,Insurance Commissioner,,D,Dennis Anderson,7
Rice,WASH W,Insurance Commissioner,,D,Dennis Anderson,4
Rice,WILSON,Insurance Commissioner,,D,Dennis Anderson,9
Rice,ATLANTA,Insurance Commissioner,,R,Ken Selzer,38
Rice,BELL,Insurance Commissioner,,R,Ken Selzer,4
Rice,CENTER,Insurance Commissioner,,R,Ken Selzer,28
Rice,EUREKA,Insurance Commissioner,,R,Ken Selzer,13
Rice,FARMER,Insurance Commissioner,,R,Ken Selzer,79
Rice,GALT,Insurance Commissioner,,R,Ken Selzer,25
Rice,HARRISON,Insurance Commissioner,,R,Ken Selzer,45
Rice,LINCOLN,Insurance Commissioner,,R,Ken Selzer,93
Rice,LYONS  3RD,Insurance Commissioner,,R,Ken Selzer,78
Rice,LYONS 1ST,Insurance Commissioner,,R,Ken Selzer,153
Rice,LYONS 2ND,Insurance Commissioner,,R,Ken Selzer,108
Rice,LYONS 4TH,Insurance Commissioner,,R,Ken Selzer,97
Rice,MITCHELL,Insurance Commissioner,,R,Ken Selzer,27
Rice,ODESSA,Insurance Commissioner,,R,Ken Selzer,18
Rice,Pioneer,Insurance Commissioner,,R,Ken Selzer,15
Rice,Raymond,Insurance Commissioner,,R,Ken Selzer,32
Rice,Rockville,Insurance Commissioner,,R,Ken Selzer,37
Rice,STERING,Insurance Commissioner,,R,Ken Selzer,40
Rice,STERLING EAST,Insurance Commissioner,,R,Ken Selzer,289
Rice,STERLING WEST,Insurance Commissioner,,R,Ken Selzer,146
Rice,UNION,Insurance Commissioner,,R,Ken Selzer,153
Rice,VALLEY,Insurance Commissioner,,R,Ken Selzer,41
Rice,VICTORIA,Insurance Commissioner,,R,Ken Selzer,72
Rice,WASH E,Insurance Commissioner,,R,Ken Selzer,25
Rice,WASH W,Insurance Commissioner,,R,Ken Selzer,21
Rice,WILSON,Insurance Commissioner,,R,Ken Selzer,27
Rice,ATLANTA,Secretary of State,,D,Jean Kurtis Shodorf,16
Rice,BELL,Secretary of State,,D,Jean Kurtis Shodorf,0
Rice,CENTER,Secretary of State,,D,Jean Kurtis Shodorf,6
Rice,EUREKA,Secretary of State,,D,Jean Kurtis Shodorf,1
Rice,FARMER,Secretary of State,,D,Jean Kurtis Shodorf,39
Rice,GALT,Secretary of State,,D,Jean Kurtis Shodorf,7
Rice,HARRISON,Secretary of State,,D,Jean Kurtis Shodorf,4
Rice,LINCOLN,Secretary of State,,D,Jean Kurtis Shodorf,28
Rice,LYONS  3RD,Secretary of State,,D,Jean Kurtis Shodorf,46
Rice,LYONS 1ST,Secretary of State,,D,Jean Kurtis Shodorf,48
Rice,LYONS 2ND,Secretary of State,,D,Jean Kurtis Shodorf,36
Rice,LYONS 4TH,Secretary of State,,D,Jean Kurtis Shodorf,43
Rice,MITCHELL,Secretary of State,,D,Jean Kurtis Shodorf,10
Rice,ODESSA,Secretary of State,,D,Jean Kurtis Shodorf,4
Rice,Pioneer,Secretary of State,,D,Jean Kurtis Shodorf,2
Rice,Raymond,Secretary of State,,D,Jean Kurtis Shodorf,3
Rice,Rockville,Secretary of State,,D,Jean Kurtis Shodorf,17
Rice,STERING,Secretary of State,,D,Jean Kurtis Shodorf,15
Rice,STERLING EAST,Secretary of State,,D,Jean Kurtis Shodorf,100
Rice,STERLING WEST,Secretary of State,,D,Jean Kurtis Shodorf,62
Rice,UNION,Secretary of State,,D,Jean Kurtis Shodorf,56
Rice,VALLEY,Secretary of State,,D,Jean Kurtis Shodorf,18
Rice,VICTORIA,Secretary of State,,D,Jean Kurtis Shodorf,22
Rice,WASH E,Secretary of State,,D,Jean Kurtis Shodorf,10
Rice,WASH W,Secretary of State,,D,Jean Kurtis Shodorf,7
Rice,WILSON,Secretary of State,,D,Jean Kurtis Shodorf,9
Rice,ATLANTA,Secretary of State,,R,Kris Kobach,29
Rice,BELL,Secretary of State,,R,Kris Kobach,4
Rice,CENTER,Secretary of State,,R,Kris Kobach,27
Rice,EUREKA,Secretary of State,,R,Kris Kobach,12
Rice,FARMER,Secretary of State,,R,Kris Kobach,82
Rice,GALT,Secretary of State,,R,Kris Kobach,26
Rice,HARRISON,Secretary of State,,R,Kris Kobach,45
Rice,LINCOLN,Secretary of State,,R,Kris Kobach,97
Rice,LYONS  3RD,Secretary of State,,R,Kris Kobach,80
Rice,LYONS 1ST,Secretary of State,,R,Kris Kobach,142
Rice,LYONS 2ND,Secretary of State,,R,Kris Kobach,108
Rice,LYONS 4TH,Secretary of State,,R,Kris Kobach,102
Rice,MITCHELL,Secretary of State,,R,Kris Kobach,28
Rice,ODESSA,Secretary of State,,R,Kris Kobach,17
Rice,Pioneer,Secretary of State,,R,Kris Kobach,16
Rice,Raymond,Secretary of State,,R,Kris Kobach,33
Rice,Rockville,Secretary of State,,R,Kris Kobach,34
Rice,STERING,Secretary of State,,R,Kris Kobach,35
Rice,STERLING EAST,Secretary of State,,R,Kris Kobach,265
Rice,STERLING WEST,Secretary of State,,R,Kris Kobach,133
Rice,UNION,Secretary of State,,R,Kris Kobach,150
Rice,VALLEY,Secretary of State,,R,Kris Kobach,42
Rice,VICTORIA,Secretary of State,,R,Kris Kobach,74
Rice,WASH E,Secretary of State,,R,Kris Kobach,24
Rice,WASH W,Secretary of State,,R,Kris Kobach,18
Rice,WILSON,Secretary of State,,R,Kris Kobach,27
Rice,EUREKA,State House,108,R,Steven Johnson,13
Rice,FARMER,State House,108,R,Steven Johnson,95
Rice,GALT,State House,108,R,Steven Johnson,29
Rice,MITCHELL,State House,108,R,Steven Johnson,35
Rice,ODESSA,State House,108,R,Steven Johnson,19
Rice,UNION,State House,108,R,Steven Johnson,185
Rice,VICTORIA,State House,108,R,Steven Johnson,76
Rice,ATLANTA,State House,113,R,Jeremy Dannebohm,40
Rice,BELL,State House,113,R,Jeremy Dannebohm,4
Rice,CENTER,State House,113,R,Jeremy Dannebohm,28
Rice,HARRISON,State House,113,R,Jeremy Dannebohm,47
Rice,LINCOLN,State House,113,R,Jeremy Dannebohm,115
Rice,LYONS  3RD,State House,113,R,Jeremy Dannebohm,113
Rice,LYONS 1ST,State House,113,R,Jeremy Dannebohm,170
Rice,LYONS 2ND,State House,113,R,Jeremy Dannebohm,120
Rice,LYONS 4TH,State House,113,R,Jeremy Dannebohm,122
Rice,Pioneer,State House,113,R,Jeremy Dannebohm,17
Rice,Raymond,State House,113,R,Jeremy Dannebohm,30
Rice,VALLEY,State House,113,R,Jeremy Dannebohm,51
Rice,STERING,State House,114,R,Jack Thimesch,37
Rice,STERLING EAST,State House,114,R,Jack Thimesch,249
Rice,STERLING WEST,State House,114,R,Jack Thimesch,131
Rice,WASH E,State House,114,R,Jack Thimesch,28
Rice,WASH W,State House,114,R,Jack Thimesch,16
Rice,WILSON,State House,114,R,Jack Thimesch,25
Rice,Rockville,State House,114,D,Mark Schnittker,16
Rice,STERING,State House,114,D,Mark Schnittker,16
Rice,STERLING EAST,State House,114,D,Mark Schnittker,112
Rice,STERLING WEST,State House,114,D,Mark Schnittker,64
Rice,WASH E,State House,114,D,Mark Schnittker,4
Rice,WASH W,State House,114,D,Mark Schnittker,9
Rice,WILSON,State House,114,D,Mark Schnittker,11
Rice,Rockville,State Senate,35,R,Richard Wilborn,41
Rice,ATLANTA,State Senate,35,R,Richard Wilborn,38
Rice,GALT,State Senate,35,R,Richard Wilborn,27
Rice,HARRISON,State Senate,35,R,Richard Wilborn,42
Rice,LYONS  3RD,State Senate,35,R,Richard Wilborn,105
Rice,LYONS 1ST,State Senate,35,R,Richard Wilborn,160
Rice,LYONS 2ND,State Senate,35,R,Richard Wilborn,117
Rice,LYONS 4TH,State Senate,35,R,Richard Wilborn,112
Rice,MITCHELL,State Senate,35,R,Richard Wilborn,33
Rice,ODESSA,State Senate,35,R,Richard Wilborn,19
Rice,STERING,State Senate,35,R,Richard Wilborn,43
Rice,STERLING EAST,State Senate,35,R,Richard Wilborn,289
Rice,STERLING WEST,State Senate,35,R,Richard Wilborn,163
Rice,UNION,State Senate,35,R,Richard Wilborn,163
Rice,VICTORIA,State Senate,35,R,Richard Wilborn,65
Rice,WASH E,State Senate,35,R,Richard Wilborn,22
Rice,WASH W,State Senate,35,R,Richard Wilborn,20
Rice,WILSON,State Senate,35,R,Richard Wilborn,27
Rice,ATLANTA,State Treasurer,,D,Carmen Alldritt,5
Rice,BELL,State Treasurer,,D,Carmen Alldritt,0
Rice,CENTER,State Treasurer,,D,Carmen Alldritt,2
Rice,EUREKA,State Treasurer,,D,Carmen Alldritt,0
Rice,FARMER,State Treasurer,,D,Carmen Alldritt,18
Rice,GALT,State Treasurer,,D,Carmen Alldritt,3
Rice,HARRISON,State Treasurer,,D,Carmen Alldritt,2
Rice,LINCOLN,State Treasurer,,D,Carmen Alldritt,22
Rice,LYONS  3RD,State Treasurer,,D,Carmen Alldritt,34
Rice,LYONS 1ST,State Treasurer,,D,Carmen Alldritt,29
Rice,LYONS 2ND,State Treasurer,,D,Carmen Alldritt,26
Rice,LYONS 4TH,State Treasurer,,D,Carmen Alldritt,38
Rice,MITCHELL,State Treasurer,,D,Carmen Alldritt,9
Rice,ODESSA,State Treasurer,,D,Carmen Alldritt,1
Rice,Pioneer,State Treasurer,,D,Carmen Alldritt,2
Rice,Raymond,State Treasurer,,D,Carmen Alldritt,2
Rice,Rockville,State Treasurer,,D,Carmen Alldritt,12
Rice,STERING,State Treasurer,,D,Carmen Alldritt,5
Rice,STERLING EAST,State Treasurer,,D,Carmen Alldritt,54
Rice,STERLING WEST,State Treasurer,,D,Carmen Alldritt,48
Rice,UNION,State Treasurer,,D,Carmen Alldritt,39
Rice,VALLEY,State Treasurer,,D,Carmen Alldritt,11
Rice,VICTORIA,State Treasurer,,D,Carmen Alldritt,24
Rice,WASH E,State Treasurer,,D,Carmen Alldritt,5
Rice,WASH W,State Treasurer,,D,Carmen Alldritt,4
Rice,WILSON,State Treasurer,,D,Carmen Alldritt,5
Rice,ATLANTA,State Treasurer,,R,Ron Estes,40
Rice,BELL,State Treasurer,,R,Ron Estes,4
Rice,CENTER,State Treasurer,,R,Ron Estes,30
Rice,EUREKA,State Treasurer,,R,Ron Estes,13
Rice,FARMER,State Treasurer,,R,Ron Estes,99
Rice,GALT,State Treasurer,,R,Ron Estes,29
Rice,HARRISON,State Treasurer,,R,Ron Estes,46
Rice,LINCOLN,State Treasurer,,R,Ron Estes,104
Rice,LYONS  3RD,State Treasurer,,R,Ron Estes,90
Rice,LYONS 1ST,State Treasurer,,R,Ron Estes,159
Rice,LYONS 2ND,State Treasurer,,R,Ron Estes,119
Rice,LYONS 4TH,State Treasurer,,R,Ron Estes,107
Rice,MITCHELL,State Treasurer,,R,Ron Estes,28
Rice,ODESSA,State Treasurer,,R,Ron Estes,20
Rice,Pioneer,State Treasurer,,R,Ron Estes,16
Rice,Raymond,State Treasurer,,R,Ron Estes,34
Rice,Rockville,State Treasurer,,R,Ron Estes,39
Rice,STERING,State Treasurer,,R,Ron Estes,46
Rice,STERLING EAST,State Treasurer,,R,Ron Estes,311
Rice,STERLING WEST,State Treasurer,,R,Ron Estes,145
Rice,UNION,State Treasurer,,R,Ron Estes,164
Rice,VALLEY,State Treasurer,,R,Ron Estes,48
Rice,VICTORIA,State Treasurer,,R,Ron Estes,71
Rice,WASH E,State Treasurer,,R,Ron Estes,29
Rice,WASH W,State Treasurer,,R,Ron Estes,21
Rice,WILSON,State Treasurer,,R,Ron Estes,31
Rice,ATLANTA,U.S. Senate,,I,Greg Orman,14
Rice,BELL,U.S. Senate,,I,Greg Orman,1
Rice,CENTER,U.S. Senate,,I,Greg Orman,4
Rice,EUREKA,U.S. Senate,,I,Greg Orman,0
Rice,FARMER,U.S. Senate,,I,Greg Orman,33
Rice,GALT,U.S. Senate,,I,Greg Orman,5
Rice,HARRISON,U.S. Senate,,I,Greg Orman,13
Rice,LINCOLN,U.S. Senate,,I,Greg Orman,42
Rice,LYONS  3RD,U.S. Senate,,I,Greg Orman,48
Rice,LYONS 1ST,U.S. Senate,,I,Greg Orman,59
Rice,LYONS 2ND,U.S. Senate,,I,Greg Orman,51
Rice,LYONS 4TH,U.S. Senate,,I,Greg Orman,53
Rice,MITCHELL,U.S. Senate,,I,Greg Orman,13
Rice,ODESSA,U.S. Senate,,I,Greg Orman,3
Rice,Pioneer,U.S. Senate,,I,Greg Orman,4
Rice,Raymond,U.S. Senate,,I,Greg Orman,4
Rice,Rockville,U.S. Senate,,I,Greg Orman,16
Rice,STERING,U.S. Senate,,I,Greg Orman,16
Rice,STERLING EAST,U.S. Senate,,I,Greg Orman,107
Rice,STERLING WEST,U.S. Senate,,I,Greg Orman,71
Rice,UNION,U.S. Senate,,I,Greg Orman,64
Rice,VALLEY,U.S. Senate,,I,Greg Orman,20
Rice,VICTORIA,U.S. Senate,,I,Greg Orman,28
Rice,WASH E,U.S. Senate,,I,Greg Orman,8
Rice,WASH W,U.S. Senate,,I,Greg Orman,9
Rice,WILSON,U.S. Senate,,I,Greg Orman,8
Rice,ATLANTA,U.S. Senate,,R,Pat Roberts,26
Rice,BELL,U.S. Senate,,R,Pat Roberts,3
Rice,CENTER,U.S. Senate,,R,Pat Roberts,29
Rice,EUREKA,U.S. Senate,,R,Pat Roberts,13
Rice,FARMER,U.S. Senate,,R,Pat Roberts,83
Rice,GALT,U.S. Senate,,R,Pat Roberts,26
Rice,HARRISON,U.S. Senate,,R,Pat Roberts,34
Rice,LINCOLN,U.S. Senate,,R,Pat Roberts,70
Rice,LYONS  3RD,U.S. Senate,,R,Pat Roberts,66
Rice,LYONS 1ST,U.S. Senate,,R,Pat Roberts,121
Rice,LYONS 2ND,U.S. Senate,,R,Pat Roberts,88
Rice,LYONS 4TH,U.S. Senate,,R,Pat Roberts,82
Rice,MITCHELL,U.S. Senate,,R,Pat Roberts,25
Rice,ODESSA,U.S. Senate,,R,Pat Roberts,17
Rice,Pioneer,U.S. Senate,,R,Pat Roberts,13
Rice,Raymond,U.S. Senate,,R,Pat Roberts,31
Rice,Rockville,U.S. Senate,,R,Pat Roberts,35
Rice,STERING,U.S. Senate,,R,Pat Roberts,36
Rice,STERLING EAST,U.S. Senate,,R,Pat Roberts,245
Rice,STERLING WEST,U.S. Senate,,R,Pat Roberts,117
Rice,UNION,U.S. Senate,,R,Pat Roberts,129
Rice,VALLEY,U.S. Senate,,R,Pat Roberts,39
Rice,VICTORIA,U.S. Senate,,R,Pat Roberts,63
Rice,WASH E,U.S. Senate,,R,Pat Roberts,24
Rice,WASH W,U.S. Senate,,R,Pat Roberts,16
Rice,WILSON,U.S. Senate,,R,Pat Roberts,25
Rice,ATLANTA,U.S. Senate,,L,Randall Batson,5
Rice,BELL,U.S. Senate,,L,Randall Batson,0
Rice,CENTER,U.S. Senate,,L,Randall Batson,1
Rice,EUREKA,U.S. Senate,,L,Randall Batson,0
Rice,FARMER,U.S. Senate,,L,Randall Batson,5
Rice,GALT,U.S. Senate,,L,Randall Batson,2
Rice,HARRISON,U.S. Senate,,L,Randall Batson,3
Rice,LINCOLN,U.S. Senate,,L,Randall Batson,15
Rice,LYONS  3RD,U.S. Senate,,L,Randall Batson,12
Rice,LYONS 1ST,U.S. Senate,,L,Randall Batson,11
Rice,LYONS 2ND,U.S. Senate,,L,Randall Batson,10
Rice,LYONS 4TH,U.S. Senate,,L,Randall Batson,8
Rice,MITCHELL,U.S. Senate,,L,Randall Batson,0
Rice,ODESSA,U.S. Senate,,L,Randall Batson,1
