county,precinct,office,district,party,candidate,total,polls,advance,provisional
Jackson,Adrian,Attorney General,,D,A J Kotich,5,3,2,0
Jackson,Banner,Attorney General,,D,A J Kotich,28,21,7,0
Jackson,Cedar,Attorney General,,D,A J Kotich,129,106,17,6
Jackson,Douglas,Attorney General,,D,A J Kotich,260,224,35,1
Jackson,Franklin,Attorney General,,D,A J Kotich,103,79,24,0
Jackson,Garfield,Attorney General,,D,A J Kotich,62,51,10,1
Jackson,Grant,Attorney General,,D,A J Kotich,23,18,5,0
Jackson,Jefferson,Attorney General,,D,A J Kotich,53,44,9,0
Jackson,Liberty,Attorney General,,D,A J Kotich,66,52,13,1
Jackson,Lincoln,Attorney General,,D,A J Kotich,185,155,24,6
Jackson,Netawaka,Attorney General,,D,A J Kotich,34,34,0,0
Jackson,Soldier,Attorney General,,D,A J Kotich,44,36,8,0
Jackson,St. Creek,Attorney General,,D,A J Kotich,15,6,9,0
Jackson,Washington,Attorney General,,D,A J Kotich,36,30,4,2
Jackson,Whiting,Attorney General,,D,A J Kotich,25,22,3,0
Jackson,Adrian,Attorney General,,R,Derek Schmidt,49,40,9,0
Jackson,Banner,Attorney General,,R,Derek Schmidt,111,93,17,1
Jackson,Cedar,Attorney General,,R,Derek Schmidt,320,263,50,7
Jackson,Douglas,Attorney General,,R,Derek Schmidt,598,517,72,9
Jackson,Franklin,Attorney General,,R,Derek Schmidt,323,241,76,6
Jackson,Garfield,Attorney General,,R,Derek Schmidt,181,160,21,0
Jackson,Grant,Attorney General,,R,Derek Schmidt,55,42,12,1
Jackson,Jefferson,Attorney General,,R,Derek Schmidt,171,138,33,0
Jackson,Liberty,Attorney General,,R,Derek Schmidt,160,131,29,0
Jackson,Lincoln,Attorney General,,R,Derek Schmidt,159,128,25,6
Jackson,Netawaka,Attorney General,,R,Derek Schmidt,85,80,5,0
Jackson,Soldier,Attorney General,,R,Derek Schmidt,113,95,16,2
Jackson,St. Creek,Attorney General,,R,Derek Schmidt,58,36,20,2
Jackson,Washington,Attorney General,,R,Derek Schmidt,153,147,4,2
Jackson,Whiting,Attorney General,,R,Derek Schmidt,108,100,5,3
Jackson,Adrian,U.S. House,2,L,Chris Clemmons,4,4,0,0
Jackson,Banner,U.S. House,2,L,Chris Clemmons,6,5,0,1
Jackson,Cedar,U.S. House,2,L,Chris Clemmons,20,18,2,0
Jackson,Douglas,U.S. House,2,L,Chris Clemmons,53,47,6,0
Jackson,Franklin,U.S. House,2,L,Chris Clemmons,14,12,2,0
Jackson,Garfield,U.S. House,2,L,Chris Clemmons,16,13,2,1
Jackson,Grant,U.S. House,2,L,Chris Clemmons,1,1,0,0
Jackson,Jefferson,U.S. House,2,L,Chris Clemmons,8,8,0,0
Jackson,Liberty,U.S. House,2,L,Chris Clemmons,5,4,1,0
Jackson,Lincoln,U.S. House,2,L,Chris Clemmons,21,17,3,1
Jackson,Netawaka,U.S. House,2,L,Chris Clemmons,8,8,0,0
Jackson,Soldier,U.S. House,2,L,Chris Clemmons,8,7,1,0
Jackson,St. Creek,U.S. House,2,L,Chris Clemmons,4,2,2,0
Jackson,Washington,U.S. House,2,L,Chris Clemmons,10,9,0,1
Jackson,Whiting,U.S. House,2,L,Chris Clemmons,7,7,0,0
Jackson,Adrian,U.S. House,2,R,Lynn Jenkins,44,36,8,0
Jackson,Banner,U.S. House,2,R,Lynn Jenkins,102,84,18,0
Jackson,Cedar,U.S. House,2,R,Lynn Jenkins,298,247,43,8
Jackson,Douglas,U.S. House,2,R,Lynn Jenkins,506,438,60,8
Jackson,Franklin,U.S. House,2,R,Lynn Jenkins,290,214,70,6
Jackson,Garfield,U.S. House,2,R,Lynn Jenkins,167,145,21,1
Jackson,Grant,U.S. House,2,R,Lynn Jenkins,54,40,13,1
Jackson,Jefferson,U.S. House,2,R,Lynn Jenkins,152,121,31,0
Jackson,Liberty,U.S. House,2,R,Lynn Jenkins,154,131,22,1
Jackson,Lincoln,U.S. House,2,R,Lynn Jenkins,129,105,20,4
Jackson,Netawaka,U.S. House,2,R,Lynn Jenkins,74,69,5,0
Jackson,Soldier,U.S. House,2,R,Lynn Jenkins,111,92,17,2
Jackson,St. Creek,U.S. House,2,R,Lynn Jenkins,51,30,19,2
Jackson,Washington,U.S. House,2,R,Lynn Jenkins,133,127,5,1
Jackson,Whiting,U.S. House,2,R,Lynn Jenkins,92,85,4,3
Jackson,Adrian,U.S. House,2,D,Margie Wakefield,7,4,3,0
Jackson,Banner,U.S. House,2,D,Margie Wakefield,36,27,9,0
Jackson,Cedar,U.S. House,2,D,Margie Wakefield,134,107,22,5
Jackson,Douglas,U.S. House,2,D,Margie Wakefield,313,269,41,3
Jackson,Franklin,U.S. House,2,D,Margie Wakefield,129,101,28,0
Jackson,Garfield,U.S. House,2,D,Margie Wakefield,66,57,9,0
Jackson,Grant,U.S. House,2,D,Margie Wakefield,25,21,4,0
Jackson,Jefferson,U.S. House,2,D,Margie Wakefield,66,54,12,0
Jackson,Liberty,U.S. House,2,D,Margie Wakefield,74,53,20,1
Jackson,Lincoln,U.S. House,2,D,Margie Wakefield,195,162,26,7
Jackson,Netawaka,U.S. House,2,D,Margie Wakefield,38,38,0,0
Jackson,Soldier,U.S. House,2,D,Margie Wakefield,40,33,7,0
Jackson,St. Creek,U.S. House,2,D,Margie Wakefield,22,11,11,0
Jackson,Washington,U.S. House,2,D,Margie Wakefield,41,36,3,2
Jackson,Whiting,U.S. House,2,D,Margie Wakefield,36,32,4,0
Jackson,Adrian,Governor,,L,Keen Umbehr,6,5,1,0
Jackson,Banner,Governor,,L,Keen Umbehr,6,6,0,0
Jackson,Cedar,Governor,,L,Keen Umbehr,19,14,5,0
Jackson,Douglas,Governor,,L,Keen Umbehr,41,37,4,0
Jackson,Franklin,Governor,,L,Keen Umbehr,16,12,4,0
Jackson,Garfield,Governor,,L,Keen Umbehr,8,7,1,0
Jackson,Grant,Governor,,L,Keen Umbehr,5,4,1,0
Jackson,Jefferson,Governor,,L,Keen Umbehr,9,8,1,0
Jackson,Liberty,Governor,,L,Keen Umbehr,13,11,2,0
Jackson,Lincoln,Governor,,L,Keen Umbehr,17,17,0,0
Jackson,Netawaka,Governor,,L,Keen Umbehr,7,7,0,0
Jackson,Soldier,Governor,,L,Keen Umbehr,4,3,1,0
Jackson,St. Creek,Governor,,L,Keen Umbehr,1,1,0,0
Jackson,Washington,Governor,,L,Keen Umbehr,7,6,1,0
Jackson,Whiting,Governor,,L,Keen Umbehr,13,11,1,0
Jackson,Adrian,Governor,,D,Paul Davis,12,9,3,0
Jackson,Banner,Governor,,D,Paul Davis,60,46,14,0
Jackson,Cedar,Governor,,D,Paul Davis,202,169,27,6
Jackson,Douglas,Governor,,D,Paul Davis,415,356,55,4
Jackson,Franklin,Governor,,D,Paul Davis,214,170,44,0
Jackson,Garfield,Governor,,D,Paul Davis,101,85,14,2
Jackson,Grant,Governor,,D,Paul Davis,40,33,7,0
Jackson,Jefferson,Governor,,D,Paul Davis,91,75,16,0
Jackson,Liberty,Governor,,D,Paul Davis,118,90,26,2
Jackson,Lincoln,Governor,,D,Paul Davis,220,183,31,6
Jackson,Netawaka,Governor,,D,Paul Davis,61,59,2,0
Jackson,Soldier,Governor,,D,Paul Davis,62,53,9,0
Jackson,St. Creek,Governor,,D,Paul Davis,37,18,19,0
Jackson,Washington,Governor,,D,Paul Davis,63,56,4,3
Jackson,Whiting,Governor,,D,Paul Davis,52,49,3,0
Jackson,Adrian,Governor,,R,Sam Brownback,39,32,7,0
Jackson,Banner,Governor,,R,Sam Brownback,80,66,13,1
Jackson,Cedar,Governor,,R,Sam Brownback,238,194,37,7
Jackson,Douglas,Governor,,R,Sam Brownback,416,361,48,7
Jackson,Franklin,Governor,,R,Sam Brownback,207,148,53,6
Jackson,Garfield,Governor,,R,Sam Brownback,139,122,17,0
Jackson,Grant,Governor,,R,Sam Brownback,35,25,9,1
Jackson,Jefferson,Governor,,R,Sam Brownback,127,100,27,0
Jackson,Liberty,Governor,,R,Sam Brownback,104,89,15,0
Jackson,Lincoln,Governor,,R,Sam Brownback,108,84,18,6
Jackson,Netawaka,Governor,,R,Sam Brownback,51,48,3,0
Jackson,Soldier,Governor,,R,Sam Brownback,95,78,15,2
Jackson,St. Creek,Governor,,R,Sam Brownback,38,24,12,2
Jackson,Washington,Governor,,R,Sam Brownback,124,120,3,1
Jackson,Whiting,Governor,,R,Sam Brownback,70,64,4,2
Jackson,Adrian,Insurance Commissioner,,D,Dennis Anderson,13,9,4,0
Jackson,Banner,Insurance Commissioner,,D,Dennis Anderson,34,25,9,0
Jackson,Cedar,Insurance Commissioner,,D,Dennis Anderson,153,124,23,6
Jackson,Douglas,Insurance Commissioner,,D,Dennis Anderson,342,293,47,2
Jackson,Franklin,Insurance Commissioner,,D,Dennis Anderson,122,94,28,0
Jackson,Garfield,Insurance Commissioner,,D,Dennis Anderson,81,68,11,2
Jackson,Grant,Insurance Commissioner,,D,Dennis Anderson,29,22,7,0
Jackson,Jefferson,Insurance Commissioner,,D,Dennis Anderson,62,48,14,0
Jackson,Liberty,Insurance Commissioner,,D,Dennis Anderson,79,61,17,1
Jackson,Lincoln,Insurance Commissioner,,D,Dennis Anderson,208,176,27,5
Jackson,Netawaka,Insurance Commissioner,,D,Dennis Anderson,46,44,2,0
Jackson,Soldier,Insurance Commissioner,,D,Dennis Anderson,52,43,9,0
Jackson,St. Creek,Insurance Commissioner,,D,Dennis Anderson,20,8,12,0
Jackson,Washington,Insurance Commissioner,,D,Dennis Anderson,47,42,3,2
Jackson,Whiting,Insurance Commissioner,,D,Dennis Anderson,42,37,4,1
Jackson,Adrian,Insurance Commissioner,,R,Ken Selzer,39,33,6,0
Jackson,Banner,Insurance Commissioner,,R,Ken Selzer,99,84,14,1
Jackson,Cedar,Insurance Commissioner,,R,Ken Selzer,278,234,38,6
Jackson,Douglas,Insurance Commissioner,,R,Ken Selzer,490,423,59,8
Jackson,Franklin,Insurance Commissioner,,R,Ken Selzer,282,209,68,5
Jackson,Garfield,Insurance Commissioner,,R,Ken Selzer,155,134,21,0
Jackson,Grant,Insurance Commissioner,,R,Ken Selzer,49,38,10,1
Jackson,Jefferson,Insurance Commissioner,,R,Ken Selzer,157,131,26,0
Jackson,Liberty,Insurance Commissioner,,R,Ken Selzer,147,123,24,0
Jackson,Lincoln,Insurance Commissioner,,R,Ken Selzer,132,105,20,7
Jackson,Netawaka,Insurance Commissioner,,R,Ken Selzer,71,69,2,0
Jackson,Soldier,Insurance Commissioner,,R,Ken Selzer,101,84,15,2
Jackson,St. Creek,Insurance Commissioner,,R,Ken Selzer,46,27,17,2
Jackson,Washington,Insurance Commissioner,,R,Ken Selzer,137,130,5,2
Jackson,Whiting,Insurance Commissioner,,R,Ken Selzer,87,81,4,2
Jackson,Adrian,Secretary of State,,D,Jean Schodorf,14,10,4,0
Jackson,Banner,Secretary of State,,D,Jean Schodorf,41,31,10,0
Jackson,Cedar,Secretary of State,,D,Jean Schodorf,143,117,21,5
Jackson,Douglas,Secretary of State,,D,Jean Schodorf,301,250,50,1
Jackson,Franklin,Secretary of State,,D,Jean Schodorf,135,103,31,1
Jackson,Garfield,Secretary of State,,D,Jean Schodorf,75,64,9,2
Jackson,Grant,Secretary of State,,D,Jean Schodorf,25,19,5,1
Jackson,Jefferson,Secretary of State,,D,Jean Schodorf,58,49,9,0
Jackson,Liberty,Secretary of State,,D,Jean Schodorf,80,61,18,1
Jackson,Lincoln,Secretary of State,,D,Jean Schodorf,193,165,24,4
Jackson,Netawaka,Secretary of State,,D,Jean Schodorf,38,37,1,0
Jackson,Soldier,Secretary of State,,D,Jean Schodorf,42,35,7,0
Jackson,St. Creek,Secretary of State,,D,Jean Schodorf,23,13,10,0
Jackson,Washington,Secretary of State,,D,Jean Schodorf,51,45,4,2
Jackson,Whiting,Secretary of State,,D,Jean Schodorf,37,33,4,0
Jackson,Adrian,Secretary of State,,R,Kris Kobach,42,35,7,0
Jackson,Banner,Secretary of State,,R,Kris Kobach,104,86,17,1
Jackson,Cedar,Secretary of State,,R,Kris Kobach,316,260,48,8
Jackson,Douglas,Secretary of State,,R,Kris Kobach,558,493,56,9
Jackson,Franklin,Secretary of State,,R,Kris Kobach,296,224,67,5
Jackson,Garfield,Secretary of State,,R,Kris Kobach,170,148,22,0
Jackson,Grant,Secretary of State,,R,Kris Kobach,53,42,11,0
Jackson,Jefferson,Secretary of State,,R,Kris Kobach,169,134,35,0
Jackson,Liberty,Secretary of State,,R,Kris Kobach,152,127,25,0
Jackson,Lincoln,Secretary of State,,R,Kris Kobach,150,118,25,7
Jackson,Netawaka,Secretary of State,,R,Kris Kobach,82,78,4,0
Jackson,Soldier,Secretary of State,,R,Kris Kobach,116,97,17,2
Jackson,St. Creek,Secretary of State,,R,Kris Kobach,51,28,21,2
Jackson,Washington,Secretary of State,,R,Kris Kobach,141,135,4,2
Jackson,Whiting,Secretary of State,,R,Kris Kobach,98,91,4,3
Jackson,Adrian,State House,61,R,Becky Hutchins,42,35,7,0
Jackson,Banner,State House,61,R,Becky Hutchins,102,87,14,1
Jackson,Cedar,State House,61,R,Becky Hutchins,312,260,45,7
Jackson,Douglas,State House,61,R,Becky Hutchins,571,495,68,8
Jackson,Franklin,State House,61,R,Becky Hutchins,322,241,75,6
Jackson,Garfield,State House,61,R,Becky Hutchins,189,165,22,2
Jackson,Grant,State House,61,R,Becky Hutchins,51,38,12,1
Jackson,Jefferson,State House,61,R,Becky Hutchins,148,121,27,0
Jackson,Liberty,State House,61,R,Becky Hutchins,157,130,26,1
Jackson,Lincoln,State House,61,R,Becky Hutchins,137,108,24,5
Jackson,Soldier,State House,61,R,Becky Hutchins,102,86,14,2
Jackson,St. Creek,State House,61,R,Becky Hutchins,62,37,23,2
Jackson,Washington,State House,61,R,Becky Hutchins,143,135,5,3
Jackson,Adrian,State House,61,D,Vivian Olsen,14,10,4,0
Jackson,Banner,State House,61,D,Vivian Olsen,43,30,13,0
Jackson,Cedar,State House,61,D,Vivian Olsen,138,110,22,6
Jackson,Douglas,State House,61,D,Vivian Olsen,294,252,39,3
Jackson,Franklin,State House,61,D,Vivian Olsen,114,88,26,0
Jackson,Garfield,State House,61,D,Vivian Olsen,62,52,10,0
Jackson,Grant,State House,61,D,Vivian Olsen,29,24,5,0
Jackson,Jefferson,State House,61,D,Vivian Olsen,79,63,16,0
Jackson,Liberty,State House,61,D,Vivian Olsen,73,55,17,1
Jackson,Lincoln,State House,61,D,Vivian Olsen,209,178,24,7
Jackson,Soldier,State House,61,D,Vivian Olsen,57,46,11,0
Jackson,St. Creek,State House,61,D,Vivian Olsen,15,6,9,0
Jackson,Washington,State House,61,D,Vivian Olsen,48,44,3,1
Jackson,Netawaka,State House,62,R,Randy Garber,65,63,2,0
Jackson,Whiting,State House,62,R,Randy Garber,67,60,4,3
Jackson,Netawaka,State House,62,D,Steve Lukert,57,54,3,0
Jackson,Whiting,State House,62,D,Steve Lukert,68,64,4,0
Jackson,Adrian,State Treasurer,,D,Carmen Alldritt,9,6,3,0
Jackson,Banner,State Treasurer,,D,Carmen Alldritt,29,22,7,0
Jackson,Cedar,State Treasurer,,D,Carmen Alldritt,134,111,17,6
Jackson,Douglas,State Treasurer,,D,Carmen Alldritt,282,243,37,2
Jackson,Franklin,State Treasurer,,D,Carmen Alldritt,105,80,25,0
Jackson,Garfield,State Treasurer,,D,Carmen Alldritt,63,55,7,1
Jackson,Grant,State Treasurer,,D,Carmen Alldritt,28,21,7,0
Jackson,Jefferson,State Treasurer,,D,Carmen Alldritt,55,47,8,0
Jackson,Liberty,State Treasurer,,D,Carmen Alldritt,62,49,12,1
Jackson,Lincoln,State Treasurer,,D,Carmen Alldritt,186,158,22,6
Jackson,Netawaka,State Treasurer,,D,Carmen Alldritt,25,25,0,0
Jackson,Soldier,State Treasurer,,D,Carmen Alldritt,50,42,8,0
Jackson,St. Creek,State Treasurer,,D,Carmen Alldritt,15,5,10,0
Jackson,Washington,State Treasurer,,D,Carmen Alldritt,38,32,4,2
Jackson,Whiting,State Treasurer,,D,Carmen Alldritt,25,23,2,0
Jackson,Adrian,State Treasurer,,R,Ron Estes,46,38,8,0
Jackson,Banner,State Treasurer,,R,Ron Estes,109,91,17,1
Jackson,Cedar,State Treasurer,,R,Ron Estes,320,262,52,6
Jackson,Douglas,State Treasurer,,R,Ron Estes,563,486,69,8
Jackson,Franklin,State Treasurer,,R,Ron Estes,318,240,73,5
Jackson,Garfield,State Treasurer,,R,Ron Estes,181,155,25,1
Jackson,Grant,State Treasurer,,R,Ron Estes,50,40,9,1
Jackson,Jefferson,State Treasurer,,R,Ron Estes,171,136,35,0
Jackson,Liberty,State Treasurer,,R,Ron Estes,166,137,29,0
Jackson,Lincoln,State Treasurer,,R,Ron Estes,157,125,26,6
Jackson,Netawaka,State Treasurer,,R,Ron Estes,94,89,5,0
Jackson,Soldier,State Treasurer,,R,Ron Estes,107,89,16,2
Jackson,St. Creek,State Treasurer,,R,Ron Estes,58,35,21,2
Jackson,Washington,State Treasurer,,R,Ron Estes,148,142,4,2
Jackson,Whiting,State Treasurer,,R,Ron Estes,105,96,6,3
Jackson,Adrian,U.S. Senate,,I,Greg Orman,10,7,3,0
Jackson,Banner,U.S. Senate,,I,Greg Orman,46,34,12,0
Jackson,Cedar,U.S. Senate,,I,Greg Orman,177,146,27,4
Jackson,Douglas,U.S. Senate,,I,Greg Orman,379,322,55,2
Jackson,Franklin,U.S. Senate,,I,Greg Orman,167,129,38,0
Jackson,Garfield,U.S. Senate,,I,Greg Orman,90,77,11,2
Jackson,Grant,U.S. Senate,,I,Greg Orman,33,26,6,1
Jackson,Jefferson,U.S. Senate,,I,Greg Orman,84,68,16,0
Jackson,Liberty,U.S. Senate,,I,Greg Orman,101,75,24,2
Jackson,Lincoln,U.S. Senate,,I,Greg Orman,215,174,33,8
Jackson,Netawaka,U.S. Senate,,I,Greg Orman,46,45,1,0
Jackson,Soldier,U.S. Senate,,I,Greg Orman,52,43,9,0
Jackson,St. Creek,U.S. Senate,,I,Greg Orman,30,15,15,0
Jackson,Washington,U.S. Senate,,I,Greg Orman,57,52,3,2
Jackson,Whiting,U.S. Senate,,I,Greg Orman,43,39,4,0
Jackson,Adrian,U.S. Senate,,R,Pat Roberts,45,37,8,0
Jackson,Banner,U.S. Senate,,R,Pat Roberts,92,77,15,0
Jackson,Cedar,U.S. Senate,,R,Pat Roberts,250,204,38,8
Jackson,Douglas,U.S. Senate,,R,Pat Roberts,446,392,46,8
Jackson,Franklin,U.S. Senate,,R,Pat Roberts,243,182,55,6
Jackson,Garfield,U.S. Senate,,R,Pat Roberts,149,130,19,0
Jackson,Grant,U.S. Senate,,R,Pat Roberts,45,34,11,0
Jackson,Jefferson,U.S. Senate,,R,Pat Roberts,128,102,26,0
Jackson,Liberty,U.S. Senate,,R,Pat Roberts,121,103,18,0
Jackson,Lincoln,U.S. Senate,,R,Pat Roberts,111,90,17,4
Jackson,Netawaka,U.S. Senate,,R,Pat Roberts,71,67,4,0
Jackson,Soldier,U.S. Senate,,R,Pat Roberts,101,85,14,2
Jackson,St. Creek,U.S. Senate,,R,Pat Roberts,43,27,14,2
Jackson,Washington,U.S. Senate,,R,Pat Roberts,130,125,4,1
Jackson,Whiting,U.S. Senate,,R,Pat Roberts,75,69,4,2
Jackson,Adrian,U.S. Senate,,L,Randall Batson,1,1,0,0
Jackson,Banner,U.S. Senate,,L,Randall Batson,6,5,0,1
Jackson,Cedar,U.S. Senate,,L,Randall Batson,29,24,4,1
Jackson,Douglas,U.S. Senate,,L,Randall Batson,44,38,5,1
Jackson,Franklin,U.S. Senate,,L,Randall Batson,20,15,5,0
Jackson,Garfield,U.S. Senate,,L,Randall Batson,8,7,1,0
Jackson,Grant,U.S. Senate,,L,Randall Batson,2,2,0,0
Jackson,Jefferson,U.S. Senate,,L,Randall Batson,13,12,1,0
Jackson,Liberty,U.S. Senate,,L,Randall Batson,12,11,1,0
Jackson,Lincoln,U.S. Senate,,L,Randall Batson,20,20,0,0
Jackson,Netawaka,U.S. Senate,,L,Randall Batson,3,3,0,0
Jackson,Soldier,U.S. Senate,,L,Randall Batson,5,3,2,0
Jackson,St. Creek,U.S. Senate,,L,Randall Batson,4,1,3,0
Jackson,Washington,U.S. Senate,,L,Randall Batson,5,3,1,1
Jackson,Whiting,U.S. Senate,,L,Randall Batson,15,14,0,1
Jackson,Adrian,Voters,,,Cast,47,,,
Jackson,Banner,Voters,,,Cast,120,,,
Jackson,Cedar,Voters,,,Cast,393,,,
Jackson,Douglas,Voters,,,Cast,765,,,
Jackson,Franklin,Voters,,,Cast,333,,,
Jackson,Garfield,Voters,,,Cast,221,,,
Jackson,Grant,Voters,,,Cast,63,,,
Jackson,Jefferson,Voters,,,Cast,186,,,
Jackson,Liberty,Voters,,,Cast,192,,,
Jackson,Lincoln,Voters,,,Cast,300,,,
Jackson,Netawaka,Voters,,,Cast,117,,,
Jackson,Soldier,Voters,,,Cast,138,,,
Jackson,St. Creek,Voters,,,Cast,44,,,
Jackson,Washington,Voters,,,Cast,186,,,
Jackson,Whiting,Voters,,,Cast,129,,,
Jackson,Advance,Voters,,,Cast,852,,,
Jackson,Adrian,Voters,,,Registered,106,,,
Jackson,Banner,Voters,,,Registered,216,,,
Jackson,Cedar,Voters,,,Registered,900,,,
Jackson,Douglas,Voters,,,Registered,1580,,,
Jackson,Franklin,Voters,,,Registered,689,,,
Jackson,Garfield,Voters,,,Registered,400,,,
Jackson,Grant,Voters,,,Registered,114,,,
Jackson,Jefferson,Voters,,,Registered,365,,,
Jackson,Liberty,Voters,,,Registered,382,,,
Jackson,Lincoln,Voters,,,Registered,762,,,
Jackson,Netawaka,Voters,,,Registered,223,,,
Jackson,Soldier,Voters,,,Registered,263,,,
Jackson,St. Creek,Voters,,,Registered,116,,,
Jackson,Washington,Voters,,,Registered,348,,,
Jackson,Whiting,Voters,,,Registered,257,,,
