county,precinct,office,district,party,candidate,votes,ADV,ED,PROV
Crawford,26 Lincoln-Arcadia,Attorney General,,D,A.J. Kotich,17,2,15,0
Crawford,27 Lone Star,Attorney General,,D,A.J. Kotich,174,30,140,4
Crawford,28 McCune,Attorney General,,D,A.J. Kotich,50,6,42,2
Crawford,29 Mulberry W1,Attorney General,,D,A.J. Kotich,18,0,18,0
Crawford,30 Mulberry W2,Attorney General,,D,A.J. Kotich,15,6,9,0
Crawford,31 North Arma,Attorney General,,D,A.J. Kotich,104,27,75,2
Crawford,32 Opolis,Attorney General,,D,A.J. Kotich,45,10,33,2
Crawford,33 Osage-McCune,Attorney General,,D,A.J. Kotich,29,4,25,0
Crawford,34 Parkview,Attorney General,,D,A.J. Kotich,43,13,28,2
Crawford,35 Parkview,Attorney General,,D,A.J. Kotich,47,12,30,5
Crawford,36 Pittsburg W1P1,Attorney General,,D,A.J. Kotich,68,16,46,6
Crawford,37 Pittsburg W1P2,Attorney General,,D,A.J. Kotich,161,39,114,8
Crawford,38 Pittsburg W1P3,Attorney General,,D,A.J. Kotich,348,101,236,11
Crawford,39 Pittsburg W2P1,Attorney General,,D,A.J. Kotich,71,10,58,3
Crawford,40 Pittsburg W2P2,Attorney General,,D,A.J. Kotich,112,28,79,5
Crawford,41 Pittsburg W2P3,Attorney General,,D,A.J. Kotich,135,35,94,6
Crawford,42 Pittsburg W2P4,Attorney General,,D,A.J. Kotich,89,26,61,2
Crawford,43 Pittsburg W2P5,Attorney General,,D,A.J. Kotich,95,25,62,8
Crawford,44 Pittsburg W3P1,Attorney General,,D,A.J. Kotich,104,20,78,6
Crawford,45 Pittsburg W3P2,Attorney General,,D,A.J. Kotich,109,29,75,5
Crawford,46 Pittsburg W4P1,Attorney General,,D,A.J. Kotich,48,8,37,3
Crawford,47 Pittsburg W4P2,Attorney General,,D,A.J. Kotich,84,28,50,6
Crawford,48 Pittsburg W4P3,Attorney General,,D,A.J. Kotich,152,47,102,3
Crawford,49 Pittsburg W4P4,Attorney General,,D,A.J. Kotich,72,16,51,5
Crawford,50 Pittsburg W4P5,Attorney General,,D,A.J. Kotich,188,47,137,4
Crawford,51 Pittsburg W4P6,Attorney General,,D,A.J. Kotich,22,7,15,0
Crawford,52 Raymond,Attorney General,,D,A.J. Kotich,88,18,68,2
Crawford,53 Sheridan-Cherokee,Attorney General,,D,A.J. Kotich,22,2,19,1
Crawford,54 Sheridan,Attorney General,,D,A.J. Kotich,20,2,18,0
Crawford,55 Sherman,Attorney General,,D,A.J. Kotich,69,13,56,0
Crawford,56 Smelter,Attorney General,,D,A.J. Kotich,94,29,63,2
Crawford,57 South Arma,Attorney General,,D,A.J. Kotich,132,37,91,4
Crawford,58 Walnut,Attorney General,,D,A.J. Kotich,16,4,12,0
Crawford,59 Walnut twp,Attorney General,,D,A.J. Kotich,2,0,2,0
Crawford,60 Walnut twp,Attorney General,,D,A.J. Kotich,5,0,5,0
Crawford,61 Walnut-Hepler,Attorney General,,D,A.J. Kotich,1,0,1,0
Crawford,62 Walnut-Hepler,Attorney General,,D,A.J. Kotich,5,0,5,0
Crawford,01 Arcadia,Attorney General,,R,Derek Schmidt,43,6,37,0
Crawford,02 Baker,Attorney General,,R,Derek Schmidt,247,18,220,9
Crawford,03 Beulah,Attorney General,,R,Derek Schmidt,56,8,46,2
Crawford,04 Brazilton,Attorney General,,R,Derek Schmidt,24,2,21,1
Crawford,05 Capaldo,Attorney General,,R,Derek Schmidt,13,1,12,0
Crawford,06 Capaldo,Attorney General,,R,Derek Schmidt,86,17,69,0
Crawford,07 Cherokee,Attorney General,,R,Derek Schmidt,115,8,101,6
Crawford,08 Cherokee-Sheridan,Attorney General,,R,Derek Schmidt,83,6,76,1
Crawford,09 Chicopee,Attorney General,,R,Derek Schmidt,146,24,120,2
Crawford,10 Crawford,Attorney General,,R,Derek Schmidt,136,13,120,3
Crawford,11 Crowe,Attorney General,,R,Derek Schmidt,43,4,39,0
Crawford,12 Franklin,Attorney General,,R,Derek Schmidt,65,8,54,3
Crawford,13 Franklin,Attorney General,,R,Derek Schmidt,4,1,3,0
Crawford,14 Frontenac W1,Attorney General,,R,Derek Schmidt,130,18,107,5
Crawford,15 Frontenac W2,Attorney General,,R,Derek Schmidt,189,38,146,5
Crawford,16 Frontenac W3,Attorney General,,R,Derek Schmidt,81,8,71,2
Crawford,17 Frontenac W4,Attorney General,,R,Derek Schmidt,50,7,42,1
Crawford,18 Girard W1,Attorney General,,R,Derek Schmidt,50,3,47,0
Crawford,19 Girard W2,Attorney General,,R,Derek Schmidt,157,29,126,2
Crawford,20 Girard W3,Attorney General,,R,Derek Schmidt,89,11,74,4
Crawford,21 Girard W4,Attorney General,,R,Derek Schmidt,152,27,119,6
Crawford,22 Grant,Attorney General,,R,Derek Schmidt,73,6,67,0
Crawford,23 Hepler,Attorney General,,R,Derek Schmidt,17,0,16,1
Crawford,24 Lincoln,Attorney General,,R,Derek Schmidt,75,9,66,0
Crawford,25 Lincoln,Attorney General,,R,Derek Schmidt,4,0,4,0
Crawford,26 Lincoln-Arcadia,Attorney General,,R,Derek Schmidt,14,3,10,1
Crawford,27 Lone Star,Attorney General,,R,Derek Schmidt,263,25,234,4
Crawford,28 McCune,Attorney General,,R,Derek Schmidt,67,6,60,1
Crawford,29 Mulberry W1,Attorney General,,R,Derek Schmidt,32,4,28,0
Crawford,30 Mulberry W2,Attorney General,,R,Derek Schmidt,30,1,29,0
Crawford,31 North Arma,Attorney General,,R,Derek Schmidt,129,18,109,2
Crawford,32 Opolis,Attorney General,,R,Derek Schmidt,89,12,76,1
Crawford,33 Osage-McCune,Attorney General,,R,Derek Schmidt,130,10,120,0
Crawford,34 Parkview,Attorney General,,R,Derek Schmidt,34,2,30,2
Crawford,35 Parkview,Attorney General,,R,Derek Schmidt,41,4,35,2
Crawford,36 Pittsburg W1P1,Attorney General,,R,Derek Schmidt,103,15,82,6
Crawford,37 Pittsburg W1P2,Attorney General,,R,Derek Schmidt,188,23,160,5
Crawford,38 Pittsburg W1P3,Attorney General,,R,Derek Schmidt,495,83,405,7
Crawford,39 Pittsburg W2P1,Attorney General,,R,Derek Schmidt,75,7,67,1
Crawford,40 Pittsburg W2P2,Attorney General,,R,Derek Schmidt,104,13,88,3
Crawford,41 Pittsburg W2P3,Attorney General,,R,Derek Schmidt,110,20,87,3
Crawford,42 Pittsburg W2P4,Attorney General,,R,Derek Schmidt,124,14,108,2
Crawford,43 Pittsburg W2P5,Attorney General,,R,Derek Schmidt,188,20,163,5
Crawford,44 Pittsburg W3P1,Attorney General,,R,Derek Schmidt,96,10,80,6
Crawford,45 Pittsburg W3P2,Attorney General,,R,Derek Schmidt,125,19,103,3
Crawford,46 Pittsburg W4P1,Attorney General,,R,Derek Schmidt,34,4,28,2
Crawford,47 Pittsburg W4P2,Attorney General,,R,Derek Schmidt,63,12,44,7
Crawford,48 Pittsburg W4P3,Attorney General,,R,Derek Schmidt,163,18,137,8
Crawford,49 Pittsburg W4P4,Attorney General,,R,Derek Schmidt,69,8,56,5
Crawford,50 Pittsburg W4P5,Attorney General,,R,Derek Schmidt,287,47,236,4
Crawford,51 Pittsburg W4P6,Attorney General,,R,Derek Schmidt,55,4,51,0
Crawford,52 Raymond,Attorney General,,R,Derek Schmidt,182,26,152,4
Crawford,53 Sheridan-Cherokee,Attorney General,,R,Derek Schmidt,19,1,18,0
Crawford,54 Sheridan,Attorney General,,R,Derek Schmidt,24,1,23,0
Crawford,55 Sherman,Attorney General,,R,Derek Schmidt,151,9,140,2
Crawford,56 Smelter,Attorney General,,R,Derek Schmidt,156,8,146,2
Crawford,57 South Arma,Attorney General,,R,Derek Schmidt,138,21,115,2
Crawford,58 Walnut,Attorney General,,R,Derek Schmidt,30,1,29,0
Crawford,59 Walnut twp,Attorney General,,R,Derek Schmidt,0,0,0,0
Crawford,60 Walnut twp,Attorney General,,R,Derek Schmidt,11,0,9,2
Crawford,61 Walnut-Hepler,Attorney General,,R,Derek Schmidt,0,0,0,0
Crawford,62 Walnut-Hepler,Attorney General,,R,Derek Schmidt,14,2,12,0
Crawford,08 Cherokee-Sheridan,Attorney General,,,writeins,1,0,1,0
Crawford,09 Chicopee,Attorney General,,,writeins,1,0,1,0
Crawford,15 Frontenac W2,Attorney General,,,writeins,1,0,1,0
Crawford,27 Lone Star,Attorney General,,,writeins,2,0,2,0
Crawford,28 McCune,Attorney General,,,writeins,1,0,1,0
Crawford,45 Pittsburg W3P2,Attorney General,,,writeins,2,1,1,0
Crawford,48 Pittsburg W4P3,Attorney General,,,writeins,1,0,1,0
Crawford,01 Arcadia,Ballots,,,Ballots Cast,99,22,73,4
Crawford,02 Baker,Ballots,,,Ballots Cast,409,59,333,17
Crawford,03 Beulah,Ballots,,,Ballots Cast,93,14,77,2
Crawford,04 Brazilton,Ballots,,,Ballots Cast,30,2,27,1
Crawford,05 Capaldo,Ballots,,,Ballots Cast,21,2,19,0
Crawford,06 Capaldo,Ballots,,,Ballots Cast,150,30,119,1
Crawford,07 Cherokee,Ballots,,,Ballots Cast,193,16,170,7
Crawford,08 Cherokee-Sheridan,Ballots,,,Ballots Cast,125,9,115,1
Crawford,09 Chicopee,Ballots,,,Ballots Cast,241,43,193,5
Crawford,10 Crawford,Ballots,,,Ballots Cast,174,16,154,4
Crawford,11 Crowe,Ballots,,,Ballots Cast,84,17,65,2
Crawford,12 Franklin,Ballots,,,Ballots Cast,132,25,102,5
Crawford,13 Franklin,Ballots,,,Ballots Cast,6,1,5,0
Crawford,14 Frontenac W1,Ballots,,,Ballots Cast,306,77,216,13
Crawford,15 Frontenac W2,Ballots,,,Ballots Cast,461,97,353,11
Crawford,16 Frontenac W3,Ballots,,,Ballots Cast,184,30,149,5
Crawford,17 Frontenac W4,Ballots,,,Ballots Cast,141,33,104,4
Crawford,18 Girard W1,Ballots,,,Ballots Cast,83,9,74,0
Crawford,19 Girard W2,Ballots,,,Ballots Cast,270,50,218,2
Crawford,20 Girard W3,Ballots,,,Ballots Cast,171,27,139,5
Crawford,21 Girard W4,Ballots,,,Ballots Cast,250,41,202,7
Crawford,22 Grant,Ballots,,,Ballots Cast,116,13,103,0
Crawford,23 Hepler,Ballots,,,Ballots Cast,36,4,30,2
Crawford,24 Lincoln,Ballots,,,Ballots Cast,126,21,104,1
Crawford,25 Lincoln,Ballots,,,Ballots Cast,5,0,5,0
Crawford,26 Lincoln-Arcadia,Ballots,,,Ballots Cast,32,6,25,1
Crawford,27 Lone Star,Ballots,,,Ballots Cast,451,57,386,8
Crawford,28 McCune,Ballots,,,Ballots Cast,121,13,105,3
Crawford,29 Mulberry W1,Ballots,,,Ballots Cast,51,4,47,0
Crawford,30 Mulberry W2,Ballots,,,Ballots Cast,49,7,42,0
Crawford,31 North Arma,Ballots,,,Ballots Cast,247,48,195,4
Crawford,32 Opolis,Ballots,,,Ballots Cast,134,22,109,3
Crawford,33 Osage-McCune,Ballots,,,Ballots Cast,164,14,150,0
Crawford,34 Parkview,Ballots,,,Ballots Cast,78,16,58,4
Crawford,35 Parkview,Ballots,,,Ballots Cast,94,17,70,7
Crawford,36 Pittsburg W1P1,Ballots,,,Ballots Cast,182,31,138,13
Crawford,37 Pittsburg W1P2,Ballots,,,Ballots Cast,369,68,288,13
Crawford,38 Pittsburg W1P3,Ballots,,,Ballots Cast,875,190,666,19
Crawford,39 Pittsburg W2P1,Ballots,,,Ballots Cast,153,19,130,4
Crawford,40 Pittsburg W2P2,Ballots,,,Ballots Cast,219,42,169,8
Crawford,41 Pittsburg W2P3,Ballots,,,Ballots Cast,253,57,187,9
Crawford,42 Pittsburg W2P4,Ballots,,,Ballots Cast,218,43,171,4
Crawford,43 Pittsburg W2P5,Ballots,,,Ballots Cast,295,48,232,15
Crawford,44 Pittsburg W3P1,Ballots,,,Ballots Cast,205,32,161,12
Crawford,45 Pittsburg W3P2,Ballots,,,Ballots Cast,243,49,186,8
Crawford,46 Pittsburg W4P1,Ballots,,,Ballots Cast,85,13,67,5
Crawford,47 Pittsburg W4P2,Ballots,,,Ballots Cast,158,42,100,16
Crawford,48 Pittsburg W4P3,Ballots,,,Ballots Cast,328,67,249,12
Crawford,49 Pittsburg W4P4,Ballots,,,Ballots Cast,147,28,108,11
Crawford,50 Pittsburg W4P5,Ballots,,,Ballots Cast,496,97,390,9
Crawford,51 Pittsburg W4P6,Ballots,,,Ballots Cast,78,11,67,0
Crawford,52 Raymond,Ballots,,,Ballots Cast,279,46,227,6
Crawford,53 Sheridan-Cherokee,Ballots,,,Ballots Cast,43,3,39,1
Crawford,54 Sheridan,Ballots,,,Ballots Cast,46,4,42,0
Crawford,55 Sherman,Ballots,,,Ballots Cast,231,23,206,2
Crawford,56 Smelter,Ballots,,,Ballots Cast,253,37,212,4
Crawford,57 South Arma,Ballots,,,Ballots Cast,279,61,212,6
Crawford,58 Walnut,Ballots,,,Ballots Cast,49,5,44,0
Crawford,59 Walnut twp,Ballots,,,Ballots Cast,2,0,2,0
Crawford,60 Walnut twp,Ballots,,,Ballots Cast,17,1,14,2
Crawford,61 Walnut-Hepler,Ballots,,,Ballots Cast,2,0,2,0
Crawford,62 Walnut-Hepler,Ballots,,,Ballots Cast,19,2,17,0
Crawford,01 Arcadia,U.S. House,2,L,Christopher Clemmons,7,0,7,0
Crawford,02 Baker,U.S. House,2,L,Christopher Clemmons,16,4,12,0
Crawford,03 Beulah,U.S. House,2,L,Christopher Clemmons,7,1,6,0
Crawford,04 Brazilton,U.S. House,2,L,Christopher Clemmons,2,0,2,0
Crawford,05 Capaldo,U.S. House,2,L,Christopher Clemmons,0,0,0,
Crawford,06 Capaldo,U.S. House,2,L,Christopher Clemmons,6,0,6,0
Crawford,07 Cherokee,U.S. House,2,L,Christopher Clemmons,23,2,21,0
Crawford,08 Cherokee-Sheridan,U.S. House,2,L,Christopher Clemmons,7,0,7,0
Crawford,09 Chicopee,U.S. House,2,L,Christopher Clemmons,10,1,9,0
Crawford,10 Crawford,U.S. House,2,L,Christopher Clemmons,10,0,10,0
Crawford,11 Crowe,U.S. House,2,L,Christopher Clemmons,9,5,4,0
Crawford,12 Franklin,U.S. House,2,L,Christopher Clemmons,8,0,7,1
Crawford,13 Franklin,U.S. House,2,L,Christopher Clemmons,1,0,1,0
Crawford,14 Frontenac W1,U.S. House,2,L,Christopher Clemmons,10,3,7,0
Crawford,15 Frontenac W2,U.S. House,2,L,Christopher Clemmons,27,8,19,0
Crawford,16 Frontenac W3,U.S. House,2,L,Christopher Clemmons,10,2,8,0
Crawford,17 Frontenac W4,U.S. House,2,L,Christopher Clemmons,6,0,5,1
Crawford,18 Girard W1,U.S. House,2,L,Christopher Clemmons,7,0,7,0
Crawford,19 Girard W2,U.S. House,2,L,Christopher Clemmons,8,1,7,0
Crawford,20 Girard W3,U.S. House,2,L,Christopher Clemmons,13,1,11,1
Crawford,21 Girard W4,U.S. House,2,L,Christopher Clemmons,17,3,13,1
Crawford,22 Grant,U.S. House,2,L,Christopher Clemmons,3,0,3,0
Crawford,23 Hepler,U.S. House,2,L,Christopher Clemmons,5,0,5,0
Crawford,24 Lincoln,U.S. House,2,L,Christopher Clemmons,7,2,5,0
Crawford,25 Lincoln,U.S. House,2,L,Christopher Clemmons,0,0,0,
Crawford,26 Lincoln-Arcadia,U.S. House,2,L,Christopher Clemmons,3,1,2,0
Crawford,27 Lone Star,U.S. House,2,L,Christopher Clemmons,28,1,27,0
Crawford,28 McCune,U.S. House,2,L,Christopher Clemmons,13,0,13,0
Crawford,29 Mulberry W1,U.S. House,2,L,Christopher Clemmons,4,0,4,0
Crawford,30 Mulberry W2,U.S. House,2,L,Christopher Clemmons,6,2,4,0
Crawford,31 North Arma,U.S. House,2,L,Christopher Clemmons,5,0,5,0
Crawford,32 Opolis,U.S. House,2,L,Christopher Clemmons,7,1,6,0
Crawford,33 Osage-McCune,U.S. House,2,L,Christopher Clemmons,5,0,5,0
Crawford,34 Parkview,U.S. House,2,L,Christopher Clemmons,4,0,4,0
Crawford,35 Parkview,U.S. House,2,L,Christopher Clemmons,4,0,4,0
Crawford,36 Pittsburg W1P1,U.S. House,2,L,Christopher Clemmons,7,2,3,2
Crawford,37 Pittsburg W1P2,U.S. House,2,L,Christopher Clemmons,7,1,5,1
Crawford,38 Pittsburg W1P3,U.S. House,2,L,Christopher Clemmons,29,1,26,2
Crawford,39 Pittsburg W2P1,U.S. House,2,L,Christopher Clemmons,11,0,11,0
Crawford,40 Pittsburg W2P2,U.S. House,2,L,Christopher Clemmons,10,1,6,3
Crawford,41 Pittsburg W2P3,U.S. House,2,L,Christopher Clemmons,10,3,6,1
Crawford,42 Pittsburg W2P4,U.S. House,2,L,Christopher Clemmons,2,0,2,0
Crawford,43 Pittsburg W2P5,U.S. House,2,L,Christopher Clemmons,13,1,12,0
Crawford,44 Pittsburg W3P1,U.S. House,2,L,Christopher Clemmons,9,1,8,0
Crawford,45 Pittsburg W3P2,U.S. House,2,L,Christopher Clemmons,11,2,9,0
Crawford,46 Pittsburg W4P1,U.S. House,2,L,Christopher Clemmons,6,2,3,1
Crawford,47 Pittsburg W4P2,U.S. House,2,L,Christopher Clemmons,4,2,2,0
Crawford,48 Pittsburg W4P3,U.S. House,2,L,Christopher Clemmons,26,1,24,1
Crawford,49 Pittsburg W4P4,U.S. House,2,L,Christopher Clemmons,6,1,4,1
Crawford,50 Pittsburg W4P5,U.S. House,2,L,Christopher Clemmons,24,3,20,1
Crawford,51 Pittsburg W4P6,U.S. House,2,L,Christopher Clemmons,4,3,1,0
Crawford,52 Raymond,U.S. House,2,L,Christopher Clemmons,12,0,11,1
Crawford,53 Sheridan-Cherokee,U.S. House,2,L,Christopher Clemmons,6,1,5,0
Crawford,54 Sheridan,U.S. House,2,L,Christopher Clemmons,3,0,3,0
Crawford,55 Sherman,U.S. House,2,L,Christopher Clemmons,15,2,13,0
Crawford,56 Smelter,U.S. House,2,L,Christopher Clemmons,10,2,8,0
Crawford,57 South Arma,U.S. House,2,L,Christopher Clemmons,12,4,8,0
Crawford,58 Walnut,U.S. House,2,L,Christopher Clemmons,5,1,4,0
Crawford,59 Walnut twp,U.S. House,2,L,Christopher Clemmons,1,0,1,0
Crawford,60 Walnut twp,U.S. House,2,L,Christopher Clemmons,1,0,1,0
Crawford,61 Walnut-Hepler,U.S. House,2,L,Christopher Clemmons,1,0,1,0
Crawford,62 Walnut-Hepler,U.S. House,2,L,Christopher Clemmons,1,0,1,0
Crawford,01 Arcadia,U.S. House,2,R,Lynn Jenkins,49,8,41,0
Crawford,02 Baker,U.S. House,2,R,Lynn Jenkins,244,19,218,7
Crawford,03 Beulah,U.S. House,2,R,Lynn Jenkins,55,7,46,2
Crawford,04 Brazilton,U.S. House,2,R,Lynn Jenkins,21,2,19,0
Crawford,05 Capaldo,U.S. House,2,R,Lynn Jenkins,14,1,13,0
Crawford,06 Capaldo,U.S. House,2,R,Lynn Jenkins,75,11,64,0
Crawford,07 Cherokee,U.S. House,2,R,Lynn Jenkins,96,8,83,5
Crawford,08 Cherokee-Sheridan,U.S. House,2,R,Lynn Jenkins,81,6,74,1
Crawford,09 Chicopee,U.S. House,2,R,Lynn Jenkins,143,22,118,3
Crawford,10 Crawford,U.S. House,2,R,Lynn Jenkins,125,12,109,4
Crawford,11 Crowe,U.S. House,2,R,Lynn Jenkins,40,1,38,1
Crawford,12 Franklin,U.S. House,2,R,Lynn Jenkins,62,7,53,2
Crawford,13 Franklin,U.S. House,2,R,Lynn Jenkins,3,1,2,0
Crawford,14 Frontenac W1,U.S. House,2,R,Lynn Jenkins,123,20,97,6
Crawford,15 Frontenac W2,U.S. House,2,R,Lynn Jenkins,179,31,140,8
Crawford,16 Frontenac W3,U.S. House,2,R,Lynn Jenkins,78,8,67,3
Crawford,17 Frontenac W4,U.S. House,2,R,Lynn Jenkins,59,9,48,2
Crawford,18 Girard W1,U.S. House,2,R,Lynn Jenkins,43,4,39,0
Crawford,19 Girard W2,U.S. House,2,R,Lynn Jenkins,155,25,128,2
Crawford,20 Girard W3,U.S. House,2,R,Lynn Jenkins,76,8,64,4
Crawford,21 Girard W4,U.S. House,2,R,Lynn Jenkins,143,24,116,3
Crawford,22 Grant,U.S. House,2,R,Lynn Jenkins,87,7,80,0
Crawford,23 Hepler,U.S. House,2,R,Lynn Jenkins,22,2,18,2
Crawford,24 Lincoln,U.S. House,2,R,Lynn Jenkins,73,8,65,0
Crawford,25 Lincoln,U.S. House,2,R,Lynn Jenkins,4,0,4,0
Crawford,26 Lincoln-Arcadia,U.S. House,2,R,Lynn Jenkins,14,2,11,1
Crawford,27 Lone Star,U.S. House,2,R,Lynn Jenkins,241,24,214,3
Crawford,28 McCune,U.S. House,2,R,Lynn Jenkins,60,7,51,2
Crawford,29 Mulberry W1,U.S. House,2,R,Lynn Jenkins,33,4,29,0
Crawford,30 Mulberry W2,U.S. House,2,R,Lynn Jenkins,25,1,24,0
Crawford,31 North Arma,U.S. House,2,R,Lynn Jenkins,134,16,116,2
Crawford,32 Opolis,U.S. House,2,R,Lynn Jenkins,76,10,65,1
Crawford,33 Osage-McCune,U.S. House,2,R,Lynn Jenkins,132,11,121,0
Crawford,34 Parkview,U.S. House,2,R,Lynn Jenkins,27,5,20,2
Crawford,35 Parkview,U.S. House,2,R,Lynn Jenkins,43,4,37,2
Crawford,36 Pittsburg W1P1,U.S. House,2,R,Lynn Jenkins,105,12,89,4
Crawford,37 Pittsburg W1P2,U.S. House,2,R,Lynn Jenkins,185,23,159,3
Crawford,38 Pittsburg W1P3,U.S. House,2,R,Lynn Jenkins,472,78,387,7
Crawford,39 Pittsburg W2P1,U.S. House,2,R,Lynn Jenkins,73,6,66,1
Crawford,40 Pittsburg W2P2,U.S. House,2,R,Lynn Jenkins,100,10,88,2
Crawford,41 Pittsburg W2P3,U.S. House,2,R,Lynn Jenkins,103,15,85,3
Crawford,42 Pittsburg W2P4,U.S. House,2,R,Lynn Jenkins,122,17,102,3
Crawford,43 Pittsburg W2P5,U.S. House,2,R,Lynn Jenkins,170,20,146,4
Crawford,44 Pittsburg W3P1,U.S. House,2,R,Lynn Jenkins,97,11,80,6
Crawford,45 Pittsburg W3P2,U.S. House,2,R,Lynn Jenkins,122,16,102,4
Crawford,46 Pittsburg W4P1,U.S. House,2,R,Lynn Jenkins,32,5,25,2
Crawford,47 Pittsburg W4P2,U.S. House,2,R,Lynn Jenkins,66,9,47,10
Crawford,48 Pittsburg W4P3,U.S. House,2,R,Lynn Jenkins,151,19,125,7
Crawford,49 Pittsburg W4P4,U.S. House,2,R,Lynn Jenkins,69,11,51,7
Crawford,50 Pittsburg W4P5,U.S. House,2,R,Lynn Jenkins,278,45,229,4
Crawford,51 Pittsburg W4P6,U.S. House,2,R,Lynn Jenkins,52,4,48,0
Crawford,52 Raymond,U.S. House,2,R,Lynn Jenkins,171,19,148,4
Crawford,53 Sheridan-Cherokee,U.S. House,2,R,Lynn Jenkins,19,1,18,0
Crawford,54 Sheridan,U.S. House,2,R,Lynn Jenkins,22,1,21,0
Crawford,55 Sherman,U.S. House,2,R,Lynn Jenkins,138,8,128,2
Crawford,56 Smelter,U.S. House,2,R,Lynn Jenkins,152,9,141,2
Crawford,57 South Arma,U.S. House,2,R,Lynn Jenkins,141,18,121,2
Crawford,58 Walnut,U.S. House,2,R,Lynn Jenkins,33,2,31,0
Crawford,59 Walnut twp,U.S. House,2,R,Lynn Jenkins,0,0,0,
Crawford,60 Walnut twp,U.S. House,2,R,Lynn Jenkins,10,0,9,1
Crawford,61 Walnut-Hepler,U.S. House,2,R,Lynn Jenkins,0,0,0,
Crawford,62 Walnut-Hepler,U.S. House,2,R,Lynn Jenkins,10,2,8,0
Crawford,01 Arcadia,U.S. House,2,D,Margie Wakefield,41,14,24,3
Crawford,02 Baker,U.S. House,2,D,Margie Wakefield,144,35,99,10
Crawford,03 Beulah,U.S. House,2,D,Margie Wakefield,28,6,22,0
Crawford,04 Brazilton,U.S. House,2,D,Margie Wakefield,7,0,6,1
Crawford,05 Capaldo,U.S. House,2,D,Margie Wakefield,7,1,6,0
Crawford,06 Capaldo,U.S. House,2,D,Margie Wakefield,68,19,48,1
Crawford,07 Cherokee,U.S. House,2,D,Margie Wakefield,72,6,64,2
Crawford,08 Cherokee-Sheridan,U.S. House,2,D,Margie Wakefield,36,3,33,0
Crawford,09 Chicopee,U.S. House,2,D,Margie Wakefield,84,19,63,2
Crawford,10 Crawford,U.S. House,2,D,Margie Wakefield,37,4,33,0
Crawford,11 Crowe,U.S. House,2,D,Margie Wakefield,32,10,21,1
Crawford,12 Franklin,U.S. House,2,D,Margie Wakefield,62,18,42,2
Crawford,13 Franklin,U.S. House,2,D,Margie Wakefield,2,0,2,0
Crawford,14 Frontenac W1,U.S. House,2,D,Margie Wakefield,166,52,108,6
Crawford,15 Frontenac W2,U.S. House,2,D,Margie Wakefield,245,53,189,3
Crawford,16 Frontenac W3,U.S. House,2,D,Margie Wakefield,91,18,71,2
Crawford,17 Frontenac W4,U.S. House,2,D,Margie Wakefield,76,24,51,1
Crawford,18 Girard W1,U.S. House,2,D,Margie Wakefield,31,4,27,0
Crawford,19 Girard W2,U.S. House,2,D,Margie Wakefield,102,24,78,0
Crawford,20 Girard W3,U.S. House,2,D,Margie Wakefield,82,18,64,0
Crawford,21 Girard W4,U.S. House,2,D,Margie Wakefield,84,14,67,3
Crawford,22 Grant,U.S. House,2,D,Margie Wakefield,26,6,20,0
Crawford,23 Hepler,U.S. House,2,D,Margie Wakefield,7,2,5,0
Crawford,24 Lincoln,U.S. House,2,D,Margie Wakefield,45,11,33,1
Crawford,25 Lincoln,U.S. House,2,D,Margie Wakefield,1,0,1,0
Crawford,26 Lincoln-Arcadia,U.S. House,2,D,Margie Wakefield,14,3,11,0
