county,precinct,office,district,party,candidate,vote
Kearny,Hibbard E,U.S. House 1,1,D,James Sherow,7
Kearny,Hibbard W,U.S. House 1,1,D,James Sherow,0
Kearny,Kendall,U.S. House 1,1,D,James Sherow,1
Kearny,Lakin City 1,U.S. House 1,1,D,James Sherow,48
Kearny,Lakin twp 1,U.S. House 1,1,D,James Sherow,12
Kearny,Lakin City 2,U.S. House 1,1,D,James Sherow,47
Kearny,Southside,U.S. House 1,1,D,James Sherow,7
Kearny,Advance,U.S. House 1,1,D,James Sherow,32
Kearny,Deerfield,Governor,,R,Sam Brownback,104
Kearny,Hartland,Governor,,R,Sam Brownback,26
Kearny,Hibbard E,Governor,,R,Sam Brownback,25
Kearny,Hibbard W,Governor,,R,Sam Brownback,12
Kearny,Kendall,Governor,,R,Sam Brownback,14
Kearny,Lakin City 1,Governor,,R,Sam Brownback,179
Kearny,Lakin twp 1,Governor,,R,Sam Brownback,53
Kearny,Lakin City 2,Governor,,R,Sam Brownback,124
Kearny,Southside,Governor,,R,Sam Brownback,49
Kearny,Advance,Governor,,R,Sam Brownback,130
Kearny,Deerfield,Governor,,D,Paul Davis,61
Kearny,Hartland,Governor,,D,Paul Davis,1
Kearny,Hibbard E,Governor,,D,Paul Davis,6
Kearny,Hibbard W,Governor,,D,Paul Davis,1
Kearny,Kendall,Governor,,D,Paul Davis,0
Kearny,Lakin City 1,Governor,,D,Paul Davis,65
Kearny,Lakin twp 1,Governor,,D,Paul Davis,13
Kearny,Lakin City 2,Governor,,D,Paul Davis,61
Kearny,Southside,Governor,,D,Paul Davis,6
Kearny,Advance,Governor,,D,Paul Davis,48
Kearny,Deerfield,Governor,,L,Keen Umbehr,5
Kearny,Hartland,Governor,,L,Keen Umbehr,0
Kearny,Hibbard E,Governor,,L,Keen Umbehr,1
Kearny,Hibbard W,Governor,,L,Keen Umbehr,0
Kearny,Kendall,Governor,,L,Keen Umbehr,0
Kearny,Lakin City 1,Governor,,L,Keen Umbehr,5
Kearny,Lakin twp 1,Governor,,L,Keen Umbehr,1
Kearny,Lakin City 2,Governor,,L,Keen Umbehr,9
Kearny,Southside,Governor,,L,Keen Umbehr,1
Kearny,Advance,Governor,,L,Keen Umbehr,4
Kearny,Deerfield,Secretary of State,,R,Kris Kobach,127
Kearny,Hartland,Secretary of State,,R,Kris Kobach,25
Kearny,Hibbard E,Secretary of State,,R,Kris Kobach,28
Kearny,Hibbard W,Secretary of State,,R,Kris Kobach,12
Kearny,Kendall,Secretary of State,,R,Kris Kobach,14
Kearny,Lakin City 1,Secretary of State,,R,Kris Kobach,198
Kearny,Lakin twp 1,Secretary of State,,R,Kris Kobach,58
Kearny,Lakin City 2,Secretary of State,,R,Kris Kobach,144
Kearny,Southside,Secretary of State,,R,Kris Kobach,49
Kearny,Advance,Secretary of State,,R,Kris Kobach,139
Kearny,Deerfield,Secretary of State,,D,Jean Schodorf,42
Kearny,Hartland,Secretary of State,,D,Jean Schodorf,2
Kearny,Hibbard E,Secretary of State,,D,Jean Schodorf,4
Kearny,Hibbard W,Secretary of State,,D,Jean Schodorf,1
Kearny,Kendall,Secretary of State,,D,Jean Schodorf,0
Kearny,Lakin City 1,Secretary of State,,D,Jean Schodorf,50
Kearny,Lakin twp 1,Secretary of State,,D,Jean Schodorf,11
Kearny,Lakin City 2,Secretary of State,,D,Jean Schodorf,47
Kearny,Southside,Secretary of State,,D,Jean Schodorf,6
Kearny,Advance,Secretary of State,,D,Jean Schodorf,36
Kearny,Deerfield,Attorney General,,R,Derek Schmidt,125
Kearny,Hartland,Attorney General,,R,Derek Schmidt,25
Kearny,Hibbard E,Attorney General,,R,Derek Schmidt,27
Kearny,Hibbard W,Attorney General,,R,Derek Schmidt,12
Kearny,Kendall,Attorney General,,R,Derek Schmidt,13
Kearny,Lakin City 1,Attorney General,,R,Derek Schmidt,205
Kearny,Lakin twp 1,Attorney General,,R,Derek Schmidt,57
Kearny,Lakin City 2,Attorney General,,R,Derek Schmidt,142
Kearny,Southside,Attorney General,,R,Derek Schmidt,51
Kearny,Advance,Attorney General,,R,Derek Schmidt,150
Kearny,Deerfield,Attorney General,,D,AJ Kotich,38
Kearny,Hartland,Attorney General,,D,AJ Kotich,0
Kearny,Hibbard E,Attorney General,,D,AJ Kotich,3
Kearny,Hibbard W,Attorney General,,D,AJ Kotich,0
Kearny,Kendall,Attorney General,,D,AJ Kotich,1
Kearny,Lakin City 1,Attorney General,,D,AJ Kotich,33
Kearny,Lakin twp 1,Attorney General,,D,AJ Kotich,11
Kearny,Lakin City 2,Attorney General,,D,AJ Kotich,48
Kearny,Southside,Attorney General,,D,AJ Kotich,5
Kearny,Advance,Attorney General,,D,AJ Kotich,24
Kearny,Deerfield,State Treasurer,,R,Ron Estes,143
Kearny,Hartland,State Treasurer,,R,Ron Estes,26
Kearny,Hibbard E,State Treasurer,,R,Ron Estes,32
Kearny,Hibbard W,State Treasurer,,R,Ron Estes,12
Kearny,Kendall,State Treasurer,,R,Ron Estes,14
Kearny,Lakin City 1,State Treasurer,,R,Ron Estes,211
Kearny,Lakin twp 1,State Treasurer,,R,Ron Estes,62
Kearny,Lakin City 2,State Treasurer,,R,Ron Estes,157
Kearny,Southside,State Treasurer,,R,Ron Estes,54
Kearny,Advance,State Treasurer,,R,Ron Estes,145
Kearny,Deerfield,State Treasurer,,D,Carmen Alldritt,26
Kearny,Hartland,State Treasurer,,D,Carmen Alldritt,1
Kearny,Hibbard E,State Treasurer,,D,Carmen Alldritt,1
Kearny,Hibbard W,State Treasurer,,D,Carmen Alldritt,0
Kearny,Kendall,State Treasurer,,D,Carmen Alldritt,0
Kearny,Lakin City 1,State Treasurer,,D,Carmen Alldritt,27
Kearny,Lakin twp 1,State Treasurer,,D,Carmen Alldritt,6
Kearny,Lakin City 2,State Treasurer,,D,Carmen Alldritt,34
Kearny,Southside,State Treasurer,,D,Carmen Alldritt,2
Kearny,Advance,State Treasurer,,D,Carmen Alldritt,25
Kearny,Deerfield,Insurance Commissioner,,R,Ron Selzer,123
Kearny,Hartland,Insurance Commissioner,,R,Ron Selzer,26
Kearny,Hibbard E,Insurance Commissioner,,R,Ron Selzer,25
Kearny,Hibbard W,Insurance Commissioner,,R,Ron Selzer,12
Kearny,Kendall,Insurance Commissioner,,R,Ron Selzer,14
Kearny,Lakin City 1,Insurance Commissioner,,R,Ron Selzer,185
Kearny,Lakin twp 1,Insurance Commissioner,,R,Ron Selzer,58
Kearny,Lakin City 2,Insurance Commissioner,,R,Ron Selzer,145
Kearny,Southside,Insurance Commissioner,,R,Ron Selzer,51
Kearny,Advance,Insurance Commissioner,,R,Ron Selzer,133
Kearny,Deerfield,Insurance Commissioner,,D,Dennis Anderson,43
Kearny,Hartland,Insurance Commissioner,,D,Dennis Anderson,0
Kearny,Hibbard E,Insurance Commissioner,,D,Dennis Anderson,3
Kearny,Hibbard W,Insurance Commissioner,,D,Dennis Anderson,0
Kearny,Kendall,Insurance Commissioner,,D,Dennis Anderson,0
Kearny,Lakin City 1,Insurance Commissioner,,D,Dennis Anderson,47
Kearny,Lakin twp 1,Insurance Commissioner,,D,Dennis Anderson,9
Kearny,Lakin City 2,Insurance Commissioner,,D,Dennis Anderson,41
Kearny,Southside,Insurance Commissioner,,D,Dennis Anderson,5
Kearny,Advance,Insurance Commissioner,,D,Dennis Anderson,34
Kearny,Deerfield,State House 122,122,R,Russ Jennings,146
Kearny,Hartland,State House 122,122,R,Russ Jennings,23
Kearny,Hibbard E,State House 122,122,R,Russ Jennings,25
Kearny,Hibbard W,State House 122,122,R,Russ Jennings,9
Kearny,Kendall,State House 122,122,R,Russ Jennings,14
Kearny,Lakin City 1,State House 122,122,R,Russ Jennings,224
Kearny,Lakin twp 1,State House 122,122,R,Russ Jennings,64
Kearny,Lakin City 2,State House 122,122,R,Russ Jennings,165
Kearny,Southside,State House 122,122,R,Russ Jennings,46
Kearny,Advance,State House 122,122,R,Russ Jennings,155
Kearny,Hibbard W,State House 122,122,wri,Stan Rice,2
Kearny,Deerfield,State House 122,122,wri,Randy Hazlett,1
Kearny,Lakin City 1,State House 122,122,wri,Stan Rice,2
Kearny,Lakin twp 1,State House 122,122,wri,Stan Rice,1
Kearny,Southside,State House 122,122,wri,Stan Rice,4
Kearny,Southside,State House 122,122,wri,Randy Hazlett,2
Kearny,Advance,State House 122,122,wri,Randy Hazlett,2
