county,precinct,office,district,party,candidate,votes,
Thomas,Lacey,U.S. Senate,,D,Patrick Wiesner,7,
Thomas,Lacey,U.S. Senate,,R,Jerry Moran,55,
Thomas,Lacey,U.S. Senate,,L,Robert D Garrard,1,
Thomas,Lacey,U.S. House,1,R,Roger Marshall,52,
Thomas,Lacey,U.S. House,1,L,Kerry Burt,0,
Thomas,Lacey,U.S. House,1,i,Alan LaPolice,12,
Thomas,Lacey,State Senate,40,D,Alex Herman,7,
Thomas,Lacey,State Senate,40,R,Richard (Rick) Billinger,56,
Thomas,Lacey,State House,118,R,Don Hineman,55,
Thomas,Menlo,President,,D,Clinton & Kaine,8,
Thomas,Menlo,President,,R,Trump & Pence,27,
Thomas,Menlo,President,,L,Johnson & Weld,1,
Thomas,Menlo,President,,i,Stein & Baraka,0,
Thomas,Menlo,U.S. Senate,,D,Patrick Wiesner,2,
Thomas,Menlo,U.S. Senate,,R,Jerry Moran,33,
Thomas,Menlo,U.S. Senate,,L,Robert D Garrard,1,
Thomas,Menlo,U.S. House,1,R,Roger Marshall,33,
Thomas,Menlo,U.S. House,1,L,Kerry Burt,0,
Thomas,Menlo,U.S. House,1,i,Alan LaPolice,3,
Thomas,Menlo,State Senate,40,D,Alex Herman,4,
Thomas,Menlo,State Senate,40,R,Richard (Rick) Billinger,33,
Thomas,Menlo,State House,118,R,Don Hineman,34,
Thomas,East Morgan,President,,D,Clinton & Kaine,14,
Thomas,East Morgan,President,,R,Trump & Pence,122,
Thomas,East Morgan,President,,L,Johnson & Weld,3,
Thomas,East Morgan,President,,i,Stein & Baraka,1,
Thomas,East Morgan,U.S. Senate,,D,Patrick Wiesner,16,
Thomas,East Morgan,U.S. Senate,,R,Jerry Moran,123,
Thomas,East Morgan,U.S. Senate,,L,Robert D Garrard,4,
Thomas,East Morgan,U.S. House,1,R,Roger Marshall,111,
Thomas,East Morgan,U.S. House,1,L,Kerry Burt,3,
Thomas,East Morgan,U.S. House,1,i,Alan LaPolice,24,
Thomas,East Morgan,State Senate,40,D,Alex Herman,15,
Thomas,East Morgan,State Senate,40,R,Richard (Rick) Billinger,125,
Thomas,East Morgan,State House,120,D,Bonita L. Peterson,17,
Thomas,East Morgan,State House,120,R,Adam Smith,123,
Thomas,West Morgan,President,,D,Clinton & Kaine,35,
Thomas,West Morgan,President,,R,Trump & Pence,201,
Thomas,West Morgan,President,,L,Johnson & Weld,3,
Thomas,West Morgan,President,,i,Stein & Baraka,1,
Thomas,West Morgan,U.S. Senate,,D,Patrick Wiesner,28,
Thomas,West Morgan,U.S. Senate,,R,Jerry Moran,206,
Thomas,West Morgan,U.S. Senate,,L,Robert D Garrard,5,
Thomas,West Morgan,U.S. House,1,R,Roger Marshall,187,
Thomas,West Morgan,U.S. House,1,L,Kerry Burt,10,
Thomas,West Morgan,U.S. House,1,i,Alan LaPolice,39,
Thomas,West Morgan,State Senate,40,D,Alex Herman,33,
Thomas,West Morgan,State Senate,40,R,Richard (Rick) Billinger,207,
Thomas,West Morgan,State House,120,D,Bonita L. Peterson,30,
Thomas,West Morgan,State House,120,R,Adam Smith,200,
Thomas,North Randall,President,,D,Clinton & Kaine,1,
Thomas,North Randall,President,,R,Trump & Pence,38,
Thomas,North Randall,President,,L,Johnson & Weld,2,
Thomas,North Randall,President,,i,Stein & Baraka,0,
Thomas,North Randall,U.S. Senate,,D,Patrick Wiesner,1,
Thomas,North Randall,U.S. Senate,,R,Jerry Moran,37,
Thomas,North Randall,U.S. Senate,,L,Robert D Garrard,2,
Thomas,North Randall,U.S. House,1,R,Roger Marshall,29,
Thomas,North Randall,U.S. House,1,L,Kerry Burt,1,
Thomas,North Randall,U.S. House,1,i,Alan LaPolice,5,
Thomas,North Randall,State Senate,40,D,Alex Herman,0,
Thomas,North Randall,State Senate,40,R,Richard (Rick) Billinger,41,
Thomas,North Randall,State House,118,R,Don Hineman,41,
Thomas,South Randall,President,,D,Clinton & Kaine,17,
Thomas,South Randall,President,,R,Trump & Pence,102,
Thomas,South Randall,President,,L,Johnson & Weld,4,
Thomas,South Randall,President,,i,Stein & Baraka,1,
Thomas,South Randall,U.S. Senate,,D,Patrick Wiesner,15,
Thomas,South Randall,U.S. Senate,,R,Jerry Moran,105,
Thomas,South Randall,U.S. Senate,,L,Robert D Garrard,3,
Thomas,South Randall,U.S. House,1,R,Roger Marshall,97,
Thomas,South Randall,U.S. House,1,L,Kerry Burt,5,
Thomas,South Randall,U.S. House,1,i,Alan LaPolice,20,
Thomas,South Randall,State Senate,40,D,Alex Herman,22,
Thomas,South Randall,State Senate,40,R,Richard (Rick) Billinger,99,
Thomas,South Randall,State House,118,R,Don Hineman,111,
Thomas,Rovohl,President,,D,Clinton & Kaine,5,
Thomas,Rovohl,President,,R,Trump & Pence,73,
Thomas,Rovohl,President,,L,Johnson & Weld,5,
Thomas,Rovohl,President,,i,Stein & Baraka,2,
Thomas,Rovohl,U.S. Senate,,D,Patrick Wiesner,6,
Thomas,Rovohl,U.S. Senate,,R,Jerry Moran,74,
Thomas,Rovohl,U.S. Senate,,L,Robert D Garrard,4,
Thomas,Rovohl,U.S. House,1,R,Roger Marshall,67,
Thomas,Rovohl,U.S. House,1,L,Kerry Burt,3,
Thomas,Rovohl,U.S. House,1,i,Alan LaPolice,15,
Thomas,Rovohl,State Senate,40,D,Alex Herman,7,
Thomas,Rovohl,State Senate,40,R,Richard (Rick) Billinger,77,
Thomas,Rovohl,State House,120,D,Bonita L. Peterson,10,
Thomas,Rovohl,State House,120,R,Adam Smith,74,
Thomas,Smith,President,,D,Clinton & Kaine,4,
Thomas,Smith,President,,R,Trump & Pence,77,
Thomas,Smith,President,,L,Johnson & Weld,3,
Thomas,Smith,President,,i,Stein & Baraka,2,
Thomas,Smith,U.S. Senate,,D,Patrick Wiesner,5,
Thomas,Smith,U.S. Senate,,R,Jerry Moran,79,
Thomas,Smith,U.S. Senate,,L,Robert D Garrard,2,
Thomas,Smith,U.S. House,1,R,Roger Marshall,77,
Thomas,Smith,U.S. House,1,L,Kerry Burt,1,
Thomas,Smith,U.S. House,1,i,Alan LaPolice,7,
Thomas,Smith,State Senate,40,D,Alex Herman,9,
Thomas,Smith,State Senate,40,R,Richard (Rick) Billinger,75,
Thomas,Smith,State House,118,R,Don Hineman,78,
Thomas,Summers,President,,D,Clinton & Kaine,5,
Thomas,Summers,President,,R,Trump & Pence,97,
Thomas,Summers,President,,L,Johnson & Weld,4,
Thomas,Summers,President,,i,Stein & Baraka,0,
Thomas,Summers,U.S. Senate,,D,Patrick Wiesner,6,
Thomas,Summers,U.S. Senate,,R,Jerry Moran,95,
Thomas,Summers,U.S. Senate,,L,Robert D Garrard,5,
Thomas,Summers,U.S. House,1,R,Roger Marshall,83,
Thomas,Summers,U.S. House,1,L,Kerry Burt,6,
Thomas,Summers,U.S. House,1,i,Alan LaPolice,12,
Thomas,Summers,State Senate,40,D,Alex Herman,8,
Thomas,Summers,State Senate,40,R,Richard (Rick) Billinger,97,
Thomas,Summers,State House,118,R,Don Hineman,95,
Thomas,Wendell,President,,D,Clinton & Kaine,3,
Thomas,Wendell,President,,R,Trump & Pence,36,
Thomas,Wendell,President,,L,Johnson & Weld,1,
Thomas,Wendell,President,,i,Stein & Baraka,0,
Thomas,Wendell,U.S. Senate,,D,Patrick Wiesner,3,
Thomas,Wendell,U.S. Senate,,R,Jerry Moran,34,
Thomas,Wendell,U.S. Senate,,L,Robert D Garrard,3,
Thomas,Wendell,U.S. House,1,R,Roger Marshall,33,
Thomas,Wendell,U.S. House,1,L,Kerry Burt,1,
Thomas,Wendell,U.S. House,1,i,Alan LaPolice,6,
Thomas,Wendell,State Senate,40,D,Alex Herman,3,
Thomas,Wendell,State Senate,40,R,Richard (Rick) Billinger,37,
Thomas,Wendell,State House,118,R,Don Hineman,38,
Thomas,Ward 1,President,,D,Clinton & Kaine,75,
Thomas,Ward 1,President,,R,Trump & Pence,341,
Thomas,Ward 1,President,,L,Johnson & Weld,27,
Thomas,Ward 1,President,,i,Stein & Baraka,10,
Thomas,Ward 1,U.S. Senate,,D,Patrick Wiesner,68,
Thomas,Ward 1,U.S. Senate,,R,Jerry Moran,368,
Thomas,Ward 1,U.S. Senate,,L,Robert D Garrard,20,
Thomas,Ward 1,U.S. House,1,R,Roger Marshall,352,
Thomas,Ward 1,U.S. House,1,L,Kerry Burt,20,
Thomas,Ward 1,U.S. House,1,i,Alan LaPolice,72,
Thomas,Ward 1,State Senate,40,D,Alex Herman,97,
Thomas,Ward 1,State Senate,40,R,Richard (Rick) Billinger,353,
Thomas,Ward 1,State House,120,D,Bonita L. Peterson,82,
Thomas,Ward 1,State House,120,R,Adam Smith,369,
Thomas,Ward 2,President,,D,Clinton & Kaine,71,
Thomas,Ward 2,President,,R,Trump & Pence,371,
Thomas,Ward 2,President,,L,Johnson & Weld,15,
Thomas,Ward 2,President,,i,Stein & Baraka,9,
Thomas,Ward 2,U.S. Senate,,D,Patrick Wiesner,66,
Thomas,Ward 2,U.S. Senate,,R,Jerry Moran,390,
Thomas,Ward 2,U.S. Senate,,L,Robert D Garrard,17,
Thomas,Ward 2,U.S. House,1,R,Roger Marshall,374,
Thomas,Ward 2,U.S. House,1,L,Kerry Burt,15,
Thomas,Ward 2,U.S. House,1,i,Alan LaPolice,73,
Thomas,Ward 2,State Senate,40,D,Alex Herman,92,
Thomas,Ward 2,State Senate,40,R,Richard (Rick) Billinger,378,
Thomas,Ward 2,State House,120,D,Bonita L. Peterson,77,
Thomas,Ward 2,State House,120,R,Adam Smith,389,
Thomas,Ward 3,President,,D,Clinton & Kaine,92,
Thomas,Ward 3,President,,R,Trump & Pence,554,
Thomas,Ward 3,President,,L,Johnson & Weld,28,
Thomas,Ward 3,President,,i,Stein & Baraka,20,
Thomas,Ward 3,U.S. Senate,,D,Patrick Wiesner,78,
Thomas,Ward 3,U.S. Senate,,R,Jerry Moran,579,
Thomas,Ward 3,U.S. Senate,,L,Robert D Garrard,35,
Thomas,Ward 3,U.S. House,1,R,Roger Marshall,539,
Thomas,Ward 3,U.S. House,1,L,Kerry Burt,35,
Thomas,Ward 3,U.S. House,1,i,Alan LaPolice,109,
Thomas,Ward 3,State Senate,40,D,Alex Herman,121,
Thomas,Ward 3,State Senate,40,R,Richard (Rick) Billinger,560,
Thomas,Ward 3,State House,120,D,Bonita L. Peterson,106,
Thomas,Ward 3,State House,120,R,Adam Smith,570,
Thomas,Ward 4,President,,D,Clinton & Kaine,106,
Thomas,Ward 4,President,,R,Trump & Pence,452,
Thomas,Ward 4,President,,L,Johnson & Weld,24,
Thomas,Ward 4,President,,i,Stein & Baraka,6,
Thomas,Ward 4,U.S. Senate,,D,Patrick Wiesner,80,
Thomas,Ward 4,U.S. Senate,,R,Jerry Moran,489,
Thomas,Ward 4,U.S. Senate,,L,Robert D Garrard,27,
Thomas,Ward 4,U.S. House,1,R,Roger Marshall,453,
Thomas,Ward 4,U.S. House,1,L,Kerry Burt,29,
Thomas,Ward 4,U.S. House,1,i,Alan LaPolice,102,
Thomas,Ward 4,State Senate,40,D,Alex Herman,112,
Thomas,Ward 4,State Senate,40,R,Richard (Rick) Billinger,478,
Thomas,Ward 4,State House,120,D,Bonita L. Peterson,99,
Thomas,Ward 4,State House,120,R,Adam Smith,486,
Thomas,Provisional,President,,D,Clinton & Kaine,6,
Thomas,Provisional,President,,R,Trump & Pence,76,
Thomas,Provisional,President,,L,Johnson & Weld,2,
Thomas,Provisional,President,,i,Stein & Baraka,1,
Thomas,Provisional,U.S. Senate,,D,Patrick Wiesner,7,
Thomas,Provisional,U.S. Senate,,R,Jerry Moran,66,
Thomas,Provisional,U.S. Senate,,L,Robert D Garrard,7,
Thomas,Provisional,U.S. House,1,R,Roger Marshall,65,
Thomas,Provisional,U.S. House,1,L,Kerry Burt,3,
Thomas,Provisional,U.S. House,1,i,Alan LaPolice,10,
Thomas,Provisional,State Senate,40,D,Alex Herman,15,
Thomas,Provisional,State Senate,40,R,Richard (Rick) Billinger,63,
Thomas,Provisional,State House,118,R,Don Hineman,1,
Thomas,Provisional,State House,120,D,Bonita L. Peterson,8,
Thomas,Provisional,State House,120,R,Adam Smith,63,
Thomas,Total,President,,D,Clinton & Kaine,473,
Thomas,Total,President,,R,Trump & Pence,2908,
Thomas,Total,President,,L,Johnson & Weld,131,
Thomas,Total,President,,i,Stein & Baraka,56,
Thomas,Total,U.S. Senate,,D,Patrick Wiesner,417,
Thomas,Total,U.S. Senate,,R,Jerry Moran,3012,
Thomas,Total,U.S. Senate,,L,Robert D Garrard,147,
Thomas,Total,U.S. House,1,R,Roger Marshall,2787,
Thomas,Total,U.S. House,1,L,Kerry Burt,141,
Thomas,Total,U.S. House,1,i,Alan LaPolice,583,
Thomas,Total,State Senate,40,D,Alex Herman,574,
Thomas,Total,State Senate,40,R,Richard (Rick) Billinger,2970,
Thomas,Total,State House,118,R,Don Hineman,499,
Thomas,Total,State House,120,D,Bonita L. Peterson,463,
Thomas,Total,State House,120,R,Adam Smith,2510,
Thomas,Colby Ward 1,President,,,"McMullin, Evan  ",7,
Thomas,Colby Ward 2,President,,,"Castle, Darrell L ",1,
Thomas,North Randall Township,U. S. House,1,,"Huelskamp, Tim  ",3,
Thomas,Colby Ward 1,U. S. House,1,,"Huelskamp, Tim  ",1,
Thomas,Colby Ward 2,U. S. House,1,,"Huelskamp, Tim  ",1,
Thomas,Colby Ward 4,U. S. House,1,,"Huelskamp, Tim  ",1,
