county,precinct,office,district,candidate,party,votes,
Scott,Lake Township,President,,"Moorehead, Monica G. ",write - in,0,
Scott,Lake Township,President,,"Perry, Darryl  ",write - in,0,
Scott,Lake Township,President,,"Schoenke, Marshall R. ",write - in,0,
Scott,Lake Township,President,,"Schriner, Joe C ",write - in,0,
Scott,Lake Township,President,,"Smith, Mike  ",write - in,0,
Scott,Lake Township,President,,"Sood, Ajay  ",write - in,0,
Scott,Lake Township,President,,"Sterling, Shawna  ",write - in,0,
Scott,Lake Township,President,,"Valdivia, Anthony J ",write - in,0,
Scott,Lake Township,President,,"Vogel-Walcutt, J.J.  ",write - in,0,
Scott,Lake Township,President,,"Wysinger, Demetra Jefferson ",write - in,0,
Scott,Lake Township,President,,"Clinton, Hillary Rodham ",Democratic,3,
Scott,Lake Township,President,,"Johnson, Gary  ",Libertarian,2,
Scott,Lake Township,President,,"Trump, Donald J. ",Republican,36,
Scott,Michigan Township,President,,"Stein, Jill  ",independent,1,
Scott,Michigan Township,President,,"Basiago, Andrew D. ",write - in,0,
Scott,Michigan Township,President,,"Castle, Darrell L ",write - in,0,
Scott,Michigan Township,President,,"De La Fuente, ""Rocky"" Roque  ",write - in,0,
Scott,Michigan Township,President,,"Giordani, Rocky  ",write - in,0,
Scott,Michigan Township,President,,"Hedges, James A ",write - in,0,
Scott,Michigan Township,President,,"Hoefling, Tom  ",write - in,0,
Scott,Michigan Township,President,,"Kahn, Lynn  ",write - in,0,
Scott,Michigan Township,President,,"La Riva, Gloria  ",write - in,0,
Scott,Michigan Township,President,,"Levinson, Michael S. ",write - in,0,
Scott,Michigan Township,President,,"Maturen, Michael A ",write - in,0,
Scott,Michigan Township,President,,"McMullin, Evan  ",write - in,0,
Scott,Michigan Township,President,,"Moorehead, Monica G. ",write - in,0,
Scott,Michigan Township,President,,"Perry, Darryl  ",write - in,0,
Scott,Michigan Township,President,,"Schoenke, Marshall R. ",write - in,0,
Scott,Michigan Township,President,,"Schriner, Joe C ",write - in,0,
Scott,Michigan Township,President,,"Smith, Mike  ",write - in,0,
Scott,Michigan Township,President,,"Sood, Ajay  ",write - in,0,
Scott,Michigan Township,President,,"Sterling, Shawna  ",write - in,0,
Scott,Michigan Township,President,,"Valdivia, Anthony J ",write - in,0,
Scott,Michigan Township,President,,"Vogel-Walcutt, J.J.  ",write - in,0,
Scott,Michigan Township,President,,"Wysinger, Demetra Jefferson ",write - in,0,
Scott,Michigan Township,President,,"Clinton, Hillary Rodham ",Democratic,1,
Scott,Michigan Township,President,,"Johnson, Gary  ",Libertarian,0,
Scott,Michigan Township,President,,"Trump, Donald J. ",Republican,42,
Scott,Scott City Ward 1,President,,"Stein, Jill  ",independent,6,
Scott,Scott City Ward 1,President,,"Basiago, Andrew D. ",write - in,0,
Scott,Scott City Ward 1,President,,"Castle, Darrell L ",write - in,0,
Scott,Scott City Ward 1,President,,"De La Fuente, ""Rocky"" Roque  ",write - in,0,
Scott,Scott City Ward 1,President,,"Giordani, Rocky  ",write - in,0,
Scott,Scott City Ward 1,President,,"Hedges, James A ",write - in,0,
Scott,Scott City Ward 1,President,,"Hoefling, Tom  ",write - in,0,
Scott,Scott City Ward 1,President,,"Kahn, Lynn  ",write - in,0,
Scott,Scott City Ward 1,President,,"La Riva, Gloria  ",write - in,0,
Scott,Scott City Ward 1,President,,"Levinson, Michael S. ",write - in,0,
Scott,Scott City Ward 1,President,,"Maturen, Michael A ",write - in,0,
Scott,Scott City Ward 1,President,,"McMullin, Evan  ",write - in,2,
Scott,Scott City Ward 1,President,,"Moorehead, Monica G. ",write - in,0,
Scott,Scott City Ward 1,President,,"Perry, Darryl  ",write - in,0,
Scott,Scott City Ward 1,President,,"Schoenke, Marshall R. ",write - in,0,
Scott,Scott City Ward 1,President,,"Schriner, Joe C ",write - in,0,
Scott,Scott City Ward 1,President,,"Smith, Mike  ",write - in,0,
Scott,Scott City Ward 1,President,,"Sood, Ajay  ",write - in,0,
Scott,Scott City Ward 1,President,,"Sterling, Shawna  ",write - in,0,
Scott,Scott City Ward 1,President,,"Valdivia, Anthony J ",write - in,0,
Scott,Scott City Ward 1,President,,"Vogel-Walcutt, J.J.  ",write - in,0,
Scott,Scott City Ward 1,President,,"Wysinger, Demetra Jefferson ",write - in,0,
Scott,Scott City Ward 1,President,,"Clinton, Hillary Rodham ",Democratic,39,
Scott,Scott City Ward 1,President,,"Johnson, Gary  ",Libertarian,8,
Scott,Scott City Ward 1,President,,"Trump, Donald J. ",Republican,219,
Scott,Scott City Ward 2,President,,"Stein, Jill  ",independent,2,
Scott,Scott City Ward 2,President,,"Basiago, Andrew D. ",write - in,0,
Scott,Scott City Ward 2,President,,"Castle, Darrell L ",write - in,0,
Scott,Scott City Ward 2,President,,"De La Fuente, ""Rocky"" Roque  ",write - in,0,
Scott,Scott City Ward 2,President,,"Giordani, Rocky  ",write - in,0,
Scott,Scott City Ward 2,President,,"Hedges, James A ",write - in,0,
Scott,Scott City Ward 2,President,,"Hoefling, Tom  ",write - in,0,
Scott,Scott City Ward 2,President,,"Kahn, Lynn  ",write - in,0,
Scott,Scott City Ward 2,President,,"La Riva, Gloria  ",write - in,0,
Scott,Scott City Ward 2,President,,"Levinson, Michael S. ",write - in,0,
Scott,Scott City Ward 2,President,,"Maturen, Michael A ",write - in,0,
Scott,Scott City Ward 2,President,,"McMullin, Evan  ",write - in,2,
Scott,Scott City Ward 2,President,,"Moorehead, Monica G. ",write - in,0,
Scott,Scott City Ward 2,President,,"Perry, Darryl  ",write - in,0,
Scott,Scott City Ward 2,President,,"Schoenke, Marshall R. ",write - in,0,
Scott,Scott City Ward 2,President,,"Schriner, Joe C ",write - in,0,
Scott,Scott City Ward 2,President,,"Smith, Mike  ",write - in,0,
Scott,Scott City Ward 2,President,,"Sood, Ajay  ",write - in,0,
Scott,Scott City Ward 2,President,,"Sterling, Shawna  ",write - in,0,
Scott,Scott City Ward 2,President,,"Valdivia, Anthony J ",write - in,0,
Scott,Scott City Ward 2,President,,"Vogel-Walcutt, J.J.  ",write - in,0,
Scott,Scott City Ward 2,President,,"Wysinger, Demetra Jefferson ",write - in,0,
Scott,Scott City Ward 2,President,,"Clinton, Hillary Rodham ",Democratic,38,
Scott,Scott City Ward 2,President,,"Johnson, Gary  ",Libertarian,20,
Scott,Scott City Ward 2,President,,"Trump, Donald J. ",Republican,459,
Scott,Scott City Ward 3,President,,"Stein, Jill  ",independent,5,
Scott,Scott City Ward 3,President,,"Basiago, Andrew D. ",write - in,0,
Scott,Scott City Ward 3,President,,"Castle, Darrell L ",write - in,0,
Scott,Scott City Ward 3,President,,"De La Fuente, ""Rocky"" Roque  ",write - in,0,
Scott,Scott City Ward 3,President,,"Giordani, Rocky  ",write - in,0,
Scott,Scott City Ward 3,President,,"Hedges, James A ",write - in,0,
Scott,Scott City Ward 3,President,,"Hoefling, Tom  ",write - in,0,
Scott,Scott City Ward 3,President,,"Kahn, Lynn  ",write - in,0,
Scott,Scott City Ward 3,President,,"La Riva, Gloria  ",write - in,0,
Scott,Scott City Ward 3,President,,"Levinson, Michael S. ",write - in,0,
Scott,Scott City Ward 3,President,,"Maturen, Michael A ",write - in,0,
Scott,Scott City Ward 3,President,,"McMullin, Evan  ",write - in,0,
Scott,Scott City Ward 3,President,,"Moorehead, Monica G. ",write - in,0,
Scott,Scott City Ward 3,President,,"Perry, Darryl  ",write - in,0,
Scott,Scott City Ward 3,President,,"Schoenke, Marshall R. ",write - in,0,
Scott,Scott City Ward 3,President,,"Schriner, Joe C ",write - in,0,
Scott,Scott City Ward 3,President,,"Smith, Mike  ",write - in,0,
Scott,Scott City Ward 3,President,,"Sood, Ajay  ",write - in,0,
Scott,Scott City Ward 3,President,,"Sterling, Shawna  ",write - in,0,
Scott,Scott City Ward 3,President,,"Valdivia, Anthony J ",write - in,0,
Scott,Scott City Ward 3,President,,"Vogel-Walcutt, J.J.  ",write - in,0,
Scott,Scott City Ward 3,President,,"Wysinger, Demetra Jefferson ",write - in,0,
Scott,Scott City Ward 3,President,,"Clinton, Hillary Rodham ",Democratic,49,
Scott,Scott City Ward 3,President,,"Johnson, Gary  ",Libertarian,14,
Scott,Scott City Ward 3,President,,"Trump, Donald J. ",Republican,346,
Scott,Scott City Ward 4,President,,"Stein, Jill  ",independent,7,
Scott,Scott City Ward 4,President,,"Basiago, Andrew D. ",write - in,0,
Scott,Scott City Ward 4,President,,"Castle, Darrell L ",write - in,0,
Scott,Scott City Ward 4,President,,"De La Fuente, ""Rocky"" Roque  ",write - in,0,
Scott,Scott City Ward 4,President,,"Giordani, Rocky  ",write - in,0,
Scott,Scott City Ward 4,President,,"Hedges, James A ",write - in,0,
Scott,Scott City Ward 4,President,,"Hoefling, Tom  ",write - in,0,
Scott,Scott City Ward 4,President,,"Kahn, Lynn  ",write - in,0,
Scott,Scott City Ward 4,President,,"La Riva, Gloria  ",write - in,0,
Scott,Scott City Ward 4,President,,"Levinson, Michael S. ",write - in,0,
Scott,Scott City Ward 4,President,,"Maturen, Michael A ",write - in,0,
Scott,Scott City Ward 4,President,,"McMullin, Evan  ",write - in,0,
Scott,Scott City Ward 4,President,,"Moorehead, Monica G. ",write - in,0,
Scott,Scott City Ward 4,President,,"Perry, Darryl  ",write - in,0,
Scott,Scott City Ward 4,President,,"Schoenke, Marshall R. ",write - in,0,
Scott,Scott City Ward 4,President,,"Schriner, Joe C ",write - in,0,
Scott,Scott City Ward 4,President,,"Smith, Mike  ",write - in,0,
Scott,Scott City Ward 4,President,,"Sood, Ajay  ",write - in,0,
Scott,Scott City Ward 4,President,,"Sterling, Shawna  ",write - in,0,
Scott,Scott City Ward 4,President,,"Valdivia, Anthony J ",write - in,0,
Scott,Scott City Ward 4,President,,"Vogel-Walcutt, J.J.  ",write - in,0,
Scott,Scott City Ward 4,President,,"Wysinger, Demetra Jefferson ",write - in,0,
Scott,Scott City Ward 4,President,,"Clinton, Hillary Rodham ",Democratic,71,
Scott,Scott City Ward 4,President,,"Johnson, Gary  ",Libertarian,15,
Scott,Scott City Ward 4,President,,"Trump, Donald J. ",Republican,388,
Scott,Scott Township,President,,"Stein, Jill  ",independent,0,
Scott,Scott Township,President,,"Basiago, Andrew D. ",write - in,0,
Scott,Scott Township,President,,"Castle, Darrell L ",write - in,0,
Scott,Scott Township,President,,"De La Fuente, ""Rocky"" Roque  ",write - in,0,
Scott,Scott Township,President,,"Giordani, Rocky  ",write - in,0,
Scott,Scott Township,President,,"Hedges, James A ",write - in,0,
Scott,Scott Township,President,,"Hoefling, Tom  ",write - in,0,
Scott,Scott Township,President,,"Kahn, Lynn  ",write - in,0,
Scott,Scott Township,President,,"La Riva, Gloria  ",write - in,0,
Scott,Scott Township,President,,"Levinson, Michael S. ",write - in,0,
Scott,Scott Township,President,,"Maturen, Michael A ",write - in,0,
Scott,Scott Township,President,,"McMullin, Evan  ",write - in,0,
Scott,Scott Township,President,,"Moorehead, Monica G. ",write - in,0,
Scott,Scott Township,President,,"Perry, Darryl  ",write - in,0,
Scott,Scott Township,President,,"Schoenke, Marshall R. ",write - in,0,
Scott,Scott Township,President,,"Schriner, Joe C ",write - in,0,
Scott,Scott Township,President,,"Smith, Mike  ",write - in,0,
Scott,Scott Township,President,,"Sood, Ajay  ",write - in,0,
Scott,Scott Township,President,,"Sterling, Shawna  ",write - in,0,
Scott,Scott Township,President,,"Valdivia, Anthony J ",write - in,0,
Scott,Scott Township,President,,"Vogel-Walcutt, J.J.  ",write - in,0,
Scott,Scott Township,President,,"Wysinger, Demetra Jefferson ",write - in,0,
Scott,Scott Township,President,,"Clinton, Hillary Rodham ",Democratic,11,
Scott,Scott Township,President,,"Johnson, Gary  ",Libertarian,3,
Scott,Scott Township,President,,"Trump, Donald J. ",Republican,123,
Scott,Valley Township,President,,"Stein, Jill  ",independent,1,
Scott,Valley Township,President,,"Basiago, Andrew D. ",write - in,0,
Scott,Valley Township,President,,"Castle, Darrell L ",write - in,0,
Scott,Valley Township,President,,"De La Fuente, ""Rocky"" Roque  ",write - in,0,
Scott,Valley Township,President,,"Giordani, Rocky  ",write - in,0,
Scott,Valley Township,President,,"Hedges, James A ",write - in,0,
Scott,Valley Township,President,,"Hoefling, Tom  ",write - in,0,
Scott,Valley Township,President,,"Kahn, Lynn  ",write - in,0,
Scott,Valley Township,President,,"La Riva, Gloria  ",write - in,0,
Scott,Valley Township,President,,"Levinson, Michael S. ",write - in,0,
Scott,Valley Township,President,,"Maturen, Michael A ",write - in,0,
Scott,Valley Township,President,,"McMullin, Evan  ",write - in,0,
Scott,Valley Township,President,,"Moorehead, Monica G. ",write - in,0,
Scott,Valley Township,President,,"Perry, Darryl  ",write - in,0,
Scott,Valley Township,President,,"Schoenke, Marshall R. ",write - in,0,
Scott,Valley Township,President,,"Schriner, Joe C ",write - in,0,
Scott,Valley Township,President,,"Smith, Mike  ",write - in,0,
Scott,Valley Township,President,,"Sood, Ajay  ",write - in,0,
Scott,Valley Township,President,,"Sterling, Shawna  ",write - in,0,
Scott,Valley Township,President,,"Valdivia, Anthony J ",write - in,0,
Scott,Valley Township,President,,"Vogel-Walcutt, J.J.  ",write - in,0,
Scott,Valley Township,President,,"Wysinger, Demetra Jefferson ",write - in,0,
Scott,Valley Township,President,,"Clinton, Hillary Rodham ",Democratic,12,
Scott,Valley Township,President,,"Johnson, Gary  ",Libertarian,3,
Scott,Valley Township,President,,"Trump, Donald J. ",Republican,81,
Scott,Beaver Township,U.S. Senate,,"Smith, DJ  ",write - in,0,
Scott,Beaver Township,U.S. Senate,,"Wiesner, Patrick  ",Democratic,8,
Scott,Beaver Township,U.S. Senate,,"Garrard, Robert D. ",Libertarian,5,
Scott,Beaver Township,U.S. Senate,,"Moran, Jerry  ",Republican,82,
Scott,Isbel Township,U.S. Senate,,"Smith, DJ  ",write - in,0,
Scott,Isbel Township,U.S. Senate,,"Wiesner, Patrick  ",Democratic,2,
Scott,Isbel Township,U.S. Senate,,"Garrard, Robert D. ",Libertarian,2,
Scott,Isbel Township,U.S. Senate,,"Moran, Jerry  ",Republican,44,
Scott,Keystone Township,U.S. Senate,,"Smith, DJ  ",write - in,0,
Scott,Keystone Township,U.S. Senate,,"Wiesner, Patrick  ",Democratic,2,
Scott,Keystone Township,U.S. Senate,,"Garrard, Robert D. ",Libertarian,2,
Scott,Keystone Township,U.S. Senate,,"Moran, Jerry  ",Republican,45,
Scott,Lake Township,U.S. Senate,,"Smith, DJ  ",write - in,0,
Scott,Lake Township,U.S. Senate,,"Wiesner, Patrick  ",Democratic,3,
Scott,Lake Township,U.S. Senate,,"Garrard, Robert D. ",Libertarian,0,
Scott,Lake Township,U.S. Senate,,"Moran, Jerry  ",Republican,37,
Scott,Michigan Township,U.S. Senate,,"Smith, DJ  ",write - in,0,
Scott,Michigan Township,U.S. Senate,,"Wiesner, Patrick  ",Democratic,3,
Scott,Michigan Township,U.S. Senate,,"Garrard, Robert D. ",Libertarian,2,
Scott,Michigan Township,U.S. Senate,,"Moran, Jerry  ",Republican,39,
Scott,Scott City Ward 1,U.S. Senate,,"Smith, DJ  ",write - in,0,
Scott,Scott City Ward 1,U.S. Senate,,"Wiesner, Patrick  ",Democratic,36,
Scott,Scott City Ward 1,U.S. Senate,,"Garrard, Robert D. ",Libertarian,19,
Scott,Scott City Ward 1,U.S. Senate,,"Moran, Jerry  ",Republican,214,
Scott,Scott City Ward 2,U.S. Senate,,"Smith, DJ  ",write - in,0,
Scott,Scott City Ward 2,U.S. Senate,,"Wiesner, Patrick  ",Democratic,22,
Scott,Scott City Ward 2,U.S. Senate,,"Garrard, Robert D. ",Libertarian,16,
Scott,Scott City Ward 2,U.S. Senate,,"Moran, Jerry  ",Republican,482,
Scott,Scott City Ward 3,U.S. Senate,,"Smith, DJ  ",write - in,0,
Scott,Scott City Ward 3,U.S. Senate,,"Wiesner, Patrick  ",Democratic,46,
Scott,Scott City Ward 3,U.S. Senate,,"Garrard, Robert D. ",Libertarian,17,
Scott,Scott City Ward 3,U.S. Senate,,"Moran, Jerry  ",Republican,347,
Scott,Scott City Ward 4,U.S. Senate,,"Smith, DJ  ",write - in,0,
Scott,Scott City Ward 4,U.S. Senate,,"Wiesner, Patrick  ",Democratic,52,
Scott,Scott City Ward 4,U.S. Senate,,"Garrard, Robert D. ",Libertarian,23,
Scott,Scott City Ward 4,U.S. Senate,,"Moran, Jerry  ",Republican,405,
Scott,Scott Township,U.S. Senate,,"Smith, DJ  ",write - in,0,
Scott,Scott Township,U.S. Senate,,"Wiesner, Patrick  ",Democratic,4,
Scott,Scott Township,U.S. Senate,,"Garrard, Robert D. ",Libertarian,4,
Scott,Scott Township,U.S. Senate,,"Moran, Jerry  ",Republican,126,
Scott,Valley Township,U.S. Senate,,"Smith, DJ  ",write - in,0,
Scott,Valley Township,U.S. Senate,,"Wiesner, Patrick  ",Democratic,9,
Scott,Valley Township,U.S. Senate,,"Garrard, Robert D. ",Libertarian,4,
Scott,Valley Township,U.S. Senate,,"Moran, Jerry  ",Republican,81,
Scott,Beaver Township,U.S. House,1,"LaPolice, Alan  ",independent,15,
Scott,Beaver Township,U.S. House,1,"Huelskamp, Tim  ",write - in,1,
Scott,Beaver Township,U.S. House,1,"Burt, Kerry  ",Libertarian,3,
Scott,Beaver Township,U.S. House,1,"Marshall, Roger  ",Republican,74,
Scott,Isbel Township,U.S. House,1,"LaPolice, Alan  ",independent,2,
Scott,Isbel Township,U.S. House,1,"Huelskamp, Tim  ",write - in,0,
Scott,Isbel Township,U.S. House,1,"Burt, Kerry  ",Libertarian,2,
Scott,Isbel Township,U.S. House,1,"Marshall, Roger  ",Republican,43,
Scott,Keystone Township,U.S. House,1,"LaPolice, Alan  ",independent,3,
Scott,Keystone Township,U.S. House,1,"Huelskamp, Tim  ",write - in,0,
Scott,Keystone Township,U.S. House,1,"Burt, Kerry  ",Libertarian,1,
Scott,Keystone Township,U.S. House,1,"Marshall, Roger  ",Republican,45,
Scott,Lake Township,U.S. House,1,"LaPolice, Alan  ",independent,4,
Scott,Lake Township,U.S. House,1,"Huelskamp, Tim  ",write - in,0,
Scott,Lake Township,U.S. House,1,"Burt, Kerry  ",Libertarian,0,
Scott,Lake Township,U.S. House,1,"Marshall, Roger  ",Republican,37,
Scott,Michigan Township,U.S. House,1,"LaPolice, Alan  ",independent,6,
Scott,Michigan Township,U.S. House,1,"Huelskamp, Tim  ",write - in,1,
Scott,Michigan Township,U.S. House,1,"Burt, Kerry  ",Libertarian,2,
Scott,Michigan Township,U.S. House,1,"Marshall, Roger  ",Republican,34,
Scott,Scott City Ward 1,U.S. House,1,"LaPolice, Alan  ",independent,37,
Scott,Scott City Ward 1,U.S. House,1,"Huelskamp, Tim  ",write - in,1,
Scott,Scott City Ward 1,U.S. House,1,"Burt, Kerry  ",Libertarian,15,
Scott,Scott City Ward 1,U.S. House,1,"Marshall, Roger  ",Republican,213,
Scott,Scott City Ward 2,U.S. House,1,"LaPolice, Alan  ",independent,64,
Scott,Scott City Ward 2,U.S. House,1,"Huelskamp, Tim  ",write - in,9,
Scott,Scott City Ward 2,U.S. House,1,"Burt, Kerry  ",Libertarian,9,
Scott,Scott City Ward 2,U.S. House,1,"Marshall, Roger  ",Republican,440,
Scott,Scott City Ward 3,U.S. House,1,"LaPolice, Alan  ",independent,60,
Scott,Scott City Ward 3,U.S. House,1,"Huelskamp, Tim  ",write - in,0,
Scott,Scott City Ward 3,U.S. House,1,"Burt, Kerry  ",Libertarian,35,
Scott,Scott City Ward 3,U.S. House,1,"Marshall, Roger  ",Republican,309,
Scott,Scott City Ward 4,U.S. House,1,"LaPolice, Alan  ",independent,77,
Scott,Scott City Ward 4,U.S. House,1,"Huelskamp, Tim  ",write - in,1,
Scott,Scott City Ward 4,U.S. House,1,"Burt, Kerry  ",Libertarian,25,
Scott,Scott City Ward 4,U.S. House,1,"Marshall, Roger  ",Republican,374,
Scott,Scott Township,U.S. House,1,"LaPolice, Alan  ",independent,18,
Scott,Scott Township,U.S. House,1,"Huelskamp, Tim  ",write - in,0,
Scott,Scott Township,U.S. House,1,"Burt, Kerry  ",Libertarian,6,
Scott,Scott Township,U.S. House,1,"Marshall, Roger  ",Republican,109,
Scott,Valley Township,U.S. House,1,"LaPolice, Alan  ",independent,7,
Scott,Valley Township,U.S. House,1,"Huelskamp, Tim  ",write - in,0,
Scott,Valley Township,U.S. House,1,"Burt, Kerry  ",Libertarian,4,
Scott,Valley Township,U.S. House,1,"Marshall, Roger  ",Republican,82,
Scott,Beaver Township,State Senate,33,"Bristow, Matt  ",Democratic,12,
Scott,Beaver Township,State Senate,33,"Taylor, Mary Jo ",Republican,76,
Scott,Isbel Township,State Senate,33,"Bristow, Matt  ",Democratic,1,
Scott,Isbel Township,State Senate,33,"Taylor, Mary Jo ",Republican,44,
Scott,Keystone Township,State Senate,33,"Bristow, Matt  ",Democratic,5,
Scott,Keystone Township,State Senate,33,"Taylor, Mary Jo ",Republican,44,
Scott,Lake Township,State Senate,33,"Bristow, Matt  ",Democratic,4,
Scott,Lake Township,State Senate,33,"Taylor, Mary Jo ",Republican,35,
Scott,Michigan Township,State Senate,33,"Bristow, Matt  ",Democratic,4,
Scott,Michigan Township,State Senate,33,"Taylor, Mary Jo ",Republican,35,
Scott,Scott City Ward 1,State Senate,33,"Bristow, Matt  ",Democratic,57,
Scott,Scott City Ward 1,State Senate,33,"Taylor, Mary Jo ",Republican,209,
Scott,Scott City Ward 2,State Senate,33,"Bristow, Matt  ",Democratic,35,
Scott,Scott City Ward 2,State Senate,33,"Taylor, Mary Jo ",Republican,473,
Scott,Scott City Ward 3,State Senate,33,"Bristow, Matt  ",Democratic,63,
Scott,Scott City Ward 3,State Senate,33,"Taylor, Mary Jo ",Republican,335,
